,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.323845047703178,0.147155877004418,0.0571051742439266,0,0,-0.075715248580086,0,0,0,0,0,0,0.01145942461727,0,0.0645951530778757,0,0,0,0,0,0,0.0511568818876148,0,0,0,0,0,0.0238454346942031,0,0,0,0,0.144571313085967,0,0,0,0,0.0107341283531778,0,0,0.379301875445791,0,0,-0.0502974118532677,0,0,-0.100277365325165,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964638,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365,0
X601939.CH.EQUITY,0,0,0,0,0.66586600495035,0,0,0,0,0.00634577026564712,0,0.306120305374182,0,-0.036809154394128,0.0441996017100453,0.0245256312120299,0,0,0.0232568424734743,0,0,0,0,0.0277978984256133,0,0.0460453074350882,0.0209405487579393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592043334906919,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.160881966646277,0,0.793673141701458,0,0,0,0,-0.0795850522676,0,0,0,0.0517002282679336,0,0,0,0,0.0397354500090244,0.0228510941098686,0,0,0.00867659377099515,0,0,0,0,0,0,0,0,0.0219317434283938,0,0,0,0,0,0.0280707065575241,0,0,-0.0851396132147264,0,-0.184102569422333,0,-0.0142370158126857,0,0,0,0,0,0,0.0671425329032456,0,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.074058679486822,0,0,-0.0270250205931771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060258675915499,0,-0.00736799573846952,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282958733854831,0,0,0,0,0,0,0,0.930137466618205,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759188376737667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295669520604534,0.06482155525918,0,0,0,0,0,-0.25299070739194,0,0,0,0,0,0,0.0697275121651073,0.341185637201532,0.104201690599165,0,0,0.0589111801423925,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612,0
X600030.CH.EQUITY,0,0,0,0.0209267102062515,0,0,0,0,0,0,0,0,0,0.40998588853972,0,0,0.006945028297289,0,0,0.12603302999857,-0.000997239436327542,0,0,0,0,0,0,0,0,0,0,0,0.00988487946554725,0.241278377254249,0,0,0,0,0.190614115679569,0,0,-0.0168932604280461,0,0.0364192676680798,0,0,0.11082963013722,-0.083269795819046,0,0,0,0
X601658.CH.Equity,0.14670825890666,0.0444261209902277,0.325884521607235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212575912620786,0.00633656522849407,0,0,0,0,0,0,0,0.149452266311017,0,0,0,0.18129825669223,0,0,0,0,0,0,0,0.102396947645444,0,0,-0.0713426073607671,0.0642259112114444,0,0.0299025572900938,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.00299896193222678,0,0.0399530806124104,0,0.132747355147012,0,0,0,0,0,0,0,0.0341548045898065,0.021464634981476,0,0,0,0.0380012138347123,0,0.0553834883885096,0,0.0579013459352121,0.370669994335364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225211513114465,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.686974149810824,0,0,0,0.0386809794063036,0,0,0,0,-0.0606778334708922,0,0.0247416238797522,0,0,0,0,0,0,0,0,0.0269605420091346,0,0,0,0,0.00597628924746601,-0.0437136479195099,0,0.19901242065074,0,0,0,0,0,-0.0354918358597373,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,-0.280612258686765,0.169951360507366,0,0,0,0.361918479861709,0.00468411907955897,0,0,0.159546839350324,0.417490486696275,0,0,0,0,0,0,0.0707112773106877,0,0,0,0,0,0,0,-0.0462335781713292,-0.0704818392027888,0.0690110404926173,0,0,0,0,0,0,0,0,0,0,0,0,0.0345666104655011,0,0,0,0,0,0,0.0221563571928413,0.00420808295427839
X000001.CH.EQUITY,0,0,0,0,0,0.529120438930909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157981648424091,0,0,0,0,0.205173445713258,0.00604447533569856,0,0.111994935971745,0.0720519444536295,-0.244950849545936,0.186491122503088,0,0,0,0,0,0,0.0267458549175967,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.314562578953206,0,0.0483781230604314,0,0,0,0,0,0,0,0.0491853755833486,0,0,0,0,0,0,0,0.129766301560866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712695410069505,0,0,0,0,0,0.0466751993864494,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.519859623364981,0,0.136042437665021,0,0,0,-0.00843071413966129,0,0,0,0,0.171119421716914,0,0,0,0,0,0,0.0932354287454524,0,0,0,0,0,0.0260986511389175,0,0,0,0,-0.0532102899881633,0,0,0,0.207016976874898,0,0,0.00860123696296435,0,0,0,0,-0.14729207799291,0,0.0172944082231041,0,0,0,0,0,0,-0.0497328488503568
