,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.368639401286403,0,0.297494182640367,0.00315180427197938,0,0.172797299263533,0,0.128376652120053,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.107704057416195,0,0,0,0,0,0,0,0,0,0,0,0.104499336771489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212721486921002,0,0,0
X601939.CH.EQUITY,0.369704082535442,0,0,0,0,0,0,0,0,0,0,0.0757494112970243,0.307433844615233,0,0,0,0,0.102142629603643,0.0709133321746492,0,0,0,0,0,0,0,-0.106725081306914,-0.012262632135676,0,0,0,0,0,0,0,0,0.0130918672752775,0,0,0,0,0,0,0,0,0,0.0298813018662987,0,0,0.032643343882852,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386981616263157,0.0536074630820214,0,0,0.354538821154911,0,0,0,0,0,0.113285869085198,0,0,0,0,0,0.0602085238511821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318185483218147
X601988.CH.EQUITY,0,0,0,0.264743731643703,0,0,0,0,0,0,0,0,0,0.0198500308106797,0,0,0,0,0.165410852013618,0.170940232009996,0,0,0,0,0,0,0,0,0,0,0.0668739425601842,0,0,0.0240413592186375,0,0,0,0,0,0,0,0,0,0.180946197849828,0,0,0.0979170042552696,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398767776845756,0,0,0.268503166016386,0,0,0,0,0,0.0363706848825595,0,0,0.43617573729131,0.062338886888118,0,0,0,0,0,0,0,0,0,0.0230670952743631,0,0,0,0,0,0,0,0,0,0,0,0,0.416908812572377,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.028046404105378,0,0,0,0,0.0399421094918617,0.0707392675231197,0,0.0709541045676658,0,0,0,0,0,0,0,0.347532833392341,0,0,0,0.222842981611489,0,0.193659531113863,0,0,0,0,0.0912106199093033,0,0,0.140258998228118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.122696434221725,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.22786863160263,0,0,0,0.0196621615813874,0,0,0,0,0,0,0,0,0.325080383485305,0,0,0,0,0,0,0,0,-0.259270993947033,0.542224107716409,0.17442352777066,0,0,0,0,-0.378682402193772,0.594895973336682,0,0,0,-0.140604379310913,-0.0661634667860467
X601328.CH.EQUITY,0.176701928272061,0,0,0.222584113489454,0,-0.0128822014185654,0,0,0,-0.0211265933418638,0,0,0.22794255962442,0,0,0,0.0652598706095887,0,0,0.0438908466774165,0,0,0,0,0,0,-0.0287607869316695,0,0,0,0,0,0.190188672985365,0,0.0573831258186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115867274574098,-0.0297578470237764,0
