,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.177885080787833,0,0.183142354267938,0,0.159010043163177,0,0,-0.0641976220399516,0,0,0,0,0,0,0,0,0.0727469308088602,0,0,0.139818970048884,0,0,0,0,0,0,0,0,0,0,0,0,0.0669748893348863,0,0,0.00891314898074903,0.0282424067957462,0,0,0,0,0,0,0,0,0.172201119039865,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640083265636681,0,0.149675263595528,0.0369485140964235,0,0.0251605794955309,0,0,0.206204584405769,0,0,0,0,0,0.302890548453507,0,0,0,-0.0336877614893093,0,0,0,0,0,0,0.0377679679522936,0,0,0,0.17434241531419,0,0.052736908582182,0,0,0,0,0,0.0257022630301626,0,0,0,0,0,0,0,0.142608837923333,0
X601939.CH.EQUITY,0,0,0,0,0.142973504849387,0,0.322212583647224,0,0,0,0.0723598507323105,0,-0.149545704205154,0,0.0123648131743123,0,0,0,0,0,0.0836895006291462,0,0.540265947945687,0,0,0,0,-0.0339006077317676,0,0,0,0,0,0,0,0,-0.0378545728764799,0,0,0,-0.0195595073678863,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0
X601628.CH.EQUITY,0,0,0,0,0,0.0915573258139144,0,0,0,0,0,0,0,0,0,0,0.220785504097589,0,0,0,0,0,0,0,0.0855709326960855,0,0,-0.197069838557664,0.134998858578944,0,0,0,0,0.382629677992005,0.230828776966133,0,0,0,0,0,0,0,0,0,0,0.0708739676211683,0,0,0,0,0.0164806993791813,-0.118352206886097
X601288.CH.EQUITY,0.0836561492351051,0,0,0,0,0,0,-0.0116381400611878,0,0.0110545488147531,0,0,0,0.0416258230926659,0,0.453484148397121,0,0,0,0,0,0,0.321394434752018,0,0,0,0,0,0,0.000693056835319222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261097368886905,0,0,-0.0157320011976897,0,-0.0604620640958918,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.184047232609243,0,0,0.29313833659747,0.279383040779882,0,0,0,0,0,0,0,0.0413423877093487,0,0.0980864382653959,0,0,0,0,0.157327640996361,0,0,-0.0412837687281035,0,0,0,0,0,0,0.0908343953774584,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.153046114092419,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.359605071319104,0,0,0,0,0,0,0,0.031444927198385,0,-0.0355619852948195,-8.74984473008301e-05,0,0,0.0667616012671864,0,0,0.226812874380301,0,0.0233534164118322,0,0,0,0,0,0,0,0,0,0,0.0911757050328564,0,0.0809369326376735,0,0,0,0,0,0,1.38777878078145e-17,0,-0.125129965371777,-0.156373643068699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623296925327487,0,0,0,0,0,0,-0.153040167206166,0,0,0.0273900659756269,0,0.0161456895813887,0,0,0,0,0.124457333271296,0.448618369309088,0,0,0,0.13413502580115,0,0,0,0,0,0,0,-0.175572600446241,0,0.257743298976484,0,0.232510164694627,0,0,0,0,0.174182006005952,0,0,0
X388.HK.EQUITY,0,0.190424159119541,0,0,0,0,0,0,0,0,0,0,0,0.0565881108902743,0,0,0,0,0,0,0,0,0,0,0.0410411210484022,0,0,0,0,0,0,0.346892494834372,0,0.155267307740485,0,0,0.137070841699083,0,0,0,0,0,-0.16298715036251,0,0,0.313824552279825,0,0,0,0,0,0
X601658.CH.Equity,0.0905982208240244,0.0764945454240016,0,0,0,0,0,0.111489059547381,0,0,0,0,0,0.0878190545659148,0,0.291684875017086,0,0,0.0514077406744593,0,0,0,0.0362259154333316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714375034412086,0,0,0,0,-0.116332372133583,0,0,0.000106351874856223,0.199739611010332,0.038605691520666,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326111568026806,0,0,0,0,0,0,0.052499600038612,0,0,0,0,0,0.336146243594537,0,0,0,0.0663214933434991,0,0,0,0,0,0,0,0,0.0821465781290318,0,0.223224370409066,0,0.206633664502761,0.00186556352885701,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172517945794894,0,0.474560371391539,0,0.0829478681543662,-0.0722668169120191,0,0,0,0.0797028885205778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165378223075509,0,0,0.0667652386143285,0,0,0,-0.0236981615257974,0,0,0,0.181090654762804,0,0.0221192540261915
X000001.CH.EQUITY,0,0.0353118582103987,0,0,0,0.579616837594246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175522760047971,0,0.229347026546135,0.0702243419541268,0.0427183340276136,0,0,-0.256959227384177,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.00657186654218705,0,0,-0.0129656900543977,0
X000002.CH.EQUITY,0,0,0,-0.37070011480719,0.0589208762793639,0,0,0,0.244111124608994,0,0,0.0390758225878874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104526256691102,0,0,0,0,0.255253655164296,0.0342286584580766,-0.0999677531584949,0,0,0,0.0689379388648275,0,-0.0250624618299939,0,0,0,0,0,0,0.0945759596660299,0.029136008067559
