,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X600606.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.142005253171834,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364804770992238,0,0.423388795749179,0.295123833125173,0.0145519765081106,0,0,-0.07738985822224,0,0,0.237755268413252,0,0,0,0,-0.272023424902966,0,0,0,0,0,0,0,0.0474020388231446,0,0,0,-0.293721575127547,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.184942485490213,0,0,0,0,0,0,0,0,0,0,0,0.0939653272611719,0.0530884520126823,0,0,0,0,0,0,0,0,0,0.00417442034655281,0.0197945321673408,0,0.0682042153581229,0,0,-3.46944695195361e-18,0,0.237071383132421,0,0,0,0,0.0755053042433773,0,0,0,0,0,0,0,0.216615535490024,0.104867423863234,0
X601939.CH.EQUITY,0,0.0676795166977723,0,0.806940254916373,0,0,0,0,0,0.00207286816792184,0,0,0,0,0,0,0.0829606846520476,0.017928005415628,0.0571263318298263,0,0,0.00324797169255706,0,0,0,0,0.0105754585466647,0,0,0,0.0100212131664609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.878029986991726,0,-0.0684103294350591,0,0,0,0,-0.00259739790681795,0,0,0,0,0,0.0783362025552182,0.0619320445418233,0.124482846211836,0,0,0,0,0,0,-0.0829453975568403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162388075500003,-0.110345114867633,0,0,0,0,0,0,0,-0.0450145057354987,0,0,0,0
X601628.CH.EQUITY,-0.0101699094056251,0,0,0,0,0,0,0,0,0.0381967549140576,0,0.393569359117668,0,0,0,0,-0.0287537298434544,0,0,0,0,0.120959928388025,0,0,0,0,0,0,0,0,0,0,0,0,0.467551899384169,-0.12252621826248,0,0,0,0,0,0,0,0,0,0.00994530024801089,0.08404508978789,0,0,0,0.0869372982142912,0
X600036.CH.EQUITY,0,0,0.407129513719945,0,0,0,0,0,0.0250916522003318,-0.00646200389005986,0,0,0,0,0,0,0.10683049464373,0,0,0.00477570952195715,0.0121592033506765,0,0,0,0,0,0.190885484796452,0,0,0,0.125568993971495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-3.46944695195361e-18,-0.04820682555432,0.133803240965928,0,0,0,0,-0.054290831108088,-0.0864279406611434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1118209410945,0,0,0,0,0.0107778455719854,0,0,-0.0428547340612761,0,1.06857474193373,0,0
X1299.HK.EQUITY,0,0,0,0,0.117333781391257,0,0,0,0,0.182711824254012,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.268295297826555,0.0494490674149568,0,0.314156639103156,0,0.274445992576991,0.0290614232486256,0,0.205747119980884,0,0,0,0,0.108899829150349,0.037735152260546,0,0,0,0,0,0,-0.0474267176646099,0.25236961645649,0,-0.0759112154121647,0,0,0.0592004944881478,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132605293776314,0,0,-0.00470179006051873,0,0,0,0.0318615363811557,0,0,0.339148232181128,0.29333182194968,0,0,0,0,0,0,0,-0.290276854100989,0,0,0,0,0,0,0,0,0,0,0,0,0.23249366452109,0,0,-0.0321055497584123,0
X388.HK.EQUITY,0,0,0,0,0.299951235098443,0,0,0,0.105672479714215,0,0,0,0,0,0,0.0847901999543255,0,0,-0.391744343562735,0,0,0,0.279840174868933,0,0.202523356184661,0,0,0,0.0108191170694573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168293792214452,0,0,0.213923023874638,0,0,0,0.072309494734688,0
