,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.121387933379024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871524808073754,0,0.410502729345838,0.449982161364055,0.0138584997223742,-0.257971113966706,0,0,0.27622946396197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442600884649999,0,0,0,0,-0.175703724486148,0,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088189,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446705,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.069009879133697,0.144315118694073,0
X601939.CH.EQUITY,0,0.0689573041743714,0,0,0.807120997112841,0,8.67361737988404e-19,0,0,0.00202525145863082,0,0,0,0,0,0.0834237349630639,0,0.0186148938780479,0.0584238556532406,0,0,0.00323990115573845,0,0,0,8.67361737988404e-19,0.0104595517763681,0,0.00997500040445375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0284572468621491,0,0.419076186008112,0.00798844284215686,0,0,0,0,0,0,0,0,0.0818351086611263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307304259099324,0,0,0,0,0,0,0,0,0,0.166039130186001,0.029111018247598,0,0,0,0.0840656950230071,0
X601288.CH.EQUITY,0,0,0.913406484944564,-0.135080065524835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127937493951937,0,0,0,0,0,0,0,0.0277476344555701,0,0,0,0.044174273651336,0,0,0.0619022193935982,0,0,0,0,0,0,0.0012483893189657,0,-0.077154344297253,0,0,0,0,0,0,-0.05875892605134,0,0,0
X600036.CH.EQUITY,0,0,0.407999262186878,0,0,0,0,0,0.0244474496719262,-0.00633048890594023,0,0,0,0,0,0.107651957904615,0,0,0,0.0048691825727259,0.0119307853778634,0,0,0,0,0,0.189165497906379,0,0.125274466363254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0718403334075582,0.00872409931164981,0.0530560452940673,0,0,0,0,0,-0.0717530348358717,0,0.0904490223022844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795877971228285,0,0,0,0,0,0,-0.0178037992709346,0.97238780946844,0,0
X1299.HK.EQUITY,0,0,0,0.174222532654833,0,0,0,0,0,0.128397758433456,0,0,0,0,0,0,0,0,0,0,0,0,-0.23467206840687,0,0.00235653122180328,0.0931646846881067,0.413828675434892,0,0,0.184886324464056,0.359472635423953,0.0407814624336784,0,0,0,0,0,0,0,0,0,0,0,0.0312586632629811,-0.142150338874041,0,0.0626611416761251,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120759387880903,0,-0.056541474385354,0,0,0,0,0.00447954132873602,0,0,0.297745440569858,0.32061167870639,0,0,0,0,0,0,0,-0.27516020141401,0,0,0,0,0,0,0,0.0440783048927393,0.00882317991986433,0,0,0,0.317612169088002,0,-0.030886736145916,0
X388.HK.EQUITY,0,0,0,0.239989672423431,0,0,0,0,0,0,0,0,0,0,0,0,0.0192732479464332,0,-0.237464244831699,0,0,0,0,0,0.410589496088969,0.127764283509925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243333271166916,0,0.0535974782093087,0.187926242982265,0,0,0,0.031977246755724,0
