,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.121393809693146,0,0,0,-0.175789660290367,0.255615050364386,0,0,0.0910276007476478,0,0,0,0.27709344640198,0,0,-0.127040734797353,0,0,0,0,-0.136263468675641,0,-0.194176011379994,0,0,0,-0.224265265461014,0,0,0.814963110177861,-0.0516782631852513,0,0,-0.0823541579431212,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060145250981182,0,0.0344738390777944,0,0,0,0,0.171254443636632,0,0,0,0,0.0920952847250822,0,0.0987744679911175,0,0,0,0,0,0,0,0,0,0,0.036385036616506,0,3.46944695195361e-18,0.248105615711307,0,0.248216631813114,0,0,0,0,0.0101828963867643,0,0.00993758855832819,0,0,0,0,0,0,-0.0543324108025456,0
X601939.CH.EQUITY,0.0365572005844246,0,0,0,0,0,0,0,0,0.216802429980517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0378908466213776,0,-0.131080826409493,0,0,0.17604514793756,0.0219527084353002,0,0.479802427888544,0,0,0,0,0,0,0,0,0.0171443461480556,0,0,-0.138855685035367
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.360794477698899,0.195407422155616,0,0.351147335114534,0,0,0,0.0629973313538445,-0.121768542342298,0.339413012985267,0,0,-0.143165736845892,0,0,0,0,0,0,0,0,0,0,0,0,-0.3940044549396,0,0,0,0,0,0,0,0,0,0,0,0.113359836889158,0,0.257826006132215,0,0,-0.0981957671110534,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145430843069019,0,0.132474377523031,0,0,0.0692673969805001,0,0,0,0.168520238299744,0,0,0.116984167509073,0.00373033089833313,0,0,0.0468591332969231,0,0,0,0,0,0,0,-0.0127547735034648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958819091700682,0,0,0,0.195686950132931,0,0,0,0.00544120378570339
X601988.CH.EQUITY,0,0,0,-0.0217054477314725,0.475313953930357,0,0,0,0,0,0,0,0,0,0.0860826538484271,0,0,0,0,-0.186030168440289,-0.0391038743035597,0,0,0.273494524805762,0,0,0,0,0,-0.407741388798321,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.146041800870278,0,0,0.0442997048817903,0,0,0
X600036.CH.EQUITY,0,0,-0.103264851324827,0,0,0,0,0,-6.93889390390723e-18,0.332808553185341,0,0.395004416540496,0,0,0,0.0236127762553067,0,0,0,0.112449608583888,-0.00968767295564221,0,0,0,0,0,0,0.0429798698742118,0,0,0,0,0,-0.0868552113882126,0,0,0,0,0,0,0,0.174881303282582,0,0,0,0,0,0,0,0,0,-0.247967055097629
X1299.HK.EQUITY,0,0,0,0,0.306182777020115,0,0,0,0,0,-0.00456555044657459,-0.128920257962056,0,0,0,0,0.00629715903599354,0,0.011014819917087,0,0,0,0,0,0,0.0414599318807206,0.150466431545643,0,0.10523605502048,0,0.121560000582062,0,0,0,0,0,0,0,0,0,0,-0.126470470576133,0,0,0,0,0,0,0,0,-0.0325357017927714,0
X601628.CH.EQUITY,0,0.123085454112455,0,0.0758108472079074,0,0,0,0,0,0,0.0145923803982681,0,0,0.254848140020876,0,0,0,0,0,0,0,0,0,0.147259171749633,0,0,0,0,0,0,0,0,0,0,0,0.119299061078994,0,0,0.0356172957972766,0,0,0.16544038862965,0.241894363584785,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0521741416148568,0.0329986541586944,0,0,0.599836960556503,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-3.46944695195361e-18,0,0,0.227001556957634,0,0,0,0,0,0,0.22966024700208,0,0,0,0,0,0,0,0,-0.0912695359158852,0,0,0,0,5.42101086242752e-20,0,0,0.0749220092264579,0,-0.245241730879205,0,0,-0.0264691564696326,-0.0360659344361427,-0.146156587218019,0
X601166.CH.EQUITY,0.0464422371255171,0,0,0.199779345750007,0,0,0.0155695871253233,0,0.115064297270103,0,0,0.0707652476850161,0,0,0.0125588450716992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718459282001181,0,0,0.343469667456929,0,0,0,0,0,0,0,0,-0.189052639989468,0,0,6.93889390390723e-18,0,0,0,0.00835437733198117,-0.135251196172684,0.160223096207311,0,0
X600000.CH.EQUITY,0,0,0.0252450562490265,0,0,0,0.185932479301312,0,0,0.254596136955107,0.480738484891779,0,0,0,0,0,0,-0.0671335232044264,0,0,0,0.0579112331196266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229711918500245,0,-0.0641918951009358,-0.00146066724321925,0,0,0,0,0,0,0.330172645309242,0,-0.0405504947419187,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299338516991586,0,0,0,0,-0.11040307540311,0,0.102309476111719,0.16517483906171,0,0,0,0,-0.0482453821956249,0,0,0,-0.0396185418569212,0,0,0,0.34449824941989,0,0,0,0,0,0,0,0,0,0.0513078247083198,0,0,-0.122391505024378,0.00522612417696472,0,0,0
X601601.CH.EQUITY,0,0.182159991190059,0,0,-0.0917336157247448,0,0.0262706283438207,0,0.522796754158191,0,0,0,0,0,0,0,0,0,0,0,0,0.0685908109297196,0,0,0,0.0701284172200567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322423560662825,0,0,0.132036950267358,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0663458000027024,0,0,0,0,0,0,0,0.1039596723764,0,0,0,0,0,-0.0546171762280409,0,0,0,0.0725686846683674,0,0.302786609119825,0,0,0,0,0,0.210802146523169,0,0.548380208824636,0,0,0,0,0,0,0,0.224185380072218,0,0,0,0,0,0,-0.0159557726015684,0,0.0968037743783539,-0.0740023398198017
X11.HK.EQUITY,0,0,0,0,0.177251679031218,0.0168259253828097,0,0,0,0,0,0,0,0,0,0,0,0,0.35858754500129,0,0,0,0,0.0796269322333019,0,0,0,0,0,0.394683552378293,0,0.0262382261304382,0,0,0,0,0.212890412217549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
