,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.188501042011156,0,0,0,0,0,0,0,0,0,0,-0.136827643462012,0.497295434705377,0,0.677269820050143,0,0.0598004230323489,-0.119248208154125,0,0,-0.0553674797877671,0,0,0.0599894956592431,0,0,-0.141488556132887,0,0,0,-0.331512996074904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252848139825199
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0713966598932593,0,0,0,0,0,0,0.0221243969048259,0,0.0486025706240828,0,0,0,0.297001072782751,0,0,0,0,0,0,0,0,0.0591384975560528,0,0.10552924403421,0,0,0,0,0,0.298526471139687,0,0,0,0,0,0,0,0,0.0724478709415663,0,0,0,0,0,0.104006068942924,0
X601939.CH.EQUITY,0,0,0,0.787641881730833,0.0698043375326913,0,0.0588615420438332,0,0,0,0,0,0,0.0298456286053308,0,0,8.67361737988404e-19,0,0,0,0,0,0.0038519370504182,0.00692436807054148,0,0,0,0,0,0,0,0.0753567638558591,0,0,0,0,0.00355149484171497,0,0,0,0,0,0,0,0,0,0,0,0.0341061562980493,0,0,0,0
X601288.CH.EQUITY,0,0,0.880783348553766,0,-0.0676602128609814,0,0,0,0,0,0,0,0.0405350027245368,0,0.0152961701487839,0,0.0326430630435124,0.126319658477416,0,0,0,0,0,0,0,-0.123956874448927,0,0.030365732750566,0,0,0,0.00542598063515373,0,0,0,-0.0993058687450026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.852727612910787,-0.0589506893748498,0,0,0,0,0,0,0,0,0,0.151246210399055,0,0,0,0,0,0,-0.0758786660895688,0,0,0.0605030742102409,0,0,-0.033789750914549,0.0197943700378844,0,0,-0.0328151505159882,0,0,0,0.0578523089762337,0,0,0,0,0.0144083742585055,0,0,0.164923388242801,0
X601988.CH.EQUITY,0,0,0,0,-0.14667626915302,0,0,0,0,0,0,0,0,1.14372767951229,0,0,0,0,0,-0.109353260829768,-0.0252652857031688,0,0,0.0793243225786392,0,0,0,0,0,0,0,0,-0.209777901910595,0,0,0,0,-0.176936516069482,0,0,0,0.02763460097165,0,0,0.0809306204026188,0,0,0,0,0,0,0.218736118231621,0
X600036.CH.EQUITY,0,0,0.386602930426845,0,0,0,0,0,0.045454764353744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470340162990723,0.062906306688293,0,0,0,0.42270566969334,0,0,0,0,0.0146603918807421,0,0,0,0,0,-0.00595792094952128,0.0596640251168941,0,0.0381749402195833,0,0,0,0,0,0.0662453238679755
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.154336400418841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253293897502813,0,0,0,0.127419160482553,0.143688645321856,0.356967254848227,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.105169856304157,0.00166942282790086,0,0,0,0.446029808351053,0,0,0,-0.0967061891929706,0.0830444529180618,0
X5.HK.EQUITY,0,0,0,0,-0.110049466280703,0,0,0,0,0,0,0,0,0,0,0,0.193372781785431,0,0,0,0,0.186945136515223,0,0,0.453851282615359,0,0,0.177063975012969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678198089382744,0,0,0,0,0,0,-0.0150484165581247,0.204830530880251
X388.HK.EQUITY,0,0,0,0,0.475178148447927,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.264812579638625,0,0,0,0,0,0,0.117264219701789,0,0,0,0,0.144757725538868,0,0,0,0,0,0,0.254906561645571,0,0,0,-0.204873819639151,0,0,0,0,0,0,0,-0.124857657146351,0,0.0732399413117563,0
