,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.398655882029654,0.0862406395342576,0.0139684066270598,0,0,0,0,0,0,0.208590071978806,0,0,0,0,0,0,0,0,0,0,0.0335687218455265,0,0,0,0,0,0,0,0.0941398739328509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304085451070119,0,0,0,-0.153231740198171,0,0
X601939.CH.EQUITY,0.277631608869519,0,0,0.256958920475827,0,0,0,0,-0.120808071559102,0.0122805018088615,0,0,0,0.296858008584078,-0.0804630452051873,0,0,0,0,0,0,0,0,0,0,0.170959815235186,0,0,0,0,0,0,0,0,0,0,0,-0.0197072972418829,0,0,0,0,0,-0.0893464604645154,0,0,0,0,0.149059759490408,0,0,0.00957227561049386,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0,0
X601288.CH.EQUITY,0.335061398254524,0,0,0,0.260419469114605,0,0,0,0,0,0.0231680885070858,0,0,0.112499685226189,0,0,0,0,0,0.100686530004772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120878967115852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,1.73472347597681e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.498291776368998,0,0,0,0,0,0.301864069052307,0,0,0,0,0,0.00245803306294726,0,0.0222145327964005,0,0,0,0,0,0,-3.46944695195361e-18,0,0.103960876036723,0,0,0,0,0,0,0,0,0,0,-0.38637759275481,0,0,0,0,0,0,0.213413504483514,0,0,0,0,0,0,0.476135616676763,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.281772672307502,0,0,0,0,0,0.0916844206403022,0,0,0,0,0,0.0101642867366905,0,0,0,0,0,0.184798532204246,0.0435336002637141,0,0.0903255152918958,0,0,0,0.0144941089429478,0,0,0,0,0.170848985246062,0,0,0,0,0.104817993764815,0.0163482731311893,0,0,0,0,0
X1299.HK.EQUITY,0.0777757799586097,0,0,0,0,0,0,0,0.136039464557471,0,0,0,0,0.0977219525568112,0,0,0,0,0,0,0,0,0.00816774032051087,0,0,0,0,0,0.226911744087345,0,0,0,0,0,0,0.175057141013233,0,0,0,0,0,0,0.0667915098174547,0.00223421864033585,0,0,0.107231564192377,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258387772908955,0,0,0,0,0,0,0,0,0.168655698788612,0,0,0,0.468736530077999,0,0,0,0,0,0,0,0,0,0,0.254317847606299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261312557686062
X601628.CH.EQUITY,0,0,0.0174642507468493,0,0,0,0,-0.0279510366208546,0,0,0,0,0,0,0,0,0,0.15238003885073,0,0,0.0396169830088841,0.166266328071478,0,0,0,0,0,0,0.107090256354351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103015770292009,0,0.0646962858975252,0,0,0.0783216967448904,0.116543531253779,0,-0.0797095757220019,0.0258623437524341,0
X601658.CH.Equity,0,0,0,0,0.213813782584251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028878351834736,0,0,0,0,0,0.036177751286615,0,0.376014993624565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270361871832433,0,0,0,0
