,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.16334390294864,0.0728063990680108,0.0463389388958321,-0.00300803642287744,0,0.354595649127066,0,0,0,0.0765136691933284,0,0,0.0258843196243441,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0747501040488803,0.0740270952355649,0,0,0,0,0,0,0,0,0,0,0.104224663645466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139,0
X601939.CH.EQUITY,0,0,0,0.184864145167002,0,0,-0.0583200886021069,0,0,0,-0.0182957043529837,0.147107758671244,0,0,0,0,0,0,0.131083188847406,0,0.0207157387211376,-0.113081643212121,0,0,0.12184571517154,0.59308627973359,0,0,0.0532104139474846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191507013379084,0,0.00204499822168129
X601288.CH.EQUITY,0,0,0.120280413067736,0,0,0.0514485286988614,0,0.492147352511272,0,0,0,0.0242788549576027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118515011083,0,0,0,0,0.00336699081854953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703445714425837,0,0,-0.0635090734294892,-0.0236179247404035,0
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447,0
X1299.HK.EQUITY,0,0,-0.0745485150915239,0,0.0643701006433801,0,0,0,0,0,0.16480285392282,0,0,0,0,0,0,0,0,0,0.179877353412502,0,0.171209840318279,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.105919592737569,0,0.0735008612358616,0,0.0784867823991651,0.132094863060566,0,0.0883855663596994,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.632405046610682,0.229452951230752,0,0,0,0,0,0.0247214239087781,0,0.0967900210965704,0,0,0,0.0835608564014996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412118621577039,0,0,0,0,0,0,0,0,0,0.0885421966930552,0,0,-0.00101748236622156,0,0,0,0,0,0,0.0366818208365011,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00930061420349197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134073386394703,0,0,0.174260436785829,0.0841684675143825,0,0,0,0,0.0155345807258416,0,0,0,0,0,0,0,0,0,0.339401850010202,0,0,0,0,0.162981519540702,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165656840414766,0,0.220383282074384,0,-0.0284987254189038,0,0,0,0,0.0765706556661874,0.099191705639572,0,0.0605325273744546,0,0,0,0,0,0,0,0,0,0,0,0.141072001022054,0.31479321071054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137279985775976,0
X388.HK.EQUITY,0,0,-0.00408448679918327,0,-0.0947759667591314,-0.0848070264160057,0.0786743921382351,0,0,0,0,0,0,0,0,-0.127761292721302,0,0,0.0877477276921239,0,-0.0270051832659131,0.686890605090399,0.246512683830772,0,0,0,0,0,0.0401901324414666,0,0,0,-0.0893688133799753,0,0,0,0,0,0,0.133562582522973,0,0,0,0,0,0.00534181858428034,-0.172201954180022,0,0,0,-0.0983119720572798,0,0
