,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.214393096603351,0,0.131883780467738,0.0557525005238916,0,0,-0.0404300784456531,0,0,0,0,0,0.0218617171906121,0,0.0632262560488762,0,0,0,0,0,0,-0.0271849878982103,0.0477481483687513,0,0,0,0,0,0,0,0,0,0,0.0739374092490719,0,0,0,0,0,0,0,0.240155121950316,0,0,0,0,0,0.0369885506979375,-0.0843557920500331,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.174407379335247,0,0,0.349119026294804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201113105587429,0,0,0.011963002637066,0,0,0,0,0,0,0,0,0,0,0.00311640265150194,0,0,0.151819515745846,0
X601939.CH.EQUITY,0,0,0,0.767329131381113,0,0,0,0,0,0,0.119074700906975,0,0,0,0,0,0.101048272344701,0,0,0,0,0,0,0.00929147296239227,0,0.00600636690852198,0,0,0.069042404228238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757891387214272
X601288.CH.EQUITY,0,0,0.804938520025048,0,0,0,0,-0.0537542904860148,0,0,0.0935749618708965,0,0,0,0,0.046076600907344,0,0,0,0,0.0135452859006252,0,0.253118847405116,0,0,0.0453780309387712,0,0,0,0,0,0,0,0,0,0,0,0,-0.155513343279995,0,0,-0.180543011279377,0,0,0,0,0,0,0,0,0,-5.75452765151011e-05,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.244079043235013,0,-2.77555756156289e-17,0,0,0,0,0,0,0.384110711929709,0,0,0.0140444809722193,0,0,0,0,0,0,-0.079223324386667,0,0,0,0,0,0,0.124936612577987,0,0,0,0,0,0,0,0,0,0.10464516181245,0.262992814298584,0,0,0,0,0,0
X600036.CH.EQUITY,0.232588774760065,0,0,0.256204715038624,0,0,0,0,0,-0.023497548718268,0,0,0,0,0,0,0.343119190532449,0,0.0258604482891972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850096407548531,0,0,0,0,0,0.0564839531605792,0.0153659844152457,0,0,0,0,0,0,-0.0407673272649473,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00826009929910124,0,0,0.0232452971798913,0,0,0.159026831694416,0,0,0,0,0,0,0,0,0,0,0.000835866527005883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228587409327331,0,0,0,0.0340231628490681,-0.0384938432182326,-0.0748015879101838,0,0.930071612037748,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.292462670685184,0,0,0.0903619350884557,0,0,0,0,0,0,0,0,0,0,0,0.267510030809044,0,0,0,0,0,0.0896428461870063,0,0,0,0,0,0.0236372096343194,0.0602513522665345,0,0,0,0,0.112966222290741,0.0312380880203581,0,0,0.0878490625123032,0,0,0,0,0,-0.0115013085206322
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127461316495633,0,0,0,0,-0.153781946961584,0,0,0,0,0,0,0,0,0.336663625310729,0.0608761564437056,0.0703659245406446,-0.000652336152640804,0,0,0,0,-0.0535747988358687,0,0.187683716407771,0,0,0.0567813155201156,0,0.127814316235354,0,0.182940811152251,0.0855402881359671,0,0,0.318282070353334,0,0,0,0
X388.HK.EQUITY,0,0.218310003956845,0,0,0.154508334487007,0,0,0.0845952094737726,0,0,0,0,0,0,0,0,0,0,0,0,0.0270211162358615,0,0,0.14502090579808,0.131112454850343,0,0,0,-0.109906257900965,0,0,0,0,0,0,0,0,0.265681083450195,0,0,0,-0.0197207668952924,0,0,-0.207122046656854,0.159841878085302,0,0,-0.0423953834531201,0,0,0.195096792121232,0
