ticker,Name
ABN NA EQUITY,ABN AMRO Bank NV
ACA FP EQUITY,Credit Agricole SA
ADM LN EQUITY,Admiral Group PLC
AGN NA EQUITY,Aegon NV
AGS BB EQUITY,Ageas
AIBG ID EQUITY,AIB Group PLC
ALB SQ EQUITY,Corp Financiera Alba SA
ALLN SE EQUITY,Allreal Holding AG
ALPHA GA EQUITY,Alpha Bank AE
ALV GY EQUITY,Allianz SE
AMUN FP EQUITY,Amundi SA
ARL GY EQUITY,Aareal Bank AG
ASHM LN EQUITY,Ashmore Group PLC
ASRNL NA EQUITY,ASR Nederland NV
AT1 GY EQUITY,Aroundtown SA
ATRS AV EQUITY,Atrium European Real Estate Ltd
AV/ LN EQUITY,Aviva PLC
AZM IM EQUITY,Azimut Holding SpA
BAER SW EQUITY,Julius Baer Group Ltd
BALDB SS EQUITY,Fastighets AB Balder
BALN SW EQUITY,Baloise Holding AG
BAMI IM EQUITY,Banco BPM SpA
BARC LN EQUITY,Barclays PLC
BBOX LN EQUITY,Tritax Big Box REIT PLC
BBVA SQ EQUITY,Banco Bilbao Vizcaya Argentaria SA
BCP PL EQUITY,Banco Comercial Portugues SA
BCVN SE EQUITY,Banque Cantonale Vaudoise
BEFB BB EQUITY,Befimmo SA
BEZ LN EQUITY,Beazley PLC
BIRG ID EQUITY,Bank of Ireland Group PLC
BKIA SQ EQUITY,Bankia SA
BKT SQ EQUITY,Bankinter SA
BLND LN EQUITY,British Land Co PLC/The
BME SQ EQUITY,Bolsas y Mercados Espanoles SHMSF SA
BMPS IM EQUITY,Banca Monte dei Paschi di Siena SpA
BNB BB EQUITY,Banque Nationale de Belgique
BNP FP EQUITY,BNP Paribas SA
BPE IM EQUITY,BPER Banca
BPSO IM EQUITY,Banca Popolare di Sondrio SCPA
CABK SQ EQUITY,CaixaBank SA
CAF FP EQUITY,Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France
CAPC LN EQUITY,Capital & Counties Properties PLC
CASS IM EQUITY,Societa Cattolica di Assicurazioni SC
CAST SS EQUITY,Castellum AB
CBG LN EQUITY,Close Brothers Group PLC
CBK GY EQUITY,Commerzbank AG
CMBN SE EQUITY,Cembra Money Bank AG
CNP FP EQUITY,CNP Assurances
COFB BB EQUITY,Cofinimmo SA
COL SQ EQUITY,Inmobiliaria Colonial Socimi SA
COV FP EQUITY,Covivio
CS FP EQUITY,AXA SA
CSGN SW EQUITY,Credit Suisse Group AG
CVAL IM EQUITY,Credito Valtellinese SpA
