,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0259976037525369,0,0,0,0,0,0,0,0,0.182515221362153,0,0,0,0,0.479209203951652,0,0,0,0,0,0,0,0,0,0,0,-0.14509277303354,0,0,0.486270002796669,0,0,0,0,0,0,0,0,0,0.0817200658156495,0,0.025607535404205
X601318.CH.EQUITY,0,0,0,0,0,0,0.152216124535247,0,0.254228708544137,0,0,0,0,0,0,0,0,0.282443467008531,0.075167511904378,0,0.0399875290410538,0,0,0,0,0.0802870900897777,0,0,0,0,0,0,0,0,0,0.0750294748490576,0,0,0,0.0254284372993827,0,0,0,0.00956112222022165,0,0,0,0.0452677960075453,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.513761326539826,0,0.10097151720353,0,0,0,0.19840106837399,0.0185190711237284,0,0,0,0,0,0,0,0,0,0.179491568835078,0,0,0,0,0,0,0,0.171721892234811,0,0,0,-1.38777878078145e-17,0.0238285406963962,0,0,-0.049526558304489,-0.00812702670099679,0,0,0,0,0,0.0959640458348313,0,0,0,0,0.0329547460590344,0,-0.0260499233417458,0.073028446157476
X601288.CH.EQUITY,0,0,0,0,-0.133100800445553,0,-0.266042939692455,0,0.10421652817202,0.0561460420466333,0.874727855085083,0,0,0,-0.0809032916285468,0,0,0,0,-0.301649244156511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132819005298657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730564717684918,0,0,0,0.151483371323406,0.339270551323233,0,0,0,0.0300802600982114,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.181727236109164,0,0,0,0,0,0,0,0,0,0.128906659720864,0,0.288221108317658,0,0,0,0,0,0,-0.0939678090525849,0,0.0598659755927176,0,0,0
X601988.CH.EQUITY,0,0,0.0852659424743035,0,0.241035771842753,0,0,0,0.201669393718106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122468839954864,0,0.0719957809868854,0,0,0,0,0,0,0,0.130500518103023,0,0,0,0,0,0,0,0,0.131096715498412,0,0
X1299.HK.EQUITY,0,0,0,0,0.192508484149884,0,0,0,0,0,0,0,0,0,0,0,0.162392016124119,0,0,0,0,0,0,0,0,0.0866057616870808,0,0.118570375248913,-0.00707184145940905,0.103928215216063,0,0,0,0,0,0,0,0.357095680468576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707579545239679
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.484625089937542,0,0.029594494048087,0.0418721131364378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574187021196651,0,0,0,0,0,0,0.124496599371759,0,0,0,0,0.216459501131849,0,0.317410727613497,0,0,0,0,0,0,0,0,-0.112640364045344
X601628.CH.EQUITY,0,0,0,0.0138894055574345,0,0,0,0,0,0,0,0,0,0,-0.0461371020866493,0,0.00315651830713907,0.126829746566606,0,0,-0.0139705162259214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438197951157756,0.494177207623866,0.00438310105795108,0,0,0,0,0.255340994170967,0.134755999418385,0.0572657482147434,0,0,0,0,0,0,0,-0.0740360230024945
X601328.CH.EQUITY,0,0,0.0126655034777921,0,0,0,0,0.713144682785028,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.125553087644405,0,0,0,0,0,0,0.0382300511298088,0,0,0,0,0,0,0,0,0,-0.0163129944257015,0,0,0,0,0,0,0,0,0,-0.169341916717776,0,0,0.0439810337442387,-3.46944695195361e-18,0
