,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.483342065418953,0,0,0.436842232034186,0,0,0,0,0.00839576534878115,0,0,0,0,0,-0.059459521911975,0,-0.0504009651555697,0,0,0,0.0124601187634067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224119730913201,0,0,0,0,0,0,0,0,-0.100539701949401,0,0,-0.203681890141813,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0583246495654752,0,0,0,0,0,0,0.130436326499945,0,0.160886088049101,0,0,0,0,0,0.0631379887651844,0,0,0,0,0,0,0.0508818050565823,0,0,0,0,0.0883808418326204,0,0,0,0,0,0.378433967636309,-0.0236678083711276,0.0735725199818709,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136460258426612,0,0,0,0,0,0,0,0.00888160087260839,0,0.0684696267108666,0,0,0,0,0,0,0,0,0,0.122971301327295,0,0,4.33680868994202e-19,0,0,0.405525932550283,0,0,0,0,0,0,0.0672502357165236,0.0922202184410264,0,0,0,0.0160464448573367,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0473635593405453,0,0,0,0.031009330761299,0,0.0281555419895913,0,0.0955227081963375,0,0,0,0,0,0,0,0,-0.00343120655073904,0.381321401396774,0,0,0,0.101311514274414,-0.0172118175313805,0,0,0,0,-0.0505454960972291,0,0,0,0,0,0,0.190983370728781,0,0,0,0,0,0,0,0.0792472968971575,0,0,0,0
X5.HK.EQUITY,0,-0.128480075887561,0,0,0,0,0,0,0,0,0,0,0,0,0.0514075548778081,0,0,0.127659079267856,0,0.36989110640607,0,0,0,0.380875180949893,0,-0.00698581298487787,0,0,-0.254914556897838,0,0,0,-0.0227112113353912,0,-0.0121786395396182,0,0,0,0,0,0,0,0,0,-0.0602975025497203,0,0,-0.113008446017213,0,0.222127735760583,-0.0412502973650263,0
X601988.CH.EQUITY,0.160593637986045,0,0,0.473446215834663,0,0,0,0,0,0.0968703488144618,6.93889390390723e-18,0,0.139870668118645,0,-0.0320171436871391,0,0,0,0,0,0,0,0.068024378375233,0,0,0,-0.0500368322321919,0.0522037670235907,0.0166262818685573,0,0,0,0,0.111026377824187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000954446978211714,0,0.0894541857763872
X600036.CH.EQUITY,0,0.528212958943263,0,0.0364998353449689,0,0,0,0,0,0.0625367505535234,0,0,-0.187066587192597,0,0,0,0,0,0.0837237548652849,0,3.46944695195361e-18,0,0,0,0,0.188439318493469,0,0,0.0217752563667869,0,0,0,0,0,0,0,0,0,0,0,0,0.282125792355155,0,0,0,0,0.137996012431911,0,-0.226331507838041,0,0,0
X1299.HK.EQUITY,0,0.00571744331052173,0,0,0,0,0,0,0,0,0,0,0,-0.0970715225726861,0,0,0,0.208146295312147,0.114649947859882,0,0.278396482303485,0.281141822841046,0,0.0894596067320223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101378013728856,0,0,0,0,0,0,0,0,0,0,0,0,-0.210339933698753
X601628.CH.EQUITY,0,0.165108193298084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249245739353095,0,0,0,0,0.0371422497699799,0.133181468097985,0,0,0,0,0,0,-0.0646210746605654,0,0,0,0.0308456363653555,0,0,0,0,0.122751676149023,0,0.109295579743311,0,0,0,0,0,0,0,0,0.0882104136084443,0,-0.0176857267408407,0
X601166.CH.EQUITY,0,0,0.162529963736091,0,0,0.239984793533977,0,0,0,0,0,0,0,0,0,0.354082083981449,0,0,0,0,0,-0.196385611574926,0,-0.0253748198628802,0,0,0,0.275468647618039,0,0,0,0,0,0.298046647940502,0.0011975488594898,0,0,0,0,0.1054313950851,0,0,-0.094313527442783,0,0,0,0,0,0,0,0,-0.126222848640622
