,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.255619491610459,0,0,0,0,0.18106648015829,0,0,0,-0.0735106453228658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359414215748063,0,0,0,0.0791790683750975,0,0,0,0,0.0520281877453709,0,-0.050455506332954,0,0,-0.0815126106587089,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153063466818797,0,0.0782897285812519,0,0.28238256535503,0,0,-0.0296239378872363,0,0,0,0,0,0,0,0,0,0,0,0,0.0818023791282591,0,0,0,0,0,0,-0.260102343505211,0.323216486616627,0,0,0.184428377867135,0,0,0,0,0,-0.0395717545127714,0,-0.0240657420925322,0
X601939.CH.EQUITY,0.249705463605358,0,0,0,0.102775127800092,0,0,0,0,0,0,0,0,0.137260893324291,0,0,0,0,0,0.0169034743284851,0.140606535390249,0,0,0,0,0,0.128235118180041,0,0,0,0,0,0,0,0,0,0,0,0.167648813110595,0,0,0,0,0.117498202738037,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306048166282521,0.0294841408140446,0.0546512552748893,0,0.0539327135963941,0,0,0,0.0629997464121679,0,0,0,0,0,0,0,0,0,0,0,0.0618144951525983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093776548720971,0,0,0.171037978567074,0.131442998606257,0,0,0.163590127968542,0,0,0,0,0.162805665719032,0,0,0,0
X5.HK.EQUITY,0,-0.181662529209914,0,0.427778052108507,0,0,0,-0.166109664570824,0,0,0,0,0,0,0,0,0.0140976606162824,0,0,0.113062444808758,0,-0.153395999255457,0.520619863505195,0,0,-0.00178785161503001,0,-0.0478503680591941,0,0,0,0,0,0,0,-0.0717114256971385,0,0,0,0,0,0.13776846792986,0,0,0,0,0,-0.173631187950053,0,0,-0.0947716647559037,0
X601988.CH.EQUITY,0,0,0.147228635585991,0.169847710990943,0,0,0,0,0.0833309123748952,0.140272200141183,0.295130011794213,0,0,0,0,0,0,0,0,0,0,0,0,0.0107711855826974,0,0,0,0,0,0,0,0,0,0.0643482579461846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.133782206876103,0,0.151299943246343
X600036.CH.EQUITY,-0.0622093925055489,0.173549972798684,0,0,0,0,0,0,-0.00283038708330248,0,0,0.138799642362945,0,0.254416822586235,0,0,0,0,0.170393435120644,0,0,0,0.00859933858922975,0,0,-0.0424184031051563,0,0,0,-0.02484895896481,0,0.161956419088982,0,-0.0318277558334857,0,0,0.0980195067493762,0,0,0.0747825994563407,0.210933112277057,0,0,0,0,0,0.0725244362354783,0,0,0.1012049220581,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641935852351846,0,0,0,0,0,0,-0.064370392647251,0,0,0,0.07373339995243,0.14409187329681,0,0.156775594452563,0.114109801295237,0.078572107069615,0,0,0,0,0,0.180805771031913,0,0,0,0.0358852628264213,0,0,0,0,0,0,0,0,0,0,0,0,0.0772321918559657,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0457081327287436,0,0,0,0,0.0486036990108502,0,0,0,0,0,0.140397331962545,0,0,0,0,0,0,0,0,0,0,0,0.0363520013715108,0,0,0,-0.117950797778106,0,0,0,-0.0176988736156477,0,0,0,0.417175709702759,0,0,0,0,0,0,0,0,0.0434393836750955,0.0880926302343281,0,0.00450577375918727
X601166.CH.EQUITY,0,0,0.0214922524131737,0.102805608400761,0,0.151485552622829,0,0,0.0164405090763467,0,0,0,0,0,0,0.196155780830994,0,0,0,0,0,0,0,0,0,0.105259397449792,0,0,0,0,0,0.333447577414746,0,0.13234531740972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169335112957067
X601328.CH.EQUITY,0,0,0.0165253210066464,0,0.05663725081567,0.294149126296213,0,0,0,0,0,0.167507693065415,0,0,0,0.0101501054383618,0,0,0.0212660365778732,0.176272661094921,0,0,0,0.162836513166579,0.119764642666401,0,0,0.0268719910625554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885285098974226,0,0,0,0,0,0,0,0,0
