,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147200146628179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010719535425625,0.321447491071103,0.416753649123379,0.216118695189929,-0.231414432527159,0,0,-0.0502243853192786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444907845394018,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799789206542078,0,0,0,0,0,0,0.00100175914566384,0,-0.0394133754280041,0,0,0,0.0419122253069742,0.121121626028813,0.0503450788785397,0,0,0,0,0,0,0,0,0,0.0361485827270284,0,0,0,0,0,0,0,0,0.0453840577693245,0,0,0,0,0,0,0,0,0.00491845518601671,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961752060556805,0,-0.0497104730927917,0,0,0,0,0,0,0,0,0,0.00656560037421245,0.0427659951198971,0,0,0,0,0,0,0,0,0,0,0,0,0.0299331871482748,0,0,0,0,0,0,0,0,0,0,0.0366896744219828,0,0,-0.0987812019915496,0,0,0.0241604573920308,-0.00415469318445063,0,0,0,-0.0945135296312815,-0.0453364701576472,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0,0
X601988.CH.EQUITY,0,0,0,-4.33680868994202e-19,-0.131425260921122,0.0760023582114402,0,0.0529071484220208,0,0,0,-0.0146433236623073,0,0,0,0,0,0,0,0,-0.0273637726365681,0,-0.0147475351987851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111568005519488,0,0,0,0,0,0,1.05412090955433,0,0.0235766316162521,0
X1299.HK.EQUITY,0,0,0,0,0.0701471647530955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350321092571153,0,0,0,0,0,0,0,0,0.25402624001589,0,0.0916759480220322,0,0,0,0,0,0,0,0.0470528826490216,0,0,0,0,0.084873524555555,0,0,0,0,0,0.0765593676616708
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151648396254371,0,4.33680868994202e-19,0,0,0,0,0,-0.0555158193612366,0.505170184566602,0.163817666534365,0,0,0,0,0,0,0,0,-0.0982946458832794,0,0.108874132823194,0,0,0,0.0310311809833268,0.0656891547145882,0,-0.141671234177679,0,0.0558210660432347,0,0.127402310568711,0,0
X388.HK.EQUITY,0,0,-0.167027287848887,0,0.157031643038412,0,0,0.12759585054501,0,0,0,0,0,0,0,0.0242611029834797,0,0,0,0,0,0,0.429416889317523,0,0,0,0.208403754069781,-0.018468629610119,0,0,0,0.0457954606357056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20540569690927,0,0,0,0.252094177781594
X601658.CH.Equity,0,0.170941654549267,0.253398359194722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601635652123172,0,-0.118215971785391,0,-0.050472795723058,0,0,0,0,0,0,0.07647355733668,0,0,0,0,0,0,0,0,0,-0.119219729757839,0,0.75561864900899,0,0,0,-0.249326535675218,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0600288187010064,0,0,-0.109274593833684,-0.0263931410065863,0.0717741636271141,0,0,0.213540715793932,0,0,0.0209597243322869,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0647586429242785,0,0,0,0,0,0,0.146580613555201,0,0.146919891912538,0,0,0.192095535392208,0,0.0794439224522368,0,0,0.133914590681595,0,0,0.0561168362220284,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.00981048240187883,0,0,0,0,0,0,0.674128151893223,0,0,0,0.0276966631638261,0,0,0,-0.0301848573264861,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0237277178390739,0.129418264546479,0,0,0.0670332817837083,0,0.00700762350343285,0,0,0,0,0,0,0,-0.0100288956216594,0
X601166.CH.EQUITY,0,0,0,0,0,0.137714302913401,0.416816451752942,0.00371716705680653,0,0,0.0553240937609405,0,0,0,0,0,0.0468947083792594,0,0,0,0,0.0732196850070158,0,0,0,0,0,0,0,0,0,0,0.0218065806645499,0,0.0266575761156553,0,0,0.0286329179571153,0,0.0272951884052353,0,0,0,0,0,0,-0.0345907538525606,0,0,0.204931036313517,0,0,0
X601328.CH.EQUITY,0,0,0,0.200712280865481,0,0,0,0,0,0.00240958756219926,0,0.016988285768584,0,0,0,0,0.103262658660614,0,0,0,0,0.214343575497682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246533982791793,0,0,0,0,0.0509876972675078,0,0,0
X000002.CH.EQUITY,0,0,0,0.259126368982591,-0.161168295785346,0,0,0,0,0,0,0,0.210412952361928,0.0282917801275835,0,0,0,0,0,0,0.012460991108429,0,0.147102041035042,0,0,-0.0314328861799202,0.0395352901177305,-0.110900331764575,0,0,0,0,0,0,-0.0432485742597775,0.11350416103286,0,0,0,0,0,0,0,0.116089156253345,0,0,0,0,0,0,0.0236297136907675,0,0
X600000.CH.EQUITY,0.0327398392084734,0,0.361685652829099,0.060587353953991,0,0.0980585648921377,0,0,0,-0.0399330965587703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216959636252498,0,0,0,0.304265110451361,0,0,0,0,0,0,0,0.686276902662957,0,0,0.140812771094497,0,0,0.0953726504850588,0,0,0,0.0306434272058223
X000001.CH.EQUITY,0,0,0,0,0,0.336502324756351,0,0,0,0,0,0,0,0,0,0,0.0419265078981571,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0465043873437592,0.0957665499845364,0,0,0,0,0,0,0,0,0.244663307031932,0,0,0,0,0.0691905636008739,0,0,0,0,0.0374961952268904,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.157036524158597,0,0,0,-0.0737174079166215,0,0,0,0,0,0,0,0.191763480152596,0,0.00256386446162666,0,0.186927515600113,0,0,-0.00547124474189065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157916007291711,0,0,0,0,0,0,0.223204158081099,0,0,-0.0462730628650243,-0.0156371704298882,0
X601601.CH.EQUITY,0,0,0,0,0.368563382039249,0.103574355424843,0,0,0,0,0,0,0,0,0,0,0,0,0.285466728447669,0,0,0,0,0,0.0678186952012545,0.0830127381969291,0.00530973353687871,0.0589544529631321,0,0,0,0,0,0,0,0,0,0.00677331046684005,0,0,0,0,0,0.327700964840739,0,0,-0.181839922985413,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.128682160968437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04571700393186,0,0.0341635150159093,0,0,0,0.1654475771778,0,0,0,0,0,-0.0679805620889588,0,0,0,0,0.06182832757406,0,0.183869885125686,0.0701614773081189,0,0,0.201692806035504,-0.0313108807477362,0,0,0,-0.10132022462851,0,0
