,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00241979913402626,0,0.223287536935248,1.73472347597681e-18,0,0.110590924849805,0,0.243623942519906,0,0,0,0,0,0.127868457277926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103904730171311,0,0,0,0,0,0,0,0,0,0,0,0,0.0479354597751314,0,0,0.0771559224007959,0,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285149943902924,0,0.0754599666498949,0,0,0,0,0,0,0,0.423872501030732,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562239531987232,0,0,0,0.0735031757326126,0,0,0.0095334153390815,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333434423980014,0,0.0166071693898554,0,0,0.502929540461015,0,0,0,0,0.0138442489725586,0,0,0,0.043419970109016,0,0,0,0,0,0,-0.0200758062239378,0,0,0,0,0,-0.0139833491402319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104137049703116,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166740578304808,0,0,0,0,0,0.070487472836666,0,0,0,0.0681132535326445,0,0,0,0,0.091341249827321,0.05071134194503,0,0,0.577852778135674,0,0,-0.0676835330719123,0,0,0,0,0.0483798415618348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421236467445292
X601988.CH.EQUITY,0.398471336105361,0,0.00835551060940008,0,0,0,0,0,0,0,0.0633413081772178,0,0,0,0,0,0,0,0.0390936360574847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152113602398757,0.0102606520701736,0,0,0,0,0,0,0,0,0,0,0.291928022623891,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852138,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.0091902628726212,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601925352941017,0,0,0,0.470727998864268,0,0,0,0.124969639059321,0.106206112515827,0,0,0,0,0,0,0,0,0.268538748172266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429292661136011,0,0,0,0,0,0.222691747964548,0,0,-0.134624439780104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227789164903111,-0.182143929462788,0,0,0,0,-0.0804785686240054,0,0,0,0,0.739333266689621,0,0,0,0,0.618494320072009,-0.276951859742309,0,-0.479140753967818,0,0,0
