,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.136303589835304,0,0.0164841997277995,0,0,0,0,0,0,0.276095046743512,0.247250315840732,0,0,0,-0.0883452385888929,0,0,0,0,0,0,0.0200504246448671,0,0,0,0,0,0,0,0,0.0223496160724972,0,0,0.264899949929915,0,0,0,0.0410626678253827,0,0,0.0554707380007181,0,0,0,0.020261345879546,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.32730551533622,0,0,0.314981833071558,0,0,0,0.0827528705533277,0,0,-0.0961223334765682,0,-0.0814703152489253,0,0.069708049640474,0,0,0,0,0,0,0,0,0.124643915748873,0,0,0,0,0,0,-0.296502187632676,0,0.082933429088384,0.0283884006525671,0.280667517656403,0,0,0,0.0636883821502629,0.00162654444741737,0,0,0,0
X601939.CH.EQUITY,0.488049188173358,0,0,0.0290598836774529,0,0.150468190899534,0,0,0,0,0,0,0,0.0589306100813905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366125873828616,-0.121541189753608,0,0,0.0668867719234318,0,0,-0.0603587165573302,0,0,-0.0127020062559154,0,0,0
X601288.CH.EQUITY,0.608289483717042,0.0501970767703161,0.149915408265177,0,0,0,0,0,0.0170547476784281,0,0,0,0,0,0.00730978123570067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116676309963633,0.040421789751149,0,0,0,0.020233185568662,0.113950134504705,0,0,0,0.0515002392213096,0,0,0,0,0,0.104337679720989,0,0,0
X5.HK.EQUITY,0,-0.0904623615131002,0.0898961859541551,0.150088269701377,0,0.122133281279541,0,-0.092831677713955,0,0,0,0.238275915683432,0,0,0,0,0,0.636626459080873,0,0,0,0,0,0,0.0898332801958573,0,-0.160001858959797,0,0,0,0,0,0,0.0366404902056863,0,-0.0225626388768412,0,0,0.0356048285209301,0.027867533628919,0,0,0,0,0,0.116894538963407,0,0,-0.0864290492074506,0,0,0
X601988.CH.EQUITY,0.170190372798494,0,0.173952911735187,0.0410248300405631,0,0,0,0,0.0465241009309438,0.170250936522722,0.122285196737063,0,-0.267206045030367,0,0,0,0,0,0,0,0,0.233383776548805,0.0108226602546137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168007581514139,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.078608758818262,0,0,0,6.93889390390723e-18,0,0.179059893429164,0,0.180570737378557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459972019973369,0,0.0831549733141134,0,0,0,0.0454115504747243,0,0,0,0.0964961508644638,0.0298114957734015,0,0,0,0,0,0.121108306322898,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.201742278313351,0,0,0.0264041939759526,0,-0.0934210980632296,0,-0.0813482399054265,0,0,0.334064327388021,0.286714165846901,0,0,0,0,0.11181315921469,0,0,0,0.055310276209861,0,0,0,0,0,0,0,0,0,0,0,0,0.0668178204931018,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.234837743766821,0.274903112128534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527867550008733,0,0,0,0,0,0,0,0.0544473242229531,0.00510920508473634,0,0,0,0,0.078520051297028,0,0,0,0,0,0,0,0,0,0,0,0,0.0444228123338859,0,-0.165828629066932,0,0,0,0.203495462736404
X601166.CH.EQUITY,0.203761158029297,0,0,0,0,0.0103668006619747,0.433088541909887,0,0,0,0,0,0,0,0,0.430418838510484,0,0,0,0,0,0,0,0,0,0,0.0329158185540328,0,0,0,0,0,0.00222796359222607,0,0,0,0,0,0,0,0.0600732727879207,0,0,0,0,0,0,0,0,0,0,0
