,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0407010103999823,0,0,0,-0.279749734258344,0.0444593406983007,0.0672521053337061,0,0,0,0,0,0,0,0,0,0.138918884502567,0,0,-0.110075015038237,0,0,-0.206094280361575,0,0,0,-0.335688289696025,0,0.138658372614254,0.808268350713445,0,0,-0.0236088979783009,-0.101908339631005,0.212843942028131,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243290756896508,0,0,0,0.185802657705089,0,0,0,0,0,0.0762495665041906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186795404589492,0,0,0,-0.214191488978684,-0.172069441281254,0,0.176626869106851,0,0.46451573103273,0.0242446532385217,0,0,0,0,0,0.109522241515181,0,0,0,0,0,0.040704968150507
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.398911716696904,0.0654662473546645,0.605627721853113,0,0,0,0,0.534275677600062,-0.381184059513571,0.192371464093041,0,0,0,0,0,0,-0.1081168619873,0,0,0,-0.265207270687118,0,0,0,-0.445393077074789,0,0,0,0,0,0,0,0,0,0,0,0,0.154616778592878,0,0,0.182226144088651,0,0,-0.137347601025184,0
X5.HK.EQUITY,-0.0485286695731112,-0.134438977107116,0,0,0,0.0490933291668014,0,0.211437875558943,0,0,0,0,0,0,0.0107402052030829,0.214424879368978,0,0.0319444527262763,0,0,0.068125309819076,0.648821631826833,0,-0.227435059689631,0,0.0977529015536024,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10879712771092,0,0.100476215070479,0,0,0,0,0.0976635826778656,0,0,0,0,0
X601988.CH.EQUITY,-0.355534764741169,0,0,0,0.456542753759177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868362810449061,0,0,0,-0.209902380326038,-0.0360168494949494,0,0,-0.185609857350188,0,0,-0.621166620532118,0,0,0,0,0,0,0,0,0,0.243161717137885,0,0,0,0,0,0.0842821391009471,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.319406526150911,-0.0672338287587909,0,0,0,0,0,0,0,0.533835925034317,0.180120330713913,0,0,0,0.0827049012802744,0,0,0,0,0,-0.0562367884519821,-0.0601009165295872,0.295980067488657,0,0,0.114903581930379,0,0,0,0,0,0,-0.240322032731909,0,0,0,0,0,0,0,0.0633452304207207,0,-0.133737002339928,0,0,0,0,0,0,0,0.0763852847333588
X1299.HK.EQUITY,0,0,0,0,0.27635926437334,0,0,0,0,0,0,-0.0845116323123145,0,0,0,0,0.0234251070148105,0,0,0,0,0,0,0,0,0.151708688163695,0,0,0.107432553110829,0,0,0,0.105982483376546,0,0,0,0,0,0,0,0,-0.101341503955776,0,0,0,0,0,0,0,0,0,-0.0096976723249599
X601628.CH.EQUITY,0,0.0950783595315622,0.00799887531711427,0.0145021668877556,0,0,0,0,0,0.162086445436644,0,0,0,0.349238343473394,0,0,0,0,0.00925698501717822,0,0,0,0,0,0,0,0,0,0,0,-0.053097556260351,0,0,0,0,0.0768741804461491,0,0.1858401839682,0.0287335753681182,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0397932862235984
X601166.CH.EQUITY,0.0321936180543607,0,0,0.261197585291602,0.0315275841728586,0,1.73472347597681e-18,0,0,0,0,0.228748803464682,-0.0176498056579416,0,0,0,0,0,0,0,0,0,0.269586764624113,0,0,0,0,0,0,0.00764479781590212,0.0971152106898409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0
