,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0146132078504025,0,0,0,0,0,0,-0.17448229630981,0,0,0,0,0,0,0,0,0,-0.1980078101909,0.708249956319748,0,0.742264935021389,0,0,0.0455276910551383,0,-0.0982765894668789,0,-0.115770394584743,0,0.0033131787529869,0,-0.334376517144939,0,0,-0.0624709711864507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0345132202373895,0,0.0679202350946486,0,0,0,0,0.0451300079504722,0,0,0,0,0,0,0,0,0.390797124786288,0,0,0,0,0,0,0,0.132215333478729,0,0.00955344780580212,0,0,0,0,0,0,-8.67361737988404e-19,0,0.174065748537414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146991929619364
X601939.CH.EQUITY,0,0,0,0.806619633098743,0,0.0570886603533587,0.00833348450440849,1.73472347597681e-18,0,0,0,0,0.0236452983279561,0,0,0,0.00578545373822823,0,0,0,0,0,0.0155603526195294,0,0,0,0,0,0,0,0,0.0748242528423711,0,0,0,0,0,0,0.015303682299603,0,0,0,0,0,0,0,0,0,0.0464159128475758,0,0,0,0.016536754878852
X601288.CH.EQUITY,0.0574530824493258,0,0.889235850717428,0,0,0,-0.0575681056572589,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0261174499231829,0,0.117612203423239,0,0,0,0,0,0,0.0261989481008577,-0.0797685108456342,0,0,0,0.00490780366047004,0,0,0,-0.0230272841294789,0,0,-0.0940108389461822,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610263113972771,-0.0218429801858007,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.115195010050265,0,0,0,0,0,0.942226014195292,0,0,0,0,0,-0.114312711736535,-0.14439137215325,-0.0298931324131392,0,0,0.253127890007363,0,0,0,1.73472347597681e-18,0,0,0,0,-0.105469941875274,0,0,0,-0.0923773184121106,0,0,0,0,0,0,0,0.023809445122131,0,0,0,0,0,0,0.0176861318594231,0.276449803299292
X600036.CH.EQUITY,0,0,0.279987663010607,0.0979943396421359,0,0,0,0.0167637068969149,0.0193726418400219,0,0,0,0,0,0,0,0,0,0,0.0263998493126239,0,0,0,0,0,0.065884954177359,0,0,0,0.103346835613869,0,0,0.372920790524581,0,0,0,0,0,0,0,0,0,0,-0.0577219480594457,0.0630661620973764,0.0701886720002864,0,0,0,0,0.0648686104137418,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766715430415425,0,0,0,0.0650088984656323,0,0,0,0,0,0,0.126561441667073,0,0,0,0,0,0,0,-0.0366728847384456,0,0,0,0,0,0,0,0.00216260772949609,0,0,0,0,0.049151127690603,0,0,0,0,0,0,0.106966097070874,0,0.163994396588706
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.264859015151099,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.216183627921922,0,0.050102509298091,0.0457351009858955,0,0,0.0706350584780717,0.260160824239974,0,0,0.0747647922143154,0,0,0,0,0,0,0,0,0,0,0,0.451585656746601,0,0,0.0153436032322038,0.0252157641230191,0,-0.0797138598326342,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.170513171794704,0,0,0,0,0,0,0,0,0,0.331027725706122,0,0,0,0,0.106377959617802,0,0,0.354127136919806,0.161744691721659,0,0.0951269334945011,0,0,0,0.0106329143184675,0,0,0,0,0,0,0,-0.0734148791218,0,0,0.0769638497341858,-0.107463509741722,0,0,0,0,0,0,0.0585848516612102,0,-0.114605012438942
X601658.CH.Equity,0,0,0,0.22730363809136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109890511888377,0.243145431324863,0,-0.175664926385895,0,0,0,0,0,-0.130754606042473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415184330868801,0,0,0,0,0,0,5.42101086242752e-20,0,0,-4.33680868994202e-19,0
X388.HK.EQUITY,0,0,0,0,0,0,0.364581063008557,0,0,-0.18496806814604,0,0,0,0.0406959942983225,0,0,0,-0.0796106628347807,-0.0206729218990743,0,-8.67361737988404e-19,0.132804807137484,0,0,0,0,0,0,0.332636430209469,0,0.134355288064308,0,0,0,0,0,0,0.186311923752664,0,0,0,0,0,0,-0.283643046650718,0.0809612425512049,0,0,0,0,0,0,0.0415176457191779
