,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0566988061062331,0,0.138745880577477,0.176384458505091,0,0.35176592591978,0,-3.46944695195361e-18,0,0,0.000604681813427556,0.131825831537947,0,0,0,0,0,0,0,0,0,0.0118751094492434,0,0,0,0,0.104044640217317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263708803133388,0,0,0,0,0,0,0,0,0,0,0,0.425690270553979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191834898396425,0,0.106013963859038,0,0.00655589055364544,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342776575636157,0,0.0423195493470866,0,0,0.467246707411096,0,0,0,0,0,0,0,0,0.0359586761693035,0,0,0,0,-0.0109627801127653,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112854597354207,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198277543305038,0,0.0394670399899177,0,0,0,0.310685578495745,0,0,0,0,0,0,0,0.0201427954891307,0.648270236093894,0,0,0,0.0515021292334425,0,0,0,0,0,0,0,0.0921956145725716,0,0,0.0205408876908145,0,0,0,-0.204440415115303,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136932997192532,0,0,0.0492423359757678,0,0,0,0,0.200915687564911,0,0,0,0.143583108797954,0,0,0,0,0,0.0210828676390144,0,0.168416544655664,0,0,0,0.0278206345637278,0,0,0,0,0.0495198748275056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186366441466736,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164142954864238,0,0,0,0,0,0,0,0.325241497765022,0.0252070881892699,0,0,0,0,0.193606214711811,0.291245392942087,0,0,0,-8.67361737988404e-19,0,0,0.247982661460374,0,0,0,0,0,0,0,0.027506527757108,0,0,0,0,0,0,0,0,0,0,0,0.0906775873362529,0,0,0,0.0104847198731065
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.163829499480833,0,0,0,0,0,0,0.19444999278703,-0.0639587976258792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080590040052727,0,-0.212389646978566,0,0,0,0,0,0,0,0.738542608907891,0,0,0,0,0,0.447491691243594,0,-0.18202598318553,0,0,0,0
X601166.CH.EQUITY,0,0,0.174243244120925,0,0,0,0.398119135119186,0.0489806254961131,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.0020423256350697,0,0,0,0,0,0,0,0,0,0,0,0.376111607693808,0,0,0,0,0,0,0,0,0,0,0.0333884466104679,0,0,0,0,0,0.0866096767024727,0,-0.118536693795233,0,0,0,0.0486977478490852
X601328.CH.EQUITY,0,0,0.0921888309187155,0,0,0,0,0,0,0,0,0,0.520543989359554,0,0,0,0,0,0,0,0,0,0.00194322486758237,0.218624231065382,0,0,0,0,0.0250412456039815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.116846520470503,0,0,0,0,0,0
X600000.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0821207463075163,0.455394224904864,0,0,0,0.101978426859642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672350065747713,0,0,0,0.0976067020126115,0,0.0989585430142382,0,0,0,0,0,0
