,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.237813717811716,0,0,0.0875575402572376,0,0.239726340982959,0,0,0,0,1.38777878078145e-17,0.128696570846591,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0383102110342986,0,0,0,0,0,0.0939642983875726,0,0,0.0234667605634058,0,0,0,0,0,0,0,0,0,0.107452724102064,0,0,0,0,0,0
X601318.CH.EQUITY,0.19208661568676,0,0,0,0,0,0,0,0.269846703229829,0,0,0,0,0,0,0,0.367489428799847,0,0.132182426520972,0,0,0,0,0,0,0,0,0.0311260507976664,0,0,-0.0613300792481567,0,0,0,0,0.0448153734276951,0,0,0,0,0,0.00207738061863832,0,0.0335087884426522,0,0,0,0,0,0.0339849119215692,0,0,0
X601939.CH.EQUITY,0.0609435810238875,0,0,0.271797474028008,0,0.0510966232891051,0,0,0,0,0,0,0,0.429008653730438,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445744863512521,0,0,0.0667750077222615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352283016900741,0,0.0262626458715213,0,0,0.488096997113338,0,0,0,0,0,0,0,0,0.0301261732930391,0,0,0,0,0,0,-0.0290217133568976,0.0174315386063417,0,0,0,0,-0.000306008239949996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101463505081354,0,0.00345619016589568,0,0,0
X5.HK.EQUITY,0,0,-0.093611502635221,0,0,0,0,0.0344320233053734,0,0,0,0,0.00268602247181455,0,0,0,0,0,0,0,0,0,0.426397097642966,0,0,0,0,0.0767851711580792,0.415034933513687,0,0.00605812635647783,0.253602680112772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441409376016235,0.18861835075302,0,0
X601988.CH.EQUITY,0.372377040107656,0,0.000247476320604949,0,0,0,0,0,0,0,0.0954618705400465,0,0,0,0,0,0,0,0.0246177175444703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15850435763891,0,0,0,0,0,0,0,0,0,0,0,0.302605633885052,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601631957910442,0,0,0,0.470461306295515,0,0,-1.73472347597681e-18,0.122785935622945,0,0.106552799857359,0,0,0,0,0,0,0,0.269411618263605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304579713087137,0,0,0,0,0,0.205439004633208,0,0,-0.241376956462566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602132190500918,-0.0975555546924574,0,0,0,0,0,-0.027128263926449,0,0,0.753583554654198,0,0,0,0,0,0.623821710931497,-0.0864294126797861,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.119912842924124,0,0,0,0.494479842329932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118315386611845,0,0,0,0.324467676479596,0,0,0,0,0,0,0,0,0.060346142799286,0,0,0,0,0.00690320515032261,0,0,0.0476830359022388,-0.118390216685803,0,0,-0.0581052429917941,0,0.067027478425105
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665843443063605,0,0,0,0,0,0,0,0,0,0.154713164255052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941324778419244,0,0,0.0411827439272129,0,0,0,0,0.00840320961984288,0,0,0,0
X000002.CH.EQUITY,0,0.0314652840239487,0,0.128637398782776,0,0,0,0,0,0.010635862025378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547425804396888,0,0,0,0,0.0211092231711013,0,0,0.156730226436042,0,0,0,-0.135185736857098,0,0,0,0,0,0,0,0.0522430928684358,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0559393389489672,0.375006260039351,0,0,0,0,0.151003648856242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110905882127102,0.178318480123001,0,0,0.0481143307369713,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0317610444128644,0,0,0.0658375530093659,0.0269470422219259,0,0,0,0,0,0,0.14407674364411,0,0,0,0,0,0.0554863493358858,0.330351912629134,0,0,0,0.034996468432213,0.015732569954541,0,0,0.00736071807225333,0,0,-6.93889390390723e-18,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0931783881400974,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0694470857061198,0,-0.132594558136998,0,0,0,0,0.0668559770934395,0,0,0,0.225993453017013,0,0,0,0.131406428112914,0,0,0,0,0,0,0,0,0.0788817456494954,0,0.147966067744492,0,-0.0334440627451594,0,0.0866413129919221,0,0,0,0,0,0.0905595211132341,0,0,0,0,0,0.238389369723838,0,0,0
X000001.CH.EQUITY,0,0.05547637997231,0.0142506135679181,0,0,0,0.104307907538178,0,0,0,0.213112446700469,0,0,0,0.0754756564619084,0,0,0,0,0.0891937691394838,0,0,0,0,0.207849452792225,0,0,0,0,0,0,0,0,0,0,0.176323315744081,0,0,0.0263814383904152,0,0,0,0,0,0,0,0,0,0.0888715247365776,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.153921011435944,0.268066473957319,0,0.309297048039848,0,0,0,0.0564070027650615,0,0,0,0,0.0701542704756285,0,0,0,0,0,0,0.0209952767712678,0,0,0,0,0,0,0,0,0,0,0,0.219022196603338,0,0,0.0977962343003424,-0.0544770122541576,1.73472347597681e-18,0,0,8.67361737988404e-19,0,-0.0492611542279516,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0990009108743342,0,0,0,0,0,0,0.0332916412524082,0.0721614645741371,0,0,0,0,0,0,0.592799366071325,0,0,0,0,0.0279512637176739,0,0,0,0,0,0,0,-0.122283695916465,0,-1.73472347597681e-18,0,0,0,0,0,0.165101800191041,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210930791031814,0,0,0,-0.0772231821369727,0,0,0,0,0,0,0.179294135059195,0,0,0,0,0,0,0,-0.102380875897081,0,0,0.0840731600685746,0,0,0.610550922415741,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0629909896844558,0,0,0,0,0.181447599894302,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.682034792160442,0,0,0.0541815904562514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219734931733526,0.137872824450795,0,0.57625733960294,0,6.93889390390723e-18,0,0,0,0,0,0,0.000946801760306936,0,0.145252197649736,0,0,0,0,0,0,0
