,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.254114041119092,0,0,0,0,0,0,0.127070100644716,0,0,0,0,-0.169645930269228,0,0,0,0,0.367902750611845,0,0,0,0,0,1.38777878078145e-17,0.233217255621375,0,0.0815845414017706,0,0.105644335749734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575842229894865,0,-0.0552891529068635,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0,0
X601939.CH.EQUITY,0.439497433887831,0,0,0,0,0.190461886234434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569606257035474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360536816823007,0,-0.153165333189201,0,0.0862872322230264,0,0,-0.011008970286604,0,0,0,0,0,0
X601288.CH.EQUITY,0.565654980255961,0.0318132954069496,0.106125100095113,0,0.0656168309136539,0.0109609595030595,0,0,0.0483410886927343,0,0,0,0,0,-3.46944695195361e-18,-0.0354072502331841,0,0,0,0,0,0,0,0,0,0,0.0813065725301713,0,0,0,0,0,0,0.0507234575653441,0,0,0,0.157982789560124,0.179542955378481,0,0,0,0,0,0,0.0435040305143922,0,0,0,0,0,-0.0593804520213544
X5.HK.EQUITY,0,-0.116151875698418,0.188305686754924,0.139957042645414,0,0,0,-0.155936759232382,0,0,0,0.229106443355885,0,0,0,0,0,0.590365017043106,0,0,-0.0643224699623341,0,0,0.141038677025922,0,0,-0.166674076782355,0,0,0,0,0,0,0,0,0.0231254800829481,0,0,0,0,0,0,0,0,0,0.1455992335616,0,0,0.118105962437139,0,0,0
X601988.CH.EQUITY,0.105600672611528,0.0650867635365167,0.229891438006314,0.199429857453975,0,0,0,0,0.0957133325634451,0.0976388012083083,0.132764849893309,0,-0.314987187286958,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0292904192972856,0,0,0,0.104635241446383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484492711555257,0,0,0,0,0.0572058922594177,0,0.0599876615181801
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161057856263478,0,0,0,0,-0.048861973634174,0,-0.0494452736272075,1.73472347597681e-18,0,0.274060556985116,0.273015197357199,0,0,0.143436087771735,0,0,0,0,0,0.0955177650643127,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0710586351713672,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0591850240553882,0.317945774746355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482011021189004,0.0430808650037257,0,0,0,0,0,0.12242370732752,0,0,0,0,0,0,0,0,0,0,0,0.170432652733921,0,0,0,0.23403759233505,0,0.100961395745015
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0703835769083051,0,0,0.126840802645201,0,0,0,0,0.0188938960760371,0,0.0821791748449862,0,0,0,0,0,0,0,0,-0.130275382077733,0.252232124236235,0.224962316530622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297301485649355,0,0,0.203342370166407,0,0.0313949055905674,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0.241444836611193,0,0,0,0.400634797395862,0,0,0.0792851681265937,-0.0308709482811273,-0.0844284650300315,-0.073393937139125,0,0,0,0,0,0,0,0,0,0,0.165668869665575,0,0,0,0.0364722333772362,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0744212648508148,0,0,0,0.0474229618126817,0.155408524959058,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134171193036644,0,0.00624979391912915,0,0,0.130585527480791,0,0,0,0.0192799891011231,0.044091221014199,0,0,0.340311826279406,0,0,0,0.349439550912385,0,0,0,-0.0349839275034344,0,0,0,-1.73472347597681e-18,0,0,0.0400079549488502,0,0,0.121352664451925,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.0522443509011897,0.107910130350636,0,0.0640674424195886,0,0,0,0,0,0,0,0.102650754220274,0,0,0,0,0,0,0,0.0107615069647585,0,0,0,0,0,0.203398795017717,-0.205849382643915,0,0.127775683042745,-0.310738627954483,0,0.0962890847547897,0.223740339451218,0,-0.0175975242913396,0,0,-1.73472347597681e-18,0,0,0.237969472237331,0.25283762376434,0,0,0,0
X16.HK.EQUITY,0,0,0,0.16589588483242,0,0,0,0.0890962436225091,0,0,0,0,0,0,0,0,0.018714606773312,0,0,0.0288688281665446,0,0,0,0.33359084720993,0,0,0.0871124156521658,0,0.0612443382234829,0.0459228032192206,0.0872633746452279,-0.0602343442200569,0,0,0,0,0,0,0,0,0,0.123579034386694,0,0,0,0,0,0,0.234521307446816,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.166730756900041,0.0263121345427949,0,0.163347241309716,0.195353896138032,0,0,0,0.0810771268207263,0,0,0.292846656650742,0,0,0,0.151020358605388,0,0.0857420609800715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206988097045699,0,0,0,0,0,0,0,0,0,0.0368887357202393,0,0.0494151614882146,0
X388.HK.EQUITY,0,0,0.0035866175483153,0,0,0,0,0.266391620623418,0,0,0,0,0,0,0.0361710966647326,0.0343627887544057,0,0,-0.0937262023927105,0,-0.0344885825305652,0,0,0,0,0,0,0,0,0,0.210440608368938,0,0,-0.044548398228045,0,0,0,-0.264411445009782,0,0,0,0.347500571947714,0,0.113330181757012,0,0,0,0,0,-0.148778934110583,0,0
X11.HK.EQUITY,0.197202447812951,0,0,0,0.183954228664404,0,0,0.263234574358493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374130655816972,0,0,0,-0.0484835723325482,0,-8.67361737988404e-19,0,-0.00162221251152852,0.0802454493959712,0,0,0,0,0,-0.160482336200379,0,0,0,0,0,0,-0.0322705322035938,0,0,-0.154071199522199,-0.0600403890015518,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387692753210662,0,0,0,0,0.104442900514785,0,0,0,0.15514481569389,0,0,0,0,0,0,0,0.114229025688027
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.295728795339987,0,0,0,0.312254247532183,0,0,0,0,0,0,0.12621844215652,0,0,0.149796616282119,0,0,0,0,0,-0.0601168058613052,0,0,0,0,0.0836396510625896,0,0.0251349749313788,0,0,0,0,0,-0.15764635521873,0,0,0,0,0,-0.0181762591815392
X267.HK.EQUITY,0.212580703530499,0,0,0,0,0,0,0.0160457858230192,0.0535904449946281,0,0,0,0,0,0,0,0,0.442656298106467,0,0.0456740993191942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106940962504128,0.248952320393882,0,0
X601998.CH.EQUITY,0,0,0.0433584238281958,0,0,0,0,0,0,0,0.145812920476213,0,0,0,0,0,0,0,0,0,0,0,0.0609454181810041,0,0,0,0,0.199986598567246,0,0.135176484396679,0.136489528524054,0,0,-0.0302489874507521,0,0,0,0,0,0,0.0745002731557973,0,0.0424225334501675,0.155284023097306,0,0,-0.0628627139208087,0,0,-0.0815978726713087,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.273818426310691,0.228329718512348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581709601473309,0,0.0174341380292977,0,0,0,0,0,0.0434120333085434,0,0,0,0.158131309704131,0.0317740342994052,0,0.0795030273231712,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.551391847451681,0,0,0.0246407263487148,0,0,0,0,0,0,0.183982113796284,0,0,0.177068152483314,0,0.441270953401365,-0.130092353710814,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280594908724413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00761049146437043,0,0,0.0524198998095223,0,0,0,0.01262479774748,0,0.116223402253597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212855944026385,0.290795590827826,0,0,0,0.0761578540070191,0,0,0,0,0,0.218094199006481,0,0,0,0,-0.00802005669889318
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.132164634789236,0,0,0,0,0,0,0.511770057000778,0,-0.0620987839671348,0,0,0,0,0.0860858710832891,0,0,0,0,0.0701677163346725,0,0,0,-0.00396526186270855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330802743932806,-0.0930447426041248
X2007.HK.EQUITY,0,-0.130947634975023,0,0,0,0.270316796777383,-0.0769138599311891,0,0,0,0,0,0,0,0.0939019114378431,0,0,0,0,0,0,0,0,0,0,0.030285980634269,0,0,0,0,0,0,0,0.274479654610866,0,0,0,0,0,0,0,0.436121809668691,0,0,0,0,0,-0.0823011248445017,0,0.0221101999823222,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.181071422209073,0,0,0.241899504199112,0,0.163534751628231,0,0,-0.247521942291494,0,0,0,0,0.332576158842799,0,0,0,0,0,0,0,0.138790904498925,0,0,0,0,0.0748744209019334,-0.0317759186048688,0,0,0,0.0206959999967528,-0.117041891039364,0,0,0.0846088677461041,0,0.0183869660605047,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,-0.0559141731056488,0,0,0,3.46944695195361e-18,0,0,-0.00980432230219527,0,0.125455786170925,0,-3.46944695195361e-18,0,0.0176896664843533,0.191209326065715,0,0,0,0,0,0.0311598473031293,0,0,0,0,0,0,0,0,0.276287980196353,0,0,0,0,0,-0.0935045380799843,0,0,0.227193230571147,0,0,0,0,0,0,0,0,-0.0100208017476322,-0.032578938773179
X600048.CH.EQUITY,0,0,0,0,0.202320023035649,0.0893212984230908,0,-0.117536015944068,-0.339917336264325,0,0,0,0.478634534887232,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646253067021434,0.0708255050781827,0,0,0,0,0.168618069055975,0,0,0,0,0,0,0,0,0,0,0,0.107442062071868
X12.HK.EQUITY,0,0,0,0.102292755031227,0,0,0,0.166825558492752,0,0,0,0,-0.0881798919131119,-0.0256377253295467,0.343453458837965,0,0,0.0157720604012927,0,0.239623367796867,0,0,0,0,0,0,0,0,0.170107662350707,0,0,-0.029721391805333,0.270626328453871,0,0,0,0,0,0,-0.0388966152610268,0,0,0,0,0,0,0,0,0,0,-0.011670942730889,0
X002142.CH.EQUITY,0,0.23503170693537,0,-0.0996143380055172,0,0.242730770208957,0,0,0,0,0,0,0,0.210842014367379,0,0,0,0,0,0,0,-0.0299192498421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100178255792311,-0.20032061595569,0,0,0,0,0,-0.0296261425014866,0.118162305041428,0,0,0,-0.0707982200014377
X823.HK.EQUITY,0,0,-0.0390581526509233,0,0,0,0,0,-0.180444337765579,0,0,0,0,0,0,0,0,0.368987507680694,0,0,0,-0.130138269452315,0.0381567296617223,0,0,0,0,0,0.220974781702498,0,0.110563291326334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958270153616453,0.153571102298952,0,-0.15536952199924,0.0578094129010406
X601066.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0.0557027408431444,0.0200324455936799,0,0,0,0,0,0,0,0,0,0,0.0631997838725591,0,0.0510488972006101,-0.256315038035421,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.172267973815334,0,0,0.096043644587544,0,0.369656653160474,0.0713585932925846,0,0,0,0,0.00286487730605236,0,0,0,0,-0.0674257621046154,0,0,-1.0842021724855e-19
X001979.CH.EQUITY,0,0,0,0.0244835997326636,0,0,0,0,0,0,0,0,0,0.223080320152334,0,0,0,0,0.0116179371871685,0,0,0,0,0,0,-0.0713198455913665,0,0,0,0.224235313378018,0,0,0,0.0219593248520124,0,0,0,0,0,0.28744852351235,0,0,0,0.0734420610571106,0,3.46944695195361e-18,0,0.168054341724019,0,0.16050159166158,0,0
X601688.CH.EQUITY,0,0,0,0,0.133215500834262,0,0.00330206868352401,0,-0.158246608394023,0,0,0,0,0,0,0.0399807392400599,-0.197703486026591,0,0,0,0,-0.482052774861656,0,0,0.96422388688733,0,0,0,0,0,0,0,0,0.0794826862178293,0,0,0.051526590563567,0,0,0,0.144830709522576,0,0,0,0,-0.0508345299444918,0,-0.0106578806163944,0.0523878120092929,0,0,-0.059381021551166
X601211.CH.EQUITY,0,0,0,0,0,0,0.0850153826007487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62021701865788,0,-0.00631343487910511,0,0,-0.0141482899239319,0,0,0,0.00483350210509128,0,0,0,0,0,0,0,0,0,0,0,0,0.279180237697277,-0.0945066290461359,0,0.105762327810644,0,-0.0533089952267414
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387780026930401,0,0,0,0,0,0,0,0,0,0,0,0.0581963329789083,-0.0352184242783944,-0.0351339270870595,0,0,-0.0388909066621757,0.100837654735362,-0.0672911389101386,0,0,0,0,0.214047583432743,0,0,0,0,0,0.0858700061135664,0,0.426722000856538,0,0.0678923981791344,-0.140903875905521,0,0,0,0
X601229.CH.EQUITY,0,0,0.203900682446009,0.308476021079056,0.0982912856639121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836137528444226,-0.0396168860330888,0,0,0,0,0,0,0.276129038174196,0,0,0.172804772571502,0,0,0,0,0.0731236800084633,0,0.155761699120852,0,0,0,-0.0198961301745303,0,-0.113219909730362,0,-0.13614158442208
X601336.CH.EQUITY,0,0,0,0,0,0,0.0297050484623864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157783487971207,0,0.249244894026918,0,0,0.273212576047532,0,0,0,0,0,0,0,0,0.135403923553859,0.287997650196058,0.290470599058663,0,0,0,0,0,0
