,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.365861411205332,0,0.294260192108541,0.00377072599738078,0,0.181051323224702,0,0.126403356342389,0,0,0,0,0,0,0,0,0,0,-0.114493969748822,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.104963651369426,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.021205349293144,0,0,0,0
X601939.CH.EQUITY,0.31751500565833,0,0,1.38777878078145e-17,0,0,0,0,0.0583786228555193,0,0,0.0937091592447743,0.330573514718865,0,0,0,0,0.093143887061655,0.0852973418554042,0,0,0,0,0,0,0,-0.11687784497522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012986199500065,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0.402969506010895,-6.93889390390723e-18,0,0,0.414300289159751,0,0,0,0,0,0.0607061117237433,0,0,0,0,0,0.0746682035497545,0,0,0,0,0,0,0,0,0,0,0,0.0362030929655973,0,0,0,0,0,0,-0.0132029381991631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.255132244445038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194858422637065,0,0.1924249873865,0,0,0,0,0,0,0,0,0.00500907429962225,0.0999981480058755,0,0,0,0.0183357176820207,0,0,0,0,-3.46944695195361e-18,0,0,0,0.133330810395465,0,0,0.0851103268277054,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.219595959991566,0,0,0,0.0759961932613821,0,0,0,0,0,0.207657007594858,0,-0.0931048359608222,0.122185994703424,0,0,0.538198670481297,0,9.64430615883367e-05,0,0,0,0.52407652992379,0,-0.521122845028248,0,0,0,0.317213208397774,0,0,0,0,0,0,0,-0.100545592509607,0,0.0918193567314929,0,0,0,0,0,0,0,0,0,-0.177660305726302,-0.0660149034285238
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.237830797870264,0,0,0,0.281271885067925,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0188944807554171,0,0,0,2.77555756156289e-17,0.194688157387701,0,0,8.67361737988404e-19,0,0,0,0.0270818219288317,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.290887666066806,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.041979585290558,0.0173431857512774,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.140199694673296,0,0,0.166645855049216,0,0.0573603977111362,0,0,0,0,0,0.100860901054088,0,0,0,0,0,0,0.184492039667044,0,0,0,0,0,0.0105739084394427,0,0,0,0,0,0,0,0,0.177958956032062,0,0,0
X601628.CH.EQUITY,0.0440704939145209,0.0432863464416863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178911174751,0,0,0,0.218689319555449,0,0.157633581298815,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0772171011070312,0,-0.0216388757824315,0.158016542271439,0,0,0,0,0,0,0,0,0,0,0.0483121515566656,0,0
X601658.CH.Equity,0,0,0,-0.003760183007054,0,0,0,0,0,0,0,0,0,0.0719438492510588,0,-0.235689527374027,-0.351227458362123,0,0,0,0,0,0,0,0,0,0,0,0,0.177232620564762,0,0,0.207765838316329,0,0,0,0,0,0,0.425581885839816,0.0742006426354882,0,0,0,-0.120090434186326,0,0.456477244850252,0,0,0,0,0,-0.144203319716415
