,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267225961708753,0.132420676864047,0,0,0,0,0,0,0,0,0,0,0.183238089822804,0,0,0,0,0,0,0,0,0,-0.311017275215306,0,0,0.905509617215684,0,0,-0.186696100077881,0,0,0,0,0,0,0,0,0,0,0.0213364017000939,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.243202799733625,0,0,-8.67361737988404e-19,0,0,0,0.127126070629031,0.106864167881741,0,0,0,0,0.111292489989043,0,0,0.0402498321349736,0,0,0,0,0,0,0,0,0,0,0,0,0.116064803391967,0.0761011368955284,0,0.265916781117536,0,0,0,0,0,0,0,0,0,0,0,0,-0.111849164817791
X601939.CH.EQUITY,0.288840380796079,0,0,0,0.115370198941618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160305306951657,0,0,0,-0.124843555390983,0,0,0,0,0.468703917679749,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.554004142570671,0.216745987870312,0,0.422846510611138,0,0,0,0.43392744156315,-0.149346180405941,0.1383435208113,0,0,0,0,0,0,-0.228787036016044,0,0,0,0,0,0,0,-0.609298602573219,0,0,0,0,0,0,0,0,0,0,0,0,0.119652626855162,0,0.161432529362872,0,0,0,-0.110430413420775,0
X5.HK.EQUITY,-0.0289434710681822,-0.0713922820321034,0,0,0,0.0733610565338155,0,0.00718674811648199,0,0,0,0,0,0,0.0908764986650088,0.0582342726751817,0,0,0,0.844834555719943,0,0,0,-0.190685496485601,0,0,0.0691978882349789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137159800616731,0,0,0,0,0.112809454103018,0,0,0,0
X601988.CH.EQUITY,-0.293309917506861,0,0,0,0.416302763846094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649989958097641,0,0,0,-0.0990442671774835,-0.0461936390296205,0,0,0,0,0,-0.446073282016608,0,0,0,0,0,0,0,0,0,0.147227893154303,0,0,0,0,0,0.0978507734884995,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.279831658811191,-0.0695705665609075,0,-0.077686932783125,0,0,0,0,0.685917669767728,0,0,0,0,0,0.105810823566871,0,0,0,0,0,0,-0.0732682575003265,0.314159283618695,0,0.128097969272208,0,0,0,0,0,0,0,-0.246633336300083,0,0,0,0,0,0,0,0,0.00607206652334173,0,0,-0.0803316245768587,0,0,0,0,0,0.0391560072469819
X1299.HK.EQUITY,0,0,0,0,0.278305130110027,0,0,0,0,0,0,-0.0670456475733554,0,0,0,0,0.0212028534391935,0,0,0,0,0,0,0,0,0,0.169073724030326,0,0.101609383920628,0,0,0,0.117227670343279,0,0,0,-0.0139632350755884,0,0,0,0,0,-0.0987318303340292,0,0,0,0,0,0,0,0,-0.0161724603369843
X601628.CH.EQUITY,0,0.0579862731466457,0,0,0,0,0,0,0,0,0.158470991449842,0,0,0.385763266942613,0,0,0,-0.00786257555859087,0.000159942468286445,-0.0178288911316001,0,0,0,0,0,0,0,0,0,0,-0.0662135821509573,0,0,0,0,0.109443443966127,0,0.135925786806528,0.0653393076337071,0,0,0,0,0,0,0.0417305103788555,0,0,0,0,0,-0.10767100435713
X601328.CH.EQUITY,0,0,0.0225248816435094,0.0313448766415696,0,0,0.53832706524407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144773674028784,0,0,0.249780351970625,0,0,0.22678868866263,0,0,0,0,0,0,0,-0.156531532019506,0,0,0,0,0,-0.0145977334395562,0.109763991228194,0,0,0,-0.144016355978959,0,0,0,0,-0.0420981647761264,-0.171845596879941
