,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.30545956801348,0,0.310809578563399,0,0.145256303489282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365337107715173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367273924840936,0,0.0844648735659051,0,0.0660534887642265,-0.0356765311284557,0
X601939.CH.EQUITY,0.392749595566434,0,0,0.20412547175379,0,0,-0.133525041044593,0,0,0,0.0093226019351164,0,0.136199117942206,0,-0.0718029696752394,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667709087238464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235234256213432,0,0,-0.0596881786582856,0,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0,0
X601288.CH.EQUITY,0.380338834070228,0.115351004550331,0,0,0.180877044636658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141881020231795,0,0,0,-4.33680868994202e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0.051130551804354,0,0,0,0.0689433424159306,0,0,0,0.0737930789393016,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-3.46944695195361e-18,0,0.375488688372248,0,0,0,0,0,0.249672244996356,0,0,0,0,0,0.335631075343156,0.08490069374335,0,0,0,0,0,0,0,0,0,0,0.00258834093817185,0,0,0,0,0,0,0,0,-0.349942165308587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.447832682359168,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0466416113251325,0,0,0,0,0,0.0471920068231842,0,0,0.0905016602765744,0,0,0,0,0.0698595383282534,0,0,0,0,0,0,0,0,0,0,0.197048944193845,0,-0.0238549944929593,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704503964467108,0,0,0.0632742310209329,0.126603418096245,0,0,0,0,0,0,0,0,0,0.022005953211039,0,0,0,0.154950689403011,0,0,0,0,0,0,0,0,0.217842451857639,0,0,0,0,0,0,0.0858949403886748,0,0,0,0.12936978363749,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,0,-0.0599154841465104,0
X601628.CH.EQUITY,0.0601297656887015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151641028664385,0.0240099400848206,0,0,0.0647030044962969,0.0139779352226815,0,0,0.0143462393844229,0,0.128498439083301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13250092193176,0.129790197080839,0,0,0,0,0.0477820980623184,0.012610908094857,0,0.110217327603277,0,0.0144634422722608
X601658.CH.Equity,0,0,0,0.0933324861114512,0.0693835956622414,0,0,0,0,0,0,0,0.138276846367631,0,0,0,0,0,0,0,0,0.0726469979482092,0,0,0,0,0.18476331731091,0.181019373993198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315820623391061,0,0,0,0,0
