,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236079701735553,0,0.138056489604748,0,0.031716261986069,0,0,0.25027667365799,0.0690833953034881,0,0.0952885026510727,0,0,0,0,0,0,0,0.0758043727893002,0,0,-0.0857453969566589,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0634002202181951,0,0,0,0,0,0,0,0,0,0.0416323663228122,0.0264476020484896,0,0,0,0,0,0
X601939.CH.EQUITY,0.483697885845214,0,0,0,0,0,-0.047999948408643,0,0,0.0165538610187615,0.19228928554517,0,0.22977296629157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150150406468981,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0,0
X601288.CH.EQUITY,0.346519784838809,0.0458904224349437,0,0,0.40214103753065,0,0,-0.0315450405474188,0,0,0.0627051591219736,0,0,0,0,0.114469875102113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210821421841548,0,0,0,0,0,0,0,0,0,0,0.0134446908665425,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874255405931809,0,0.289785431532319,0,0,0,0,0,0,0.249448109029221,0,5.55111512312578e-17,0.100281306429543,0,0,0,0,0,0.143471586364091,0,0.0690898584481997,0,0,0,0,0,-0.0085397806086655,0,0,0.0215246069402874,0,0,0,0,0,0,0,0,0.044569031746919,0,0,0,0,0,0,0,0.0532855727467193,0,0,-0.00296208601622523,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0,0
X5.HK.EQUITY,0,-0.195604879559169,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.210709651810598,0,0.118993872235327,1.1396007401702,0,-0.778865502891621,0,0,0.508102696110291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400621560559752,0,0,0,0,0,0,0,0.012601256895505,0,-0.0856151220553591,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0,0
X601658.CH.Equity,0,0.113669857933094,-0.271810031525921,0.297924074628077,0,0,0,0.120390068933704,0,0,0,0,0,0,0,-0.205414745268085,0,0,0,0,0,0.0386927092615022,0,0,0,0,0,0,0.679202882264663,-0.0531025582300282,0,0,0,0,0,0,0,0,0,0,0,-0.129551511628987,0,0,0,0.728930546505412,0,0,0,-0.101051416635995,0.0595337378561685,0,0
