,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.241206704708709,0,0,0.318916566910041,0,0,0,0,0,0.244485223893258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107322698848502,-0.189700594538251,0,0,0,0,0.0434096422733269,0,0,0,0,0.0179342512179664,0,0,-0.165379060152524,0,-0.0208784358319779,-0.0360227792541403,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197875597814467,0,0,0,0,0,0,0,8.67361737988404e-19,0.0285983811033132,0,0,0,0,0,0,0,0,0,0.0719772892297637,0,0,0,0,0.0207848138155528,0,0,0,0,0,0,0,0,0,0.0414821410353623,0.353575236359434,0,0,0,0,0.0319892277322461,0,0,0,0.0747615538585526,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.249980845157038,0,0,0,0,0.00938764246605986,0,0.0378706955211971,0,0,0,0,0,0,0,0.0766852948036481,0,0,0,0,0.211485163837463,0,0,0,0,0,0,0,-0.047403596689031,0,0,0,0.0791085777103579,0,0.312435519814895,0,0.0669471573648685,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.060581904021815,-0.112963442885011,0,0,0,0,0,0,0,0.0579239704671937,0,0,0,0,0,0.264852439453762,0,0.340995712267322,0,0.162595920464986,0,0,0,0,0.325695132692935,0,-0.0653609072455767,0,-0.192048131675195,0,0,0,0,-0.152291198562718,0,0,0,0,0,0,0.0669735207993182,0,0.272841185014767,-0.147156470539904,0,0,0,-0.167973876781267,0,0,-0.0273049325933553,0
X601988.CH.EQUITY,0.178267099099287,0,0,0.408020344138811,0,0,0,0,0,0.111646412889404,0,0,0.157523174869947,0,0,0,0,0,0.03056640339905,0,0,0,0,0,0,0,0,0.0154427218170953,0.0213142962968496,0,0,0,0,0,0,0.126362265057498,0,0,0,0,0,0,0,0,0,0,0,-0.00655104898173206,0,0,0,0.13763882809466
X600036.CH.EQUITY,0,0.660668452284197,0.0291116362101831,0,0,0,0,0,-0.0360727466421768,0,0,0,-0.132733008082165,0,0,0,0,0,0.177602863527326,0,0,0,0,0,0,0,0,0,0.0666730340057462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248011323151182,0,0,0.0232752551457817,0,0,-0.104920862595774,0,0,0.190201980188568
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136953712261787,0,0,0,0.369106465901192,0.103680130832445,0,0.202862359422239,0,0,0,0.0310094913072697,0,0.219127698209874,0,0,0,0,0,0,0,0,0.0523564532041918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102605716785094
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,0,-0.0441618237244598
