,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.117384496307708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211850945168913,0,0.544441138953164,0.550983372115155,0.0552004495078057,0,0,0.0735477473153682,-0.232772539905888,-0.122541581080129,0,0,0,0,-0.022981116817478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809293170039581,0,0,0,0,0,0,0,0,0,0,0,0,0.0953755748044289,0.0367460694755958,0.075717576973528,0,0,0,0,0,0,0.00896192114832956,0,0,0,0,0.0112476659371197,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.048618678755337,0,0.928844052240587,0,-0.00719866020287079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315326456618296,0,0,0,0,0,0,0.0757903671768718,0,0,0,0,0,-0.0444314869259493,0,-0.0914135528726233,0,0,0,0,-0.00874522247040564,0,0,0,0,-0.105669730317662,-0.0396592183597836,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.161155319982879,0.0824563463288371,0,0.0274973247880121,0,0,0,-0.000841522864413108,0,0.0385583372721351,0,0,0,0,0,0,-0.072590435163385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10591367554275,0,0,0.0110247955581086,0,0,0,0,1.02121679417719,0,0,0.035044937353933,0
X1299.HK.EQUITY,0,0,0,0,0.113587928597843,0,0,0,0,0.147731855939647,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285571549453318,0,0.128024847288191,0,0,0,0.101256185729057,0.399267074142641,0.123635554123545,0,0,0,0,0,0,0,0,0,0,0.237649594868914,0,-0.208471361719053,0,0,0,0,0,0.0941242864004558,-0.0584562836234866,0
X5.HK.EQUITY,0,0,0,0,-0.0120861632749758,0,0,0,0,0,0,0,0,0,0,0,0,-0.155653091745085,0,0,0,0,0,0,0,0.266809381468801,0.486741229963142,0,-0.040308793170756,0,0,0,0,0,0,-0.0530996476991513,0,0,0,0.0205381394144464,0,0,0,0.076194336625452,0.0513522539031035,-0.074844362483099,0,0,0,0,0.0864728862880987,0,0
X388.HK.EQUITY,0,0,0,0,0.328481891580471,0,0,0,0,0,0,0,0,0,0,0,-0.012565293223695,0,-0.179293546154956,0,0,0,0,0,0.415950896744452,0,0,0,6.93889390390723e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.116755320963886,-0.135162147896481,0.246618692851606,0.0680486297453331,0,0,0,-0.132440337906586,0,0.060867657770017
