,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.481464900037047,0.0956921029343959,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0588186364401512,0,0.0875151928627597,0,0,-0.148558481999328,0,0,0,0,0,0,0.00374447269928986,0,0,0.0284396067088795,0,0,0,0,0,0.0455629131882431,0,0,0,0,0,0,0,0,0,0,0,0.0797739927567943,0.185245939913092,0.0390713873955568,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.173437126934626,0,0,0,0.0495894312128355,0,0,0,-0.0987660628652464,0,0.0170297455877429,0,0.384136512741565,0.189573326104233,0,0,0,0,0,0,0,0,0,0,0,0,0.0515186725246778,0,0,0,0,0,0.095421884685728,0,0.0674544748614494,0,0,0,0,0,0,0,0,0,0.0576656206527041,0,0,0,-0.0745722709934731
X601939.CH.EQUITY,0.258115284315776,0,0,0,0,0,0,0,0,0,0,0.162566686463315,0,0.365643582714877,0,0,0,0,0.0793456346457625,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211948754792424,0.0619510615369755,0,0,0,0.0161601941454051,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.33944876891732,0,0.0229023947933654,0,0.495865874394279,0,0,0,0,0,0,0.00431766521194623,0,0,0.0322807191356801,0,0,-0.0236557550686177,0,0,0,0,0,0.00963063748331794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104318537238247,0,0,0,0
X601988.CH.EQUITY,0.0902397562232311,0.057751772527933,0,0,0,0,0,0,0,0,0.239377439263383,0,0,0,0,0,0.119750709849417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102406967062485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876007911208741,0,0,0,0.240149860019258,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.41701028698009,0,0.148766933712757,0,0,0,0,0.492403387652511,0,0,0,0.556928408987635,0,-0.65473327597158,0.0153806835946641,0,0,0,0,0.173664264249581,0,0,0,-0.0941321039251672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23982856050364,-0.0421922036205277
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120814556790027,0.026095382469123,0,0,0,0.0894151941295827,0,0.0835248530541322,0,2.77555756156289e-17,0,0,0,0,0.071018476870599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308889248608272,0,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.239447364725959,0,0,0,0,0,0.184485322630245,0,-0.0247115378658896,0,0,0,0,0,0,0,0.127170736848762,0,0,0,0,0,0,0.139181193457201,0,0,-0.0867882633443438,0,0,0,0,0,-0.10281312521981,0,0.790408483330003,0,0,0,0,0,0.298493349216695,0,-0.258385447945372,0,0,0,0
X601328.CH.EQUITY,0,0.00260474264049251,0.0390020590204937,0,0,0,0,0,0,0,0,0,0,0.351726671042629,0.0520907320990693,0,0,0,0,0,0,0,0.253942824724984,0.0121788110189232,0.114425716630426,0,0,0.0476913925289031,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027338209535119,0,0,0.107610343393745,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.154109116189831,0,0,0.248625047099914,0,0,0,0,0,0,0.174101653737406,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297187863874651,0,0,0,0.0325812642963136,0,0,0,0.117354527791183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0523104180102151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141662673913136,0.557740468720968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.338518072735501,0.00943445592494378,0,0,0,0,0.279543829528673,0,0,0,0,0,-8.67361737988404e-19,0.0364344950338578,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697787698151233,0,0,0,0.105949977490393,0,0,0,0,0.0368506570903935,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198443750075581,0,0,0,0,0,0,0.369426544234666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12560332357178,0,0,0,0.112430855212411,0,0,0,0,0,0.0708870275763066,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0787641424843523,-0.0461204756629295,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0411798174936842,0,0,0,0,0,0,0.468614064282033,0,0.295374862485798,0,-0.117797193746754,0,0.16722001249586,0.121233029027252,0,0,0,0.00368328486053944,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0198818441709263,0,0,0.126407932095486,0,0.061238054162109,0,0.0305578879389659,0,0,0.0772155382139227,0,0.189787815778422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159388425283406,0,0.0978324105940189,0,0,0,0.0927050884742022,0,0,0,0,0.0242732713507615,0,0,0,0,0,0,0,0.0870121063190719,0,0,0
X600030.CH.EQUITY,0,0.0637604763123902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297664041642572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202181424038601,-8.67361737988404e-19,0.175509229572328,0.0149643432855774,0,0,0,0,0.0311240630173026,0,0,0,0,0.182532570597161,0,0,0.20086148952011,0,0.026258693085007,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090046519880222,0,0,0.110548977210381,0,0,0,0,0,0,0.0691891785260459,0,0,0,0,0.574823942787281,0,0,0.102247155990434,0,0,0,0,0.0415536019165555,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0514972452261457,0.163336215549636,0,0,0,0.0897507468802684,0,0,0,0,0,0,0,0,0,0,0,0,0.5220240716024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159317537206384,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.242812512382496,0.135941257617373,0,0,0,0,0,0,0,0,0,0,-0.0522869692685623,0,0,0,0,0,0,0,0,0,0,0.0225261076032292,0.0341446334374756,0,0,0,0.128240272932921,0,0,0,0,0,-0.0680369639645159,0,0,0,0,0.508109165227826,0,0,0,0,0,0,0,0,0,0,0.00802331621113059
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.137649486634752,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09753731875804,0,0,0,0,0,0.083221304251914,0,0,0,0,0,-0.236272783539473,0,0,0,0,0,0,-0.185704271688963,0,0,0,0,0,-0.100123554954765,0,0,0,0.0695112242966019
X600016.CH.EQUITY,0,0.121033471130614,0.131686814567359,0,0,0,0,0,0,0,0.156427120295963,0.0265791632643304,0,0.0100353460677005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151593185095559,0,0,0,0,0.0739148114788376,0.0328764965863164,0,0,0,0,0,0,0,0,0,0,0.122284837484086,0.198190586408071,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.00620740440326929,0,0,0,0,0,0,0,0.0686619604840765,0,0,0,0.0302223201734579,0,0,0,0,0,0,0.489716594042824,0,0,0,0,0,0.165675110113812,0,0,0,0,0.216915602815758,0,0,0,0,0,0,0,0,0,0,0,0.0373547412957287,0,0,0,0,0,0,0,0
