,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.119244389015756,0,0.0724483588763847,0,0.0240283298023985,0,-0.0167562793699615,0,0,0,0.394719057234663,0,0,0,-0.0925660704990574,0,0,0,0,0,0,0,0,0,0,0,0,0.212728411781406,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.22948492747773,0,0,0,0,0.0179930710015225,0,0,0,0.0544463502960346,0,0,0,0,0.128945431548153
X601318.CH.EQUITY,0,0,0,0,0,0.135906882812954,0,0,0.11049434309816,0,0.17912115679454,0,0,-0.0751814077910977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125517181999792,0,0,0,0,-0.218526956701082,0.261600456257564,0,0.0739126394152303,0.129051527236037,0,0,0,0,0,0.208454998081984,0,0,0
X601939.CH.EQUITY,0.168887041078561,-0.00123457955584905,0,0.296569112728918,0,0.113156227372531,0,-0.0730784965160264,0,0,0,0,0,0,0.0717226240704,0,0,-0.0188190565864116,0,0,0,0.103168113955321,0,0,0,-0.0686647091886076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486980758747839,0,-0.0311501627057102,0,0,0,0,0,0,0,0.0205255325752457,-0.034257529956508,0,0
X601288.CH.EQUITY,0.305952353026995,0,0.198810557461116,0,0,0.206781995283837,0,0,0.115661912334804,0,0,0,0,0.0394390677715625,-0.0216817965507546,-0.146995909712972,0.0750370781084214,0,0,0,0,0,0,0,0,0,0.0233447566418989,0,0,0,0.00330370004330178,0,0,0,0,0,0,0,0,0.131463005149924,0,0,0,0,0,0,0,0,0.181248869047886,0,0,0,-0.0660635231342594
X5.HK.EQUITY,0,-0.124777779264908,0.0277134812007099,0.285656134745589,0,0,0,-0.248047438397872,0,0,0,0,0.146134184487415,0,0,0,0,0,0,0,0.539834899630688,0,0,0,0,0.302201640175893,-0.0109711448123326,0,0,0,0,0,0,0.0223762990505078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200677912176066,-0.0718029739069342,0,0,0,0
X601988.CH.EQUITY,0.207516526081926,0,0.236968404512942,0.0301294885070135,0,0,0,0,0.0775526910561091,0,0.0783288897192512,0,0,-0.275488571533723,0,0,0,0,0,0,0,0,0.0545485435746953,0,0.211174664519474,0,0.143426878726364,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.132338867054967,0,0,0,0,0,0,0,0,0,0.0752898086889807
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0967440618575872,0,0,0,0,0.0532120876350099,0,0.30152674408042,0.246224902707871,0,0,0,0,0.097223036371087,0,0,0,0,0,0,0.00744188883699948,0,0,0,0.0603810936854733,0,0,0,0,0,0,0,0,0,0,0,0.023283508469577,0,0,0.0905867922218288,0,0,0,0.00150517835384499,0,-0.0351167677827886
X1299.HK.EQUITY,0,0,0,0,0,-0.0341795435433019,0.0696078446084809,0,0,0,0.140515361033291,0,0,0,-0.146561784290489,0,0,0,0.376510329509453,0,0.254058496890609,0,0.0430234257930255,0,0,0,0.104997851343196,0,0,0,-0.00406941260505983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.275265982111218,0.269645308468016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055414711532683,-0.0268791588609574,0.042681795188115,0,0,0,0,0.0240939105329733,0,0.0218589486856535,0,0.0414241736855903,0,0,0,0,0,0,0,-0.240327503225101,0,0,0,0,0.17214458468754,0,0,0,0.142258563195209,0,-0.105685201920792,0,0,0.149898990072011
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504665441601553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
