,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.144137510471187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00857173149396287,0,0.0194783866630885,0.331721740139223,-0.183228166262168,0.405185063872994,0.247556760970607,0,0,-0.0813038736987953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236013655449064
X601318.CH.EQUITY,0,0,0,0,0,0.306549196631115,0,0,0,-0.0687635135718568,0,0,0,0.0608787866232562,0,0,0,0.0245228191437922,0,0,0,0,0,0,0,0,0,0,0,0.0219620969381165,0.0823282290205872,0,0,0,0,0.262127088216619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068201443861762
X601939.CH.EQUITY,0,0.0400886863626431,0,0.809371801368824,0,0,0.00505032673432064,0,0,0.0357957096309509,0,0.0118850243172022,-0.0572240881197546,0,0,0,0,0.0999559100553705,0,0,0,0.00777543876375173,0,0,0,0,0,0.0263685035225667,0,0,0.0245200863904776,0,0,0,0,0,0,0.0821304525532778,0,0.0219100803999049,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974080371172098,0,-0.0441849241026596,0,0,0,0,0,0,0,0,0,0,0.0270442962324186,0,0,0,0,0,0,0,0,0,0,0,0.0310675673868466,0,0,0,0,0,0,0,0.000610769556613206,0,0,0.0331202873111021,0,0,-0.0829517302298846,0,0,0,0,0.0220534717371618,-0.00674250606946798,0,0,-0.101409263580739,-0.0445367743930538,0
X601628.CH.EQUITY,0.00581672739821881,0,0,0,0,0,0,0,0,0.317022794824694,0.15828950647866,0,0,0,0,0,0,0,0,0.362015974569819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163239352146954,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.219595476346122,0,0,0,0.0326839058784368,0.0751270787090102
X600036.CH.EQUITY,0,0,0,0.328967187456513,0,0,0.00603452707380222,0,0.0377551212837378,0,0,0,0,0,0,0,0.171871108400464,0.0118839122043954,0,0.0251220932979806,0,0,3.46944695195361e-18,0,0,0,0.170212927881943,0.0374836124219708,0,0,0.113104833885136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405843936522914,0,0,0,0,0.0416418582680148,0,0,0
X601988.CH.EQUITY,0,0,0,0.0334945182551061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346630965515187,0,0,0,0,0,0,0.0340405355063776,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387237486487211,0,0,0,-0.0833230717804157,0.0248945113487793,0,1.01004969629441,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0672919752823143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372292637194438,0,0,0,0,0,0,0,0,0,0.0980554049341022,0.263467041535257,0,0,0.00258787119290739,0,0,0,0,0,0.0489512874010996,0,0,0,0,0.0943619041558135,0,0,0,0,0.0781797426058502
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154068997206959,0,0,0,0,0,-0.0550267240872208,0,0,0.157596348043642,0.500310223360219,0,0,0,0,0,0,0,0,-0.100123677310303,0.107959766791159,0,0,0,0,0.0314177739607412,0.0667545504984143,0,0,-0.143881779990057,0,0.0567090136090509,0.12943964446596,0,0
X388.HK.EQUITY,0,0,0,0,0.136420173134583,0,0,0.157857545701245,0,0,0,0,0,0,0,0,-0.0596393210245525,0,0,0,0,0,0.356259226315509,0,0.232834012067927,0,0,0,-0.00259079369927906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237569299856654,0,0,-0.246652562844372,0,0,0.273907708531973
X600030.CH.EQUITY,0,0,0,0,0.0213596217486453,0,0,-0.108713955597158,0,0.0917327281642163,0,0,0.212503062159863,0,0,0.0203880928541778,0,0,0,0,0,0,-0.010899525560064,0,0.0460343927390593,0,0,0,0,0,0,0,0.139820081219067,-0.0127240802056108,0,0.171776033035965,0,0,0,0.213966084228592,0.0742937221743129,0,0,0.118648167965792,0,0,0,0.0755573186493665,0,0,0,0.0390565528446085,0
X601658.CH.Equity,0,0.156461797191687,0.237575130514014,0.0119643763046473,0,0,0,0,0,-0.019139845724785,0,0,0,0,0,0,0,0,0.10712058722742,0,-0.228627498755368,0,-0.0857497047799442,0,0,0,0,0,-0.0133165032085743,0.00569387311051533,0,0,0,0,0,0,0,0,-0.0475796334994111,0,0,0,0.814204296898574,0,0,0,-0.222384351299735,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.664586509589092,0,0,0,0,0.0290841918159053,0,0,0,-0.0487619599649728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57006508300825e-05,0,-0.0201189588762588,0,0.139854344671267,0,0,0.0670252455330989,0.00550330902320297,0,0,0,0,0,0,-0.0127035659137978,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.10074174499547,0.221429643402019,0.0355425382300117,0,0,0,0.0441257050525039,0,0,0,0,0.0400524849412267,0,0,0,0,0.0716558462737971,0,0,0,0,0,0,0,0,0,0.126181681422192,0,0,0.00878512631666696,0,0,0.0428155954236746,0.00772882852158091,0,0,0,0,0,0,0,0,-0.029576319215598,0.401589037279666,0,0,0,0
X601328.CH.EQUITY,0.161835332620241,0,0,0.0878167658364426,0,0,0,0,0,0,0.0570531991346771,0,0,0,0,0,0.0972604857424391,0,0,0,0,0.368406849651762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170218687177945,0,0,0,0,0.0824908400649041,0,0,0,0.00679432627784369,0,0,0,0
X000002.CH.EQUITY,0,0,3.46944695195361e-18,0.255847287599356,-0.109570421324982,0,0,0,0,0,0,0,0.154119141131935,0.0527210893058823,0,0,0,0,0,0,0.0228224445041913,0,0.104571911823232,0,0,0,-0.00298855528338207,0,-0.110307948026018,0,0,0,0,0,-0.0702042467747257,0.187446044250973,0,0,0,0,0,0,0,0.0828490685901824,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.382438526790126,0.0502097699453564,0,0,0,0,0,-0.107719474829082,0,0,0,0,0,0,0,0,0,0,0.108078130814217,0,-8.67361737988404e-19,0.0945278916840914,0,0,0,0.0221476823726949,0,0,-0.178862011719007,0.0266472738240387,0,0,0.343280704758342,0,0,0,0,0,0,0.623120278350933,0,0,0,0,0,0,0,0.100047337546362,0,0,0.151317664432961
X000001.CH.EQUITY,0,0,0,0,0,0.367482111266851,0,0,0,0,0,0,0,0.00536690115646053,0,0,0.0306819286017856,0,0,0,0,0,0,0,0,0,0,0,0,0.092733617028396,0,0,0,0,0,0,0,0,0,0.211368295333555,0,0,0,0.0890750138845348,0.031017404689224,0,0,0,0,0.0453986601652361,0,0,0
X601319.CH.EQUITY,0,0,0,0.162192459302024,0,0,0,-0.0750861059541463,0,0,0,0,0,0,0,0.186704812602772,0,0,0,0.187611357352254,0,0,-0.0182196913741892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136396430570646,0,0,0,0.0159003558269653,0.223785369514502,0,0,0,0,-0.0357235339266805,-0.0282496180270839,0
X601601.CH.EQUITY,0,0,0,0,0.369269102500603,0.0975307348729134,0,0,0,0,0,0,0,0,0,0,0,0,0.309806799968818,0,0,0,0,0,0.00551018744592147,0.0630060943728963,0.087825636524636,0,0.0671742433382098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323190119957207,0,0,0,-0.182583998480312,0,0,0,0,0
