,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.205530630493629,0,0.0734681317786178,0,0,0,0,0.282184901678077,0.0559679845931121,-1.38777878078145e-17,0,6.93889390390723e-18,0,0,0,0,0.168148717045329,0,0,0,0,-0.00416437886296163,0,0,0,0,0,0,0,0.124315008551745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370125734721384,0,0,0,0,0.0163811141556051,0,0
X601939.CH.EQUITY,0.458488877558536,0,0,0.0178344733480262,0,0,-0.0321443118907153,0,0,0,0.191744531563292,0,0.228207496785828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861509615737743,0,0,0,0,0,0,0,0,0,0.000188969893940291,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0
X601288.CH.EQUITY,0.424680800620236,0,0.0177964922119821,0,0.209116898627288,0,0,0,0,0,0,0,0.0163146942415207,0,0,0,0,0,0,0.0720682183149611,0.119474333460184,0.0417508848739049,0,0,0,0,0,0,0,0,0.0183782737350322,0,0,0,0,0,0,0,0,0,0.0307629144468233,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586053176423397,0,0.228703458415752,0,0,0,0,0,0,0.162952317694475,0.223919197956063,0.125266072340238,0.0828191553922397,0,0,0.0248339148521154,0,0,0.055566130662993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565066665640424,0,0,0,0,0,0,0,0,0,0,-0.0942193091340137,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0
X5.HK.EQUITY,0,-0.255958600477211,0,0,0,0,0,0,0,0,0,0,0,-0.0295155755090199,0,0,0,0,0,0,0,0,1.17100779192714,-0.765544510117431,0,0,0,0.495016936651498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402880646793273,0,0,0,0,0,0,0,0,0,-0.0719041818538388,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0
X601658.CH.Equity,0,0,0,0.349276683558527,0,0,0,0.0706292872511615,0.0994489529155558,0,0,0,0,0,-0.340565610546433,0,0,0,0,0,0,0,0.0868757985582582,0,-6.93889390390723e-18,0,0,0,0,0.726339208717798,0,0,0,0,0,0,0,-0.0160981352223598,0,0,0,-0.122786155180437,0,0,0,0.474824456581746,0,0,0,-0.117748674743374,0,0,0
