,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.221927077497562,0,0.404743936477796,0,0,0,-0.0104854720055081,0.146849970629213,0,0,0.0936920322230709,0,0,0,0,0,0,0,0,0,0,-0.0751310244189974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044436419443393,0.0069902792717252,0,0.122819405370562,0,0
X601939.CH.EQUITY,0.354075266481872,0,0,0.286130790028186,0,0,-0.0952282401444551,0,0,0,0.00278352995115333,0,0.140311246044528,-0.0648197542017709,0,0,0,0,0,0,0,0,0,0,0,0.031691948170334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201859018599809,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0
X601288.CH.EQUITY,0.450012262809299,0,0,0,0.209318518612886,0,0,0,0,0,0,0,0.0160078396987263,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170188027121713,0,0,0,0,0,0,0.0199327562482105,0,0,0,0.0264235732595682,0,0,0,0,0,0,0,0,0,0.0643240568667628,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117121495749724,0,0.3619870494592,0,0,0,0,0,0.264527836102898,0,0,0,0,0,0,0.113878105255882,0,0,0,0,0,0,0,0,0,0,0,0,0.0423084601617087,0,0,0,0,0,0,0,0,0,0,0.140010874687903,0,0,0,0,0,0,0,0,0,0,0,0.0328887646519806
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882465990267691,0,0,0,0,0,0,0,0,0,0.142079564592845,0,0,0,0,0,0,0,0,0,0,0,0.0135817453736662,0.176946535395559,0,0,0.0313444637442878,0,0,0,0.188424324455023,0,0,0,0,0,0,0,0.0234704123456786,0,0.225270641270209,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0
X601658.CH.Equity,0,0,0,0.165441328341143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13837637998173,0,0,0,0.141130773515493,0,0,0,0.294858476340646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845846478903556,0,0,0.323594830838878,0,0,0,0,0,0,0,0,0.193547437575685,0,0,0,0,0,0,0,0.0200980022574225,0,0,0,0,0,0,0,0,0.0495369690790444,0,0,0,0,0.0411482286845628,0.0630515087855042,0.0514123170185347,0,0.140557469726325,0,0,0,0.097253425332722,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.33212148611764,0,0,0,0,0,0,0,0,0,0.165451248719542,0,0.008967624681261,0,0,0.213544446501795,0,0,0,0,0,0,0.0221819156658675,0,0,0,0,0,0,0,0,0,0.123051576257782,0,0,0,0.113669427160724,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0846149187082652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364954273243843,0.244999243041572,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.138672369777535,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0617811106193883,0,0,0,0,0,0,0,0,0,0,0,0.054515599673517,0,0,0,0,0.0956062099436566,0,0.0156098194986613,0,0,0,0,0.00247328233451962,0,0,0,0.295940795774522,0,0,0,0,0,0.00771160914682032,0,0,0.178805775546576,0,0,0.371552069223527,0,0,0.033330258959593,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0758126868278769,0,0,0,0,0,0,0,0,0,0.35605580213843,0,0,0,0,0,0.217972802494508,0,0,0,0,0,0,0,0.112730491320703,-0.0487956863044118,0,0.00296917223031713,0,-0.130349921531415,0,0.19490328996979,0,0.153554517930519,0,0,0,0,0.017183897702127,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.336294244601581,0,0,0.143014257907544,0,0,0,0,0,0.046061365942612,0.136819405373846,0.13240408760221,0,0,0,0,0,0,0,0,0,0.031169861066815,0,0,0,0,0,0.0174271400844996,0,0.0606766255080178,0,0,0,0,0,0,0,0.0388006728899961,0,0,0,0,0,0,0,0,0,0,0,-0.120464462412061,0
X601601.CH.EQUITY,0.0258680998936864,0,0.113079414948307,0,0,0.0615769399137476,0.0803420407608621,0,0.104819486898085,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.374562960117885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491754752666595,0,0,0,0,0.105046989003698,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.107072609041811,0,0,0,0,0,0,0.203186643303531,0,0.213457329842979,0,0,0,0,0.0560808032675938,0,0,0,0,0,0,0,0,0,0,0,0,0.0854488236695141,0,0,0,0,0,0,0,0,0,0,0,0.174157090823885,0,0.142893798636882,0,0,0.00409596641394481,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235525075337972,0,0.106495417996784,0,0,0,0,0,0,0.168945198459137,0,0,0,0,0,0,0.0231108091808768,0,0,0,0,0,0,0,0.27004210328684,0,0.0224242141369866,0,0,0,0,0,0.0763692617113001,0,0,0,0.0281143684754561,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0861399307603593,0.303206872838234,0,0.0672545222050924,0,0,0,0,0,0,0,0,0,0.202308892726828,0,0,0,0,0.538380875990582,0,0,0,0,0,0,0,0,0,0,0,-0.223241900985593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.181869484320734,0.101317701108231,-0.185500322735001,0.1650615910643,0,0,0,0,0,0,0,0.210615617285128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151769274920844,-0.0394235287056647,0,0,-0.0302625101864994,0,0.522796730028689,0.0972128252479121,0.190214998149283,0,0,0,0,0,0,0,0,0.10631473983155,0,0,-0.0389438859708394
X2388.HK.EQUITY,0,0,0,0,0.0118174175822989,0,0.143024741348695,0.0417182312064061,0,0,0,0,0,0,0.228113848031262,0,0,0,0,0,0,0,0.303178346868666,0,0,0,0,0,0,0,0,0,0,0,0,0.180346407864088,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.111611017472433,0
