,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172572829679583,0.200386694488386,0,0,0,0,0,0,0,0,0,0,0,0.0444951579495988,0,0,-0.191122954470382,0,0,0,0,0,-0.291053364135558,0,0.0487659895491204,0,0.865868188581139,-0.151666366302366,0,-0.099855474626727,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.270299573459983,0,0,0,0,0,0,0.102553202506794,0,0.116377550969643,0,0,0.0903743458617414,0,0,0.0262404017584818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153241549892999,0,0.014244352431336,0,0.298104234199822,0,0,0,0,0.0344090267297322,0,0,0,0,0,0,-0.115623619672558
X601939.CH.EQUITY,0.19714142807273,0,0,0,0,0,0,0,0,0.161744025427754,0,0,0,0,0,0,0,0.0807166185610259,0,0,0,0,0,0,0,0,0,0,0,0.103110129920089,0,0,0,-0.0879972336480424,0,0,0,0,0,0.449662932562035,0,0,0,0,0,0,0,0,0,0,0,0.0459817606718321
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.432936243648542,0.0911777819176085,0.0277142761536745,0.455927780397726,0,0,0,0.367612588065319,0,0,0,0,0,0,0,0,0,-0.278090425762053,0,0,0,0,0,0,0,-0.652972907697402,0,0,0,0,0,0,0,0,0.375390120317681,0,0,0,0,0.183540770591656,0,0,0,-0.1558794536715,0
X5.HK.EQUITY,-0.017737165475135,-0.105111632034075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422023398893,0,0.0332029147432732,0.538862250600007,0,0,0,0,0.0905664634303957,0,0,0,0,-0.18707911702428,-0.0524139191163265,-0.0754109611828661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2487021941054,0,0,-0.164999612638351,0,0,0,0
X601988.CH.EQUITY,-0.354416202761729,0,0,-0.0305159270606282,0.48121401607356,0,0,0,0,0,0,-0.000141809758486959,0,0,0,0,0,0,0,0.755343860496955,0,3.46944695195361e-18,0,0,-0.0671220916359495,0,0,0,0,-0.524353218072479,0,0,0,0,0,0,0,-0.0624622504701983,0.0797921899429083,0,0,0,0.13496413179022,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0714971028203554,0.388447626638415,-0.0700914184363866,0,0,0,0,0,-0.0424408785908126,0.484964228577048,0,0.220871651330186,0,0,0,0,0,0,0,0,0,-0.123632587138501,0,0,0.241728658879475,0,0,0.0858615549853259,0,0,0.0556059345949355,0,0,-0.31525399396885,0,0,0,0,0,0,0,0.2330098798945,0,0,0.127361686289956,0,0,0,0,0,0,0.0686531032975729
X1299.HK.EQUITY,0,0,0,0,0.130595931648556,0.0115548981146097,0,0,0.132791373314158,0,0,-0.0823878322997402,0,0,0.14249439461537,0.0301421867182121,0,0,0.0507800553372162,0,0,0,0,0,0,0.151384502183487,0,0,0,0,0,0.146669234955074,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.00568611128457515,0,0,0
X601628.CH.EQUITY,0,0.0357016280288797,0.0523102703707171,0.0382883334705817,0,0,0,0,0,0,0.0364684462058118,0,0,0.352178132093242,0,0,0,0,0,0.0859213705056499,0,0,0,0,0,0,0,0,0,0,-0.0304301561417387,0,0,0,0,0.192292123438552,0.128043444518811,-0.0376586600274903,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.117548303388712
X601328.CH.EQUITY,0,0,0,0,0,0,0.41363399182765,0,0,0,0,0.0617890026268458,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0375338746137741,0,0.230629324370855,0.174191892980845,0,0,0,0,0,0,0,0,-0.122452957551894,0,0,0,0,0,-0.109048443617347,0,0,0.123695325103211,0,0,0,0,0,0,0,-0.207771627104948
X601166.CH.EQUITY,0,0,0,0.250148797089163,0,0,0,1.73472347597681e-18,0,0,0,0.256322645639271,0,0,0,0.016891931959887,0,0,0.0406038360068031,0,0,0.134846454044263,0,0,0,0,0,0,0.151857743118198,0,0.0498054756254965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168813705390062,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.413674237302272,0,0,0.209757219607912,0.0399547820079836,0,0,0,0,0,0,-0.308954885716314,0,0,0,0.135341237551337,0,0,0,0.235020235897862,0,0,0.0509896656974851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236359356652069,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0202187325972749,0,-0.0442874546514271,0,0,0,0,0,-0.0871866478520424,0,0,0,0.357950697166793,0,0,0,0,-0.0790039532665062,0,0,0,0,0.157762831401098,0,-0.0546948361101145,0,0,0,0,0,0,0,0,0,0.350551124690101,0,0,0,0,0,0.106785239027953,0,0,0,0,0,0,-0.127015998459978,1.73472347597681e-18,-0.00499163475239769,0
X601601.CH.EQUITY,0,0,0,-0.172882307227408,0,-0.0507320665598236,0.0266767006547389,0,0.719774957343966,0,0,0,0.0121127407571333,0,0,0,0,0,0,0,0,0,0,0.0487412262113734,-0.0726948764878604,0,0.16010541846284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134382179853805,0,0,0.0804352112599324
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0660045358086949,0,0,0,0,0,0,0,0,0,0,0,-0.0838072252903007,0,0,0,0,0,0.23973177396094,0,0,0.026189736027529,0.0547428299849004,0.22586110466075,0.260192027344631,0,0,0,-0.0599230362809598,0,0,0.400994782004184,-0.00933490064362253,0,0,0,0,0.0457727267476102,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.0806570399013672,0,0.285673471326949,0,0,0,0,0,0,0,0,0.182825110144369,0,0,-0.262511297380734,0,0,0.333293540678489,0,0,0,0,-0.108256671101003,0,0.308841465593144,0,0,-0.104550430160158,0.374530959765589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262503165140785,0,0.013287792707131,0,0,0,0,0
