,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0166618623216262,0.428178000779378,0.101579486589902,0.0844949161299283,0,0.0365729387997584,0,0,0,0,-0.00741049688318772,0,0.0388211673466284,0,0,0,0.0630979466011423,0.0472082905564285,0,0,0,0,0,0.107515831942846,0,0,0,0,0,0.0134234239783393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150037329896358,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0,0,0
X601939.CH.EQUITY,0.339372384633876,0,0,0.142690390299895,0,0.190032317959773,0.000619208219914659,0,0,0.0486536575333444,0.0954578415716821,0,0,0,0,0,0,0,0,0,0,0.00145454666211459,0,0,0,0,0,0,0,0,0,0,0,0,0.0613176505405571,0,0,0,0,0,0.0116015402685191,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.42105821162399,0,0,0,0,0,0,0,0,0.213060331443936,0,0,0,0,0,0,0,0.0929632719628133,0,0,0.104522055380809,0,0,0,0,0.0529713457429927,0,0.0428006141133964,0,0.0799578095667313,0,0,0,0,0,0,0,0,-0.0364182755632798,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464873702841522,0,0,0,0,0,0,0,0,0,0,0.145480453008142,-0.372190372516602,0,0,0,0,0,0,0,0,0,0,0,0.120514180761546,0,0,-0.591587073483161,0,0.440169459053588,0,0.0301605466026312,0,0,0,0,0,0,0,0,-0.282696363340765,0,0,0,0,-0.316268777150161,0
X601988.CH.EQUITY,0,0,0.318419311868683,0,0,0,0,0,0.0168275064947512,0,0,0,0,0.0909943952740348,0,0,0,0.0505374948638568,0,0,0,0,0.558470887980877,0.0304442020076142,0,0,0,0,0,0,0,0,0,0.0238605334088001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040095334939686,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0.0111424115549242,0,0,-0.0385095317142119,0,0,0,0.10178253043532,0,0,0.0201861921376962,0,-0.0343801063068407,0,0,0.269139956835297,0,0,0,0.0913331838598225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256815353012688,0,0,0,0,0.322203017190863,0,0,0,0.115897894187082
X601628.CH.EQUITY,0,0,0,0,0.0253679030051687,0,0,0,0,0,0.195595112195322,0,0,0,0,0.00460974399921331,0,0,0,0,0,0,0,0,0,0,0.0436865277632082,0,0,0,0,0,0,0,0,0,0.225188599654316,0,0,0,0.172063985764251,0.156519209131099,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156288387099501,0,0,0,0,0,0,0,0,0,0,0.100047989856933,0,0,0,0,0,0,0.0224559805359479,0.0885854332415993,0,0,0,0,0,0.11221128328184,0,0,0,0.0610154916823572,0,0,0,0.0577997718293194,-0.0245837126075733,0,0,0,0.166978331980652,0.246160331961557,0,0,0,0,0,0,0,0.0213291122514669,0,0,0
X601166.CH.EQUITY,0.0254767771086835,0.109323851236135,0.0689800720845869,0,0,0.175868863647918,0.114488945300923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516381160953121,0,0.159857834268656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135065473129325,0,0,0,0,0.0569038014094578,0,0
