,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.360914619312954,0,0.310465383769182,0,0,0,0,0,0.0477135751295253,0,0,0,0,0.0513343727126812,0,0,0,0,-0.0444510171775232,0,0,0,0,0,0,0,0.0441599014305404,0,0,0,0,0,0,0,0,0,0,0,0,0.0902107026216858,0,0,0,0.0582160944455336,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0,0,0
X601939.CH.EQUITY,0,0,0,0.340428279092375,0,0.0711670453298969,0,0,0,0,0,0,0.434309384461406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544545989358744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386199314053528,0,0,0,0,0.256871869596613,0,0,0,0,0,0,0,0,0.0377930403343623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195874278594942,0,0,0.0260196400115149,0,0,0,0.0256849045745733,0.0841875350752708,0,0,-0.017178272936334
X5.HK.EQUITY,0,0,0,0.00856628611202687,0,0,0,0.00853319782161644,0.203429925157792,0,0,0,0,0,0.048356075351079,0,0,0,0.467551195504449,0.0659141056144876,0,0,0.0182666134513321,0,0,0,0,0.111528985937904,0.115938124365323,0,0,0,0,0,0,-0.14461321670761,0,0,0,0,0,0,0,0,0,0,0,0,0.073935838818538,0,0,0,-0.0406380451737628
X601988.CH.EQUITY,0.386438702047789,0,0,0.00300201362323524,0,0,0,0,0,0,0.0657516054106459,0,0,0,0,0,0,0,0.0148687540376409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162121081909823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330793975496777,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750634392727284,0,0,0,0.428391888755085,0,0,0,0.120443281748333,0.0536265984524953,0,0,0,0,0,0,0,-0.0349435810292989,0.406743843663182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.10972567072783,0,0,0,0.264394045194813,-0.176413523385466,0,0.18434797937722,-0.225256393110814,0,0,0,0,0,0,0,0,0.626423288502757,0,0,0,0,0,0,0.118873810687837,0,0,0,-0.00753327192094919,0,0,0,0,0,-1.16854925058871,0,0,0,-0.255736802623444,1.16833229358127,0,0,0,0,0,0,0
