,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.058159671660353,0,0.499345909827646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121839830925676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197541133622864,0,0.0136852501262628,0,0,0,0,0,0.0163266743494286,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.016003859436751,0,0,0,-0.0146849596175125,0,0,0,0.186658329699704,0,0,0,0,0,0.48971767525335,0,0,0,0,0,-0.0516591830517092,0,0.118303245667513,0,0,0,0,0,0,0.0652560027356997,0,0,0.0771779999464769,0,0,0,0,0,0,0,0,0,0.010891593156494,-6.93889390390723e-18,0.000832170110100987,0,0,0.144175710171134
X601939.CH.EQUITY,0,0,0,0,0.135502937766555,0,0.350218491378101,0,0,0,0.00556523263982577,0,-0.149648960839179,0,0.00544320407230384,0,0,0,0,0,0.0250818838870696,0,0.528533212568189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129336410587285,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.147394690241337,0,0,0,0,0,0,0,0.268119244535689,0,0,0,0,0,0.0503950745227783,0,0,0,-0.200814230384658,0,0.00836047689362867,0.0596706740555874,0,0.386485470677708,0,0.269121397930677,0,0,0,0,0,0,0,0,0,0,0,0.117164209164097,0,0,0,-0.0300318957386602,0,0.0332669994165896
X601288.CH.EQUITY,0.0825266980590245,0,0,0,0,0,-2.16840434497101e-19,-0.011612105626287,0,0.0133952278585699,0,0,0,0.0410294521521221,0,0.451379076419067,0,0,0,0,0,0,0.315965406813034,0,0,0,0,0,0.000664973728120402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260401033248487,0,0,-0.0155467995934017,0,0,-0.0605873866757954
X600036.CH.EQUITY,0.191333671382844,0.0654738513945138,0,0.0588388084926485,0,0,0,0,0,0,0,0,0,0.30306883567422,0,0,0,0,0.0256086488677537,0,0,0,0,0,0.271193243288123,0,0,0,0,0.0451063784396851,0,0,0,0,0,0,0,0,0,0,0,0.0255529953693921,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.115977146067113,0.146436506133439,0.0592618690861327,0,0.0430518796392883,0.33376903214749,0,0,0,0,0,0,0,0,0,0.217157624567,0,0,0,0,0.170479138841676,0,0,0,0.0130217856163378,-0.0127294306306555,0,0,0,0,0.0542221376472855,0,-0.057952910952997,0,0,0,0,0,0,0,0,0,0,-0.147275640722772,0,0,0,0,0,0,0,0.0831887821294641,0
X1299.HK.EQUITY,0,0,-0.157924065554352,0,-0.0643023518324332,0,0,0,0,0.249442967864685,0,0,0,0,0,0,0.0260157018977572,0,0,0,-0.106660232396046,0,0,0,0.0470483790552407,0.177155202815191,0.44982307804179,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0429166497861624,0,-0.0500680104450895,0.0285203036015759,0.12784143195901,0,0,0,0.210807551695044,0,0,0,-0.044862584922228
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.000893391448579365,0,-0.186347327585535,0,0,0,0,0,-0.130488559846245,0,0,0,0.148820933409602,0,0,0,0,0.0980251107603859,0.439837692103584,0,0,0,0.0539097880720532,0,0,0,0,0,0,0,0,0,0,0.0251981642190648,0.179462512862956,0.184822593872855,0,0,0,0,0.122826677246397,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112552260439297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124158952026044,0,0,0.326532388105632,0.176553025057749,0,0,0,0,0.0714243442468765,0.154228410546369,0,0,-0.24694482492576,-0.159728617278815,0,0.0336926178498206,0,0.30727958814882,0,0,0,0.00782768629942666,0,0
X601658.CH.Equity,0.0898430680945363,0.0772180328508573,0,0,0,0,0,0.111881212369288,0,0,0,0,0,0.0869882409780632,0,0.291797140822079,0,0,0.0511756045233588,0,0,0,0.0357909164424145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705710976284063,0,0,0,0,-0.116026309738912,0,0.000104254445239968,0,0.195662023471304,0,0.0383764422383637,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0.00450300089856781,0,0,0.110068941475359,0,0,0,0,0,0,0.106743660432545,0,0,0,0,0,0,0,0,0,0,0.214858356010701,0.0584784397712479,0,0,0,0,0,0,0.129254338324634,0,0,0,0,0.0513116068139372,0.0162109195268293,0,0,0.0633397202195488,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0259447042631343,0,0,0,0,0,0.199704455945487,0.486936535958771,0,0,0.0413165824592447,-0.0393256449856427,0,0,0.0460773917293753,0,0,0,0,0,0,0,0,0.042390436584166,0,0,0,0,0,0.174308780593584,0,-0.0480467771033935,0,0,0,0.0731697218890987,0,-0.042505297426196,0,0.199709493505579,0,0,0,0
