,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.603303332353342,0,0.0186940689654956,0,0,0,0,0,0,0,0.101571029113249,0,0,0,0,0,0,0.1154015073366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206753605871425,0,0,0,0,0.0777323314094974,0.00428316603567815,0.0472223645174743,0,0,-0.00975591358912203,-0.0397010993641161,0,0.0355855571599387,0,-0.0124121443991992,0
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0,0,0
X601939.CH.EQUITY,0.123409768976658,0,0,0.379895012801908,0,0.19528762581472,0,0,0,0,0,0,0,0,0,0,0,0.0238186281338354,0,0,0.0183670575244969,0,0,0,0,0,0,0,0.0865923581283046,0,0,0,0,0.10257068087657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540318769297563
X601288.CH.EQUITY,0.0133385574431487,0,0.288873021856721,0,0,0,0,0,0,0.211333547433829,0,0,0,0,0,0,0,0,0,0.0500669971024408,0,0,0,0,0.0131319939420993,0.224665726003141,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0720385698356519,0,0,0,3.46944695195361e-18,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.21010847509091,0,0,0,0,0,0,0.0636981776908356,0.23185123881144,0,0.174686364924214,0,-0.092089235582602,0,0,0,0,0,0.3659651634862,0,0,0,0,0.116261472641612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45919268581143,-0.0969488622995408,0,0.0215993405313994,0,-0.217602771360372,0
X601988.CH.EQUITY,0,0,0.110746665142044,0,0.0360886519029755,0,0,0,0,0,0,0,0.065006906233502,0.0578963744684966,0,0,0,0,0,0.00589390165303458,0,0,0.620398826921845,0.0150889566428453,0,0,0,0,0,0.107754587977092,0,0,0,0,0,0,0,0,0,0,0.0461685591265911,0,0,0,0,0,0,0,0,0.0853066087244895,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431433837492111,0,0,0,0.261094795065077,0,0,0,0.17241178271311,0,0,0,0.0743897238170571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.0054688783429602,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333183,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111983360276524,0,0,0,0,0.150368389679652,0,0,0,0,0,0.189846385193951,0,0,0,0,0,0,0,0.267047215726491,0,0,0,0,0,0,0.0409509653442771,0,0,0.000204585208317384,0,0,0,0,0,0,0,0.0397252516698107,0.206492527893678,0.0223328195973386,0,0,0,0,0,0,0.0119090520638684,0,0,0
