,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,3.46944695195361e-18,0,0.266086222490366,0.114362376441225,0,0.24798294997813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192877248285894,0,0,0,0,0.0131273433335176,0,0.020173944368821,0,0.0989099886755059,0,0,0,0.0927385988477106,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.115553523934743,0,0,0,0,0,0,0.0830502505076218,0,0,0,0,0,0,0,0,0,0,0,0.050720289941529,0.366464042348081,0,0.155982606537983,0,0,0,0,0,0,0,0,0,0,-0.105361349857448,0,0,0,-0.0380036232443364,0,0,0,0,0,0.0696995621781014,-0.00546510852894725,-0.0601329661641188,0,0
X601939.CH.EQUITY,0.651788179748257,0.0437131037649644,0,0,0,0,0,0,0.190928380449115,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128328142160813,0,-0.0350237713489416,0,0,0,0,0,0.128905667366836,0,0,0.0395930578245266,0,0,0,0,0,0,0,0,0,0.123764033668533,0,0.0176861942128982,0,0
X601288.CH.EQUITY,0,0,0,0.0955023097165285,0,0,0.375354192304473,0,0,0,0,0,0.0715227269730095,0,0,0,0,0,0,0,0,0,0,0,0.0214696772868012,0,0,0.0728187588031812,0,0,0,0.164508820080563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112067238888366,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.121807301380353,0.2676906592075,0,0,0,0.147288021262191,0,0,0,0,0,0.219006700169132,-0.194516568002468,0,0,0,0,0,0.0513075722354368,0,0,0,0,0.0527743251698849,0,0,0,0,0,0,-6.93889390390723e-18,0.172553882057562,0,0,0.0200286584686728,0,0,0,0,0.183812557829186,0,0,0,-0.0208254282548255,0
X601988.CH.EQUITY,0.195527952574697,0,0,0,0.349962692257897,0,0,0.0815281336547573,0,0,0,0.0595366747330244,0,0,0,0,0,0,0.117527431429246,0,0,0,0,0,0.0938446319426841,0,0,0,0,0,0,-0.212688571468127,0,0,0,0,0,0,0,0.0523542043711079,0,0,0,0,0,0.0742305860729674,0,0,0,0,0,0,-0.0707979341586592
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082384049959878,0,0,0,0.245841041195975,0,0,0,0,0.0404101009987865,0,0.0536875102195319,0,0,0,0,0,0,0.0214603502603732,0.0308897396537028,0.287819302332408,0.11410414301712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447779478074175,-0.0229216537494863
X5.HK.EQUITY,0,0.241179841664337,0,0.122201453883017,0,0,0,0,0,-0.0660769692921136,0,0.00580575175887657,0,0,0,0,0,0,0,0,0,0,0,0.259845695714535,0,0,0.0936343910969838,0,0,0,0,0,0,0,0,0,0,0,0.172914186634328,0,0,0,0,0,0.125341650012564,0,0,0,0,0,0,8.67361737988404e-19,0
X388.HK.EQUITY,0,0,0,0,0,0.0360231809979896,0,0,0,0,0.117370671316362,0,0,0,0.0629153385641323,0,0.0631785133326625,0,0,0,0,0,0,-0.00630784834051685,0,0,0,0,0,0,0,-0.142796113565222,0,-0.291652019698318,0.270530309455366,-0.112635677708072,0,0.0610201650680676,0,0,0,0,0.0728055936205038,0,0.183909860640372,0,0.0135079074853359,0,0,0,0,-0.421831361057375,0
X601166.CH.EQUITY,0,0,0,0.0671901111397063,0,0,0,0,0,-0.118956462580282,0,0,0.474575139762833,0,0,0,0,0,0,-0.0179757524775209,0,0,0,0,0,0,0,0.17930999120565,-0.0729388370939821,0,0.053077736284436,0.0386990155508877,0.108886047977485,0,0,0,0,0.0407835437291085,-0.126634275659434,0,0,0,0,0,0.114076096306386,0,0,0,0,0,0,0,0
