,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.10034625789655,0,0,0.361183918539924,0,0,0,0,0,0.200607870489457,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197655483272751,-3.46944695195361e-18,0,-0.157544933784334,0.062005473865408,0,0,0,0,0.125516517059815,0,0.0538724890274221,0,0,0,0,-0.132612489425838,0,0,0,-0.0256631658767692,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0,0
X601939.CH.EQUITY,0.236198664951463,0,0,0,0,0,0,0,0.0399440255034636,0.0200023804317068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386675912976042,0,0,0,0,0,0,0.0956288651578164,0,0.0134766834635271,-0.0491812309772685,0,0,0.0215096854559447,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232839765081895,0,0,0,0,0.00875047421876617,0,0.0903022846957682,0,0,0,0,0,0,0,0.121758452708028,0,0,0,0,0.160720722980275,0,0,0,0,0,0,-0.0857537097007702,0,0,0.0225120350006493,0,0.0430119597709581,0,0.214399041650671,0,0.118761714358369,0,0,0,0,0,0.0596713848322822,0,0,0,0
X5.HK.EQUITY,0,-0.222593728662975,0,0.0318693548391065,0,0,0,0.114696388966288,0,0.102173843390101,0,0,0,0,0,0.290203067804512,0,0.235679057969805,0,0.231892193265142,0,0,0,-0.20569515239968,0.378481742012154,0,-0.0338256632039267,0,-0.208941658118235,0,0,0,-0.0727837076641746,0,0,0,0,0,0,0,-0.0312330274589529,0,0.151013676531836,0.231681831650601,0,-0.0195457198021917,0,-0.199261060722885,0,0,-0.0655683744155787,0
X601988.CH.EQUITY,0.190867055709296,0,0,0.409496956302926,0,0,0,0,0,0.108321381477891,0,0,0.148296517446032,0,0,0,0,0,0.0271110399527249,0,0,0,0,0,0,0,0,0.00883774947384465,0.0219108921501092,0,0,0,0,0,0,0.123913110037634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131444441643084
X600036.CH.EQUITY,0,0.665862195336678,0.0172052866024591,0,0,0,0,0,-0.0605127170812486,0,0,0,-0.105768509485438,0,0,0,0,0,0.172374148623246,0,0,0,0,0,0,0,0,0,0.0573195851093193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238593963044361,0,0,0,0,-0.0675853526640961,0,0,0.172013838920781
X1299.HK.EQUITY,0,0,0.00739635760584563,0,0,0,0,0,0,-0.0982879781818667,0,0,0,-0.13045532594849,0,0,0,0.243782596463692,0.0563131003578834,0,0.249872909374718,0,0,0.326543918635106,0,0,0.0850190499105501,0,0,0,0,0,0,0,0,0.0360726359346052,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.157971037020667
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0032992800837424,0,0.273234028936214,0,0,0,0,0,0.00731734182126226,0,0,0.163856377812441,0,0,0,0,-0.0515694938484337,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717227,0,0,0,0,0,0,0,0,0.109693514415673,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566726,0,-6.93889390390723e-18,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060708,0,0,0.00705286706764253,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576968,0,0,0,0
