,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0657967655900958,0,0,0,0,0,0,-0.143792455673413,0,0,0,0,0,0,0,0,0,-0.1454409170276,0.646332740521453,0,0.762750270942788,0,0.0410225106399668,0,-0.107888138647586,0,0,-0.150220961092974,0,0.00697925759435909,0,0,0,-0.0167291591483938,0,-0.303802790312218,0,-0.0834506151584781,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.218623490019489,0.109025765291944,0,0,0.00495668577713502,0,0,0,0,0,0,0,0,0,0.260538645323981,0,0,0,0,0,0,0,0,0.112409902667218,0.0646858676747393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105762453593588,0,0,0,0.00955939455441476
X601939.CH.EQUITY,0,0,0,0.817477013557139,0,0,0.0385264586826864,0,0,0,0,0,0.0292578289415779,0.0547494135517637,0,0,0.0462072327410239,0,0,0,0,0,0.00140648647118898,0,0,0,0,0,0.00586667119625441,0,0,0,0.0158833348990795,0,0,0.0332504226665003,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-8.67361737988404e-19,0,0,0,0
X601288.CH.EQUITY,0,0,0.911608863860376,0,0,0,-0.0695047674497247,0,0,0,0,0,0,0,0,0,0,0.115840821949427,0,0,0,0,0,0,0,-0.0156099858900346,0.0566336438676785,0,0,0,0,0,0,0,0,0,-0.0933410872458706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474397178183294,0,0
X601988.CH.EQUITY,0,0,0,0.00425948443427154,0,0,-0.0627533235101212,0,0,0,0,0,0.47313653671037,0,0,0,0,0,0,-0.111376602219045,-0.0448694402613018,0,0,0,0,0,0,0,-0.145444633537708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382316873219162,0.139825529707657,0,0,0,0,0.537849593023915,0,0.0273386158906352,0.248966084281656
X600036.CH.EQUITY,0,0,0.330142336530832,0.0177385018786044,0,0,0,0,0.0136887848665257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747134963270305,0,0.13092195298764,0,0,0,0.450626348205096,0,0,0,0,0,0,0,0,-0.0409715053274282,0,0,0.0801876504544499,0,0.0151743675992917,0,0,0,0.0349993082711805,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.734862171060753,0,0,0,0.0691873459436628,0,0,0,0,0,0,0.11042408979743,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0556450232759617,0,0,0,0,0,0,0,0,0.109603122433313,0,0.158775194263091
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.327134530281358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202273923358882,0,0,0,0,0.0512623069620766,0,0.238601146452653,0,0,0.124803042104875,0,0,0,0,0,0,0,0,0,0.0100482938523458,0,0,0.498543702542191,0,0,0,0.0333393633647939,-0.0865429713622223,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.280025397096665,0,0,0,0.0474463037901205,0,0,0,0,0,0.310822353601408,0,0,0,0,0.159978107736744,0,0,0.225648528077911,0.123177901267539,0.305224422909076,0,0.203383872567119,0,0,0,0,0,0,0,0,0.0583790314524285,0,0,0,-0.0537703508359257,0,0.0366254695094447,0,0,-0.302399001808545,0,0,0,0.107166965930619,0,-0.12714501830428
X601658.CH.Equity,0,0,0,0.226404967265344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257344838637573,0.111832754605257,0,-0.174305970175042,0,0,0,0,-0.127481592702482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411218933400501,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.157311037840226,0,0,0,0,0,0,0,0,0,0,0,-0.0631968459220985,0,0.0407234755958353,0,0,0,0,0,0,0.375495694881084,0,0,0.0632205229716555,0,0,0,0,0,0.153706619459416,0,0,0,0,0,0,0,0,0,0.122832925004526,0,0,0,0,0.0991833419296158,0.192824149179248
X600030.CH.EQUITY,0,0,0,0,0,0,0.143192034451332,0,0,0,0.024060844066387,0,0,0,0.0225801294005832,0.191682253600536,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.548806190740088,0,0,0,0,0,0,0,0.0198071293885499,0,0,0,0.0277657798748172,0,0,0,0,0,0,0.0429918328815009
X601166.CH.EQUITY,0,0,0.0224324401392021,0,0.317057067862788,0,0,0,0,0.0202509125131262,0,0,0,0.179255586624761,0,0,0,0,0.0665109815007515,0,0,0,0.0512636511374485,0,0,0,0,0,0,0,0,0,0.0220840241011221,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0537934889533288,0.255464178135368,0,0,0
X600000.CH.EQUITY,0,0,0,0.0469244270184312,0,0.0670740824718046,0,0.0375616850721266,0,0,0,0,0.384585470203264,0,0.165117238614587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104213876258331,0.0161437083221903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.108703737837447,0,0,0,0,0,0,0,0,0,0.0859908632037761,0,0,0,0,0,0,0,0,0.329883614556576,0,0,0,0,0,0,0,0.0130392418908451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14498268291262,0,0,0,0.0487047097486512,0,0,0,0
