,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231664748759811,0,0,0,0,0,0,0,0,0,0,-0.26980240351031,0,0,0,0,0,0,0,0,0,0,-0.319033786385172,0,0,0,0.785265767725407,-6.93889390390723e-18,0,-0.180024452869496,0,-0.0511758798786307,0.269439639317983,-0.0225089334357134,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.146086543873974,0,0.121380076787764,0.0317284585517379,0,0,0,0.0401526103687497,0,0.0285952646188269,0,0.1477441450958,0,0,0,0,0,0,0.0411454260355749,0,0,0,0,0.063929158058839,0,0,0,0,0,0,0,0,0,0.372236729885137,0.027163331550173,-0.0769000378778276,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.237162113155402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102293998966009,0,0,0,0,0.0684618762599449,0,0.0277327119091796,0,0,0,0,0,0,0.344505668415234,0,0,-0.00162295574538193,0,0.118383630995763,0,-8.67361737988404e-19,0,0,0,0.0107847705446476,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.264587895744118,0,0,0,0.0048118884771556,0,0,0.0468636262339272,0,0,0,0,0,0.0864562793464465,0,0,0,0,0,0,0,0.146859560946661,0,0,0,0,0,0,0,-0.0560152830837569,0,0.0841097826489627,0,0,0.337823284301598,0,0,0,0.0854198350465786,0,0,0,0,0,0,0,-0.0131753160264854
X5.HK.EQUITY,-0.0448415840401122,-0.252465595289621,0,0.13727968175692,0,0,0,0,0,0,0.0232681353692693,0,0,0,0,0.360007850704981,0,0,0,0.083662156650595,0.26139866317762,0,0,0.301941191314527,0,0,0,0,0,-0.0419073183570129,0,0,0,0,0,0,-0.0980292586418393,0,0,0,0.237953531599103,0,0,0,0,-0.0285755717020085,0,0,0,0,0,0
X601988.CH.EQUITY,0.237349599627699,0,0,0.575572847287054,0,0,0,0,0,0,0.117748733808208,0,0.143898397929366,0,0,-0.0666779378359874,0.0812014807100445,0,0,0.00889172125253036,0,0.0177222403244083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378194754503732
X600036.CH.EQUITY,0,0.563605192282479,0.00284356877190053,0,0,0,0,0,0,0,0,0,-0.0957311811744491,-0.139686682640923,0,0,0,0,0,0,0,0,0,0,-0.00121786136480192,0.277053980898181,0,-0.137170602710985,0,0,0,0,0,0,0,0,0,0,0,0,0.174114236144658,0,0,0,0,0,0.137118216249896,0,-1.73472347597681e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0349041791864337,0,0,0,0,0,0.362063739018149,-0.123150593524121,0.133876299576116,0.0817427647139795,0,0,0,0,0.166351786660829,0.197930484213568,0,-0.133223874725377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382449575700824
X601628.CH.EQUITY,0,0.126275078770211,0,0.033112211036299,0,0,0,0,0,0,0,0,0,0.239293626832317,0,0,0,0,0,0,0,0,0,0,0.154217829286207,0,0,0,0,-0.0206320392657064,0,0,0,0,0,0,0.0978941507210102,0,0,0.161479001872549,0,0,0,0,0,0,0,0,0.0480546552853785,-0.00355231808496821,0,-0.0149176415396529
X601328.CH.EQUITY,0,0.0829290362999584,0.0970811997619536,0.353133510789112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522974591908227,0.00621618758701211,-8.67361737988404e-19,0,0,0,0.0901204141411212,0,0,0.127168106130572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432699055670499,0,0,0,0,0,0,0,-0.0317594957864149,-0.19463773534954
X601166.CH.EQUITY,0,0,0,0,0,0.318136547794438,0,0,0.141863780571727,0,0,0,0,0.59034302068773,0,0,0,0,0,0,0,0,0,0,-0.287468993974566,0,0,0.0681512262645303,0,0,0,0,0,0.294444730620613,0,0,0,0.225126670520978,0,0,-0.143547201708351,0,-0.161805207551469,0,0,0,0,-0.0450575891670675,0,0,0,-0.133715507167538
X600000.CH.EQUITY,0.0483837291422869,0,0,0.0169353669314768,0,0,0.235692485568798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420169598358036,0.105036488116597,0,0,0,0,0,0,0,0,0,0,0.144735358648507,0,0,0.0217630007189114,-0.0280688799643572,0,0,0,0,0.133996752266164,0,0.02729559878767,0,0,0.0470945835673061
X601319.CH.EQUITY,0.0958377418088645,0,0,0,0,0,0,0,0.351854917060859,0,0,0,0,0,0,0,0,0,0,0.161145654267967,0,0,0,0.082996645839963,0,0,0,0,0,-0.00119095294144082,0,0.0390571486582553,0,0,0,0,0,-0.0439790577450601,0,0,0,0,0,0,0.179823224790968,0.127105954880166,0,0.135547230618062,0,-0.0368685236860928,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.182853059313523,0,0,0.284007214651948,0,0.0992095631063769,0.0117344017303951,0,0,0,0.222890602513748,0,0.28714265938943,0,0,0,0,0,0,0,0.13480611627165,0.0908763208449281,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182074478924782,0,0,0,0,0,0,0,0,-0.0381594795936428,0,0.132165737018082
X16.HK.EQUITY,0,0,0,0.00534319039808785,0,0,0,0.0187736600189432,0,0,-0.0351607292876247,0,0,0,0,0,0,-0.0563894660968165,0.0276492741412047,0,0,0,0,0,0,0.217439061688001,0,0,0,0.13777896199168,0.0306317802768682,0.190706085360371,0,0,0.185178557662189,0,0,0,0,0,0,0.452345051674661,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.0984475044819506,0,0.1057387008373,0,0,0,0,0,0,0,0,0.333080057401001,0,0,0,0.141990585563012,0,0,0,0,0,0,0,0,0,0.269718438449099,0,0.327808317322331,-0.307867773796256,-0.0998211798307837,0,0,0,0,0,0,0,0,0.116169343817837,0,0,0,0,0,0,0,0,0.345728735316566,0,0
X11.HK.EQUITY,0,0,0,0,0.159247475478975,0,0,0.288643479681632,0,0,0,0,0,0,0,0.0985380851398448,0,0,0,0,0,0,0,0,0.0322504120317251,0,0,0,0,0.170845385897036,0,0,0,0,0,0,0,0,0,0,-0.0441088141397085,0,0,0,0,-0.00928506629769204,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.00208689241306428,0,0,0,0,0,0,0,0,0,0,0.104745053104446,0,0,0,0,0,0.105696033497404,0,0,0,0.0802881149078708,-0.0264955145624886,0,-0.151286134222365,0,-0.108243367948112,0,0,0,0.101077257136473,0,0,0.208604109336104,0,0,0.332272002357513,0.0971902063090658,0,0.00156771317964745,0,0,0,0,-0.0184887076178568,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0702936538440049,0,0.331938991860456,0,-0.0919026374646155,0.0198894310066075,0,0,0,0,0.100687125915239,0,0,-0.00551466895738848,0,0,0.258063795106452,0,0,0,0.0817161102655029,0,0,0.0353865040476122,0,0,-8.67361737988404e-19,0,0,0.0160933806616064,0,0,0,0,0,0,0,0,-0.187552134167813,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0773900631578809,0.502763557140159,0,0,0,0.0378318180366839,0,0.115707586574185,0,-0.142075040190422,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00155124603029632,0,-0.0332227266396531,0,0,-0.320096538614058,0,0,0,0,0.30638254753332,0.0079661048990815,0,0,0,0.44650992083251,-0.0919290421204776,0,0,0,0
X2388.HK.EQUITY,0.0174507814109609,0,0,0,0.581716727348856,0,0,0,0,0,0,0,0,0,0.211064558435218,0,0.0429817204220286,-0.038992094797265,-0.0711644153707253,0,0,0,0,0,0.390248284104879,0,-0.017834233891461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0.307228174724934,0,0,0,0,0,0.0500138841707455,0.0446216702876742,0.0806722765119987,0,0,0,0,0,0,0,0,0,0.0111593862570598,0,0,0.118002291652679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072048111035682,0,0.136334238497985,0,0,0,0,0.0957312000110199,0,0
X600030.CH.EQUITY,0.0478799084817294,0.0202057143734446,0,0,0,0.132715267269605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101232670784349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511367970898563,0,0,0.073797668341832,0,0,0,0,0,0,0,0.0992398714212871,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.200974860921945,0,0,0,0,0,0,0.0167100560788736,0.152930006295725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252991000500827,0.0861404476491841,0,0.267322058863546,0.0445573023376552,0,0,0.258301687885513,0,0,0,0
X688.HK.EQUITY,0,0.115483797179213,0,0,0,0.110123371854651,0,0.103885380505483,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.119927181872738,0,0,0.194055937905846,0,0,0,0,0.063987965763685,0,0.287059731457668,0,0,0,0.206862170907163,0,0,0,0,0,0,0,0,0,0,0,0,0.0665323199999869,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,-0.0929854356708462,0,0.0350728982676169,0.198676920075322,0,0,0.0675355535355211,0,0.112475428981216,0.111358933340319,0.259855738450965,0,0,0,0,0,0,0,0,0,0.12601001630346,0,0.0933632211034969,0.101948165310803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363874946487878,0,0,0.0497439221779181,-0.00448790816507261,0,0
X601818.CH.EQUITY,0,0,0,0.148272660969856,0,0.196467791491474,0.123695764843778,0,0,0,0,0,0,0,0,0,0,0.0515311066901971,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266976470368091,0,0,0,0,0,0,0.0450951644954574,0,0,0,0,0,0,0,0,0,0,0,-0.0121715672106463,0,0
X2007.HK.EQUITY,0,-0.0471295812111597,0,0,0,0,0,0,0,0,0.0432868298069661,0,0,0,0,0.174932697874577,0.042291666705264,0,0,0,0,0,0,0,0.0101894435045648,0,0,0,0,0,0.00687321731910971,0,0,0,0,0,0,0,0,0,-0.0528079981204339,0.435512748823096,0,0,0.0887526085158005,0,0,0,0,0,0,0
