,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.239053222121443,0,0,0,0,0,-0.206477405371255,0,0,0,0,0,0,0,0,0,0,0,0.459744787378894,0.455521109449289,0,0,0.111305192678987,0,0,0,0,0,-0.0830393503617507,0,-0.180455125741197,0,0,0,-0.617185467498139,0,0,-0.0895774901847159,0,0.0320218728829992,0,0,0.0317505545164309,0,0,0,0.00784497556352011,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0,0
X601939.CH.EQUITY,0.0880281258781943,0,0,0.172237789109724,0.0124783713963466,0,0,0,0,0,0.011310388316206,0.157152107992438,0.236371730809203,0,0,0,0,0,0,0,0,0,0,0.0203838126877815,0,0,0,-0.0558424630435121,0,0,0,0,0,0,0,0,0,0,0,-0.00785755915020957,0,0,0,0,0,0,0,0.366541423409048,0,0,0,0,0.0999492260748097
X601288.CH.EQUITY,0,0,0.244164633580912,0,0.388079473059708,0,0,0.0565528010691337,0,0,0.0278777924184324,0,0.13011716224033,0,0.0114708808159254,-0.0258944159957604,0,0,0.0882431206476086,0,0,0.0517761909701778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752037664294659,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.3398645917845,0.148232028011198,0,0,0,0,0,0.0468366469721149,0,0.024321239165385,0,0,0,0,0.106723056824374,0,0.0760312318350599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421221609445953,0,0,0.116639287428568,0,0,0,0,0,0,0,0,0,0.192992931045921
X600036.CH.EQUITY,0,0.00730953629248075,0.0910818984631681,0,0,0,0.0312471690397835,0.0623023950174896,0,0,0,0.105312954107964,0,0,0,0,0,0,-3.46944695195361e-18,0.127922460949344,0,0,0,0,0.0097193200002996,0,0,0,0,0,0,0,0,0.390332093870299,0,0,0,0,0,0,0,0,0,0,0,0.0782654826533278,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0,0,0.0148212730303267
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.128936414881034,0,0.0560159031965265,-0.0394435839899673,0.0618308505244031,0,0,0,0,0,0.232492773233695,0,0,0,0,0,0.186844855115442,0.100674983308059,0,-0.0368662491569575,0,0,0,0,0,0.321623519592125,0.00394098720387713,0,0,0,0.241454692539269,0,0.133825540396459
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405309411828515,0,0,0,0,-0.452896240515673,0.652321805620349,0,0,0.121506607248505,0.614408950050228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497971280877519,0,0,0,0,0,0.181872115702362,0,0,0
X601658.CH.Equity,0,0,0,0.0294823903280523,0.00542531105742338,0,0,0,0,0,0,0,0,0,0,0,0,0.254893609726545,0.120303345562583,0,-0.0850700084971873,0,8.67361737988404e-19,0,0,0,-0.00596266971526844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270126042233911,0,0,0,-0.0321649108519336,0,0,0,0,0,2.16840434497101e-19,0
X388.HK.EQUITY,0,0.294166138893859,0,0,0,0,0,0,0,0,0,0,0,-0.00999990277077662,0.217520999900102,0,0,0,-0.182597426045161,0,0,0,0.38174223804679,0,0,0,0,-0.129729981018511,0,0,0,-0.109339502271014,0,0,0,0,0.277554970903957,0,0,0,0,-0.0537257130183291,0,0,0,0,0,0,0,0,0,-0.113999953169687,0
X601166.CH.EQUITY,0,0,0.144617691897714,0.0332781961573963,0,0.134854400154687,0,0,0,0.0271901574688553,0.00340123925764988,0,0,0,0.40339121368957,0.114744525501813,0,0,0,0,0,0,0,0.0243014534502046,0,0,0,0,0,0,0,0,0.0134899176453633,0,0,0,0,0,0,0,0.0971914856622225,0,0,0,0,0,-0.00717382975635785,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.215297532008263,0.104333650726354,0,0,0,0.00579192912311721,0,0,0,0,0,0,0.125803011975441,0.0674488217839777,0,0,0,0,0,0,0,0.0842390625680405,0,0,0,0,0,0,0.123134762125149,0,0,0,0,0,0,0,0,0,0,0,0,0.0366606110410531,0,0,0,0,0,0.0258504143300184,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00561332936953507,0,0,0,0,0,0.234807544454705,0,0.00137338635798732,0,0,0,0,0,0.0295632286005488,0,0,0,0,0,0,0.372096125591005,0.0389075356094261,0,0,0.0743121669487002,-3.46944695195361e-18,0.013238212376204,0,0,0.0532028371997128,0,0,0,0,0,0,0,0,0,0.0447161971240761,0,0
