,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.1597437685112,0,0,-0.00949604887534629,-0.0818786728406602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168923411956026,0,-0.0192801380902776,0,0,0,-0.402330789604126,0,0,0,0,0.825694743774627,0,-0.214889760272619,0,0.308574775146636,0,0,0,-0.0356620627286148,0,0,0,0,-0.019698805014017
X601318.CH.EQUITY,0,0,0,0,0,0,0.15369871124759,0,0.115642014312881,0,0,0,0,0.0266034401393038,0,0.000228958515734503,0,0,0,0,0.0675855276426251,0,0,0,0.0811031539518508,0,0,0,0.02735645598181,0.0326417424642986,0,0.0565245797045393,0,0,0,0,0.339953992062169,0,0,0,0,0.0835246202373228,0,0,0.0367721901384848,0,0,-0.0715869690227893,0,0,0,-0.0335653827417448
X601939.CH.EQUITY,0.332157739198904,0,0,0,0.0101272116877982,0,0,0,0,0.00898862509874831,0,0,0,0,0,0,0,0.136668636395623,0,0,0,0,0.025504876366205,0,0,0,0,0,0.125110385532087,0.0814830111413926,0,0,0,-0.200626875608527,-0.0170368102152629,0,0,0,0,0.458404021946341,0,0,0,0,0,0,0,0,0,0,0,0.0998555777866357
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0164983920329444,-0.301446422322063,0.209696678963649,0,0.408080117520222,0,0,0,0.0997494760045276,0.165850122026573,-0.059252819082435,0,0,0,0,-0.0448632863100461,0,0,0,0,0,0,0,0,0,0,-0.683519527701212,0,0,0,0,0,0,0,0,0,0.251755265476886,0,0,0,0,0,0.142602147013184,0,-0.0983251018628785,0
X5.HK.EQUITY,-0.0678235025920264,0,0,0,0,0.00970865778127055,0,0,0,0,0,0,0,0,0,0.422588099115598,0,0,0.494866890173428,0,0,0.0449246925779257,0.0686130188820991,0,0,0,0,0,-0.130429085361796,0,0,-0.162307669335535,0,0,0,0,0,0,0,0,-0.147344499360755,0.204439742426726,0,0,0,0,0,0,-0.124838546143124,0,0,0
X601988.CH.EQUITY,-0.294960406399494,0,0,-0.0183673766714787,0.454220960151304,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755636702823458,0,0,0.7120818345688,0,0,0,0,-0.577213466445905,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.185872130651393,0,0,0,0,0.104392029604584,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.264370604128982,-0.0634314441713399,0,0,0,0,0,-0.0563762657696086,-4.33680868994202e-19,0,0.619157830248754,0,0,0,0,0,0,0,0,-0.0665877686463815,0.258079497118542,0,0,0,0,0,0.0746509228432195,0,0,0,0.169219044471257,0,-0.102185106388191,0,0,0,0,0,0,0,0.113069295943825,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0259827157382899,0,0,0.139541644708577,0.0219168969404598,0,0,0.114115532344809,0,0,-0.0548457230289569,0,0.0481839088222127,0.244479117101149,0,0,0,0,0,0,0,0,0,0,0.122917118840624,0,0,0,0,0.178623185603951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0413884431726699,0.0618836879368672,0.0502533859343472,0,0,0,0,0,0,0,0,0,0.351103410765516,0,0,0,0,0,0,0.0618010906338763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150422767325106,0.128087504741982,0,-0.0286662781458958,0.0155688426059785,0,0,0,0,0,0,0,0,0,0,0,-0.168173980535366
X601328.CH.EQUITY,0,0,0.043527030194163,0,0,0,0.101783116204785,0,0,0,0,0.372854121054479,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.202875112487238,0,0,0,0.0974620073783656,0,0.167244679647262,0,0,0,0,0,0,0,0,0,-0.158540226533163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.372579020102407
X601166.CH.EQUITY,0,0,0,0.24012512904073,0,0,0,0,0,0,0,0,0,0.53141411146322,0,0,0,0,-0.0623945960719179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169705335863586,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X600000.CH.EQUITY,0.0412375520062685,0,0,0,0,0,0.507104829104392,0,0,0.0534196203662159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268036376708435,0,0,0.140339966350018,0,0,0.0283365802028057,0,0,0,-0.14759351318587,0,2.16840434497101e-19,0,0,0,-0.329796109238602,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.254510644041171,0,-0.0921372398262102,0,0,0,0,0,-0.0192479394048528,0,0,0,0.107207241691339,0,0,0,0.12404851407459,0,0,-3.46944695195361e-18,0,0.034459844052084,0,0,0,0,0,0,0,-0.111749599627548,0,0,0,0,0,0.0077232712120551,0,0,0,0,0,0.236624758408609,0,0,0,0,0,0.0928680873165187,-0.129436626833618,0,0.178970514422505
X601601.CH.EQUITY,0,0.380909275548891,0,-0.0132068377542398,0,-0.226838878740638,0.0185351592546456,0,0.329998741952106,0,0,0,0,0,0,0.161026126001063,0,0.022929545412716,0,0,0,-0.11414395465421,0,0,0,0.118632290530423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175613674118833
X16.HK.EQUITY,0,0,0,0.0160153324798106,0,0,0,0.166286518094994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288739618459001,0,0,0,0.126175267487291,0,0,0.0866013192246353,0,0,0.16496209999548,0,0.0481775543208682,0,0,0,0,0,0,0.201228835412105,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0971279034665764,0,0,0,0,0,0,0,0,0.322167009910198,0,0,0,0,0,0,0,-0.0322306855280479,0,0,0.041564353837207,0,0.35958511256911,0,0,-0.398924749624342,0,0.377317288764996,0,0,0,0,0,0,0,0,0,0.156872399240408,0,0,0,-0.0360805957444653,0,0,0,0.102897913519014,-0.266133535579092,0
X11.HK.EQUITY,0.134425202613135,0,0,0,0.000225959547718831,0,0,0,0,0,0,0,0,0.0542856988334884,0,0,0,0,0.285581639502855,0,0,0,0,0,0,0,0,0,0,0,0,0.271541936122152,0,0,0,0,0.0187787307374821,0,0,0,0,0,0,0.0495459483025265,0,0,0,0,0,0,0,0.0723642212699022
X388.HK.EQUITY,0,0,0,0,0.0299588089133549,0,0.065447021630222,0,0,0,0,0,0,0.24305288995681,0,0,0,0,0.551761662652332,0,0,0,0.038784273566647,0,0.0758331889034401,0.0407028393972932,0,0,0,0,0,0,0,0,0,0,0,-0.25049220678025,0,0,0.0693439288942877,0,0,0,0,0,0,0,-0.0618064278035916,0,0,0
X2388.HK.EQUITY,-0.14565972281,0,0,0,0,0,0.0359036235256385,0,0.0342204914828531,0,0,0,0,0.0178229268290001,0,0,0.301981433777924,0.182394904729305,0,0,0.0905393725959322,0.271508593112806,0,0,0,0,0.100712552959614,0,0,0.0935389325816414,0.101391992817701,0.163446669095406,-0.0428680061665611,0,0,0,0.119146000763988,0,0,0,-0.0740166417925626,0,0,0,0,0,0,0,0,0,0,0
