,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0166879208430473,0.428153334361083,0.101612916400071,0.0846205910717471,0,0.0372474576262302,0,0,0,0,0,0.0388328488970203,-0.00743758455419828,0,0,0,0.0634278690579364,0.0473134397190449,0,0,0,0,0,0.10777367368169,0,0,0,0,0,0.0134204583290657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150012677707793,0,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0,0
X601939.CH.EQUITY,0.344375764915636,0,0,0.144798659578406,0,0.186333733081738,0,0,0,0.0487890851559516,0.0967775170591599,0,0,0,0,0,0,0,0,0,0,0.00106039290639678,0,0,0,0,0,0,0,0,0,0,0,0.0596745286405086,0,0,0,0,0,0,0.0109539627232489,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445705784176838,0,0,0,0,0,0,0,0,0.214467328327443,0,0,0,0,0,0,0,0.0893772188464384,0,0,0,0,0,0,0.0800957198731086,0.0313958717066792,0,0.0324270513630677,0,0.0823954262516232,0,0,0,0,0,0,0,0,-0.0307346690160104,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464183929318542,0,0,0,0,0,0,0,0,0,0,0.146080697671547,-0.373564874106489,0,0,0,0,0,0,0,0,0,0,0,0.121446809165893,0,0,0,0.43852729424777,0.030188778276733,0,-0.601389288156377,0,0,0,0,0,0,0,0,-0.282984081220977,0,0,0,0,-0.315684520915538,0
X601988.CH.EQUITY,0.0142116667423893,0,0.304873885321858,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.114281249058183,0,0,0,0,0.0495723954437783,0,0,0,0,0.588271106406896,0,0,0,0,0,0,0,0,0,0.0194159583750115,0,0.0224497310123503,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.03739194556871,0,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328767295787187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957913337042137,0,0,0,0,0,0,0.135139459516339,0,0,0,0.119650131029703
X601628.CH.EQUITY,0,0,0,0,0.0185664345163989,0,0,0,0,0,0.13193161885469,0,0,0,0,0.0210921772550645,0.00725419321584995,0,0,0,0,0,0,0,0,0,0.070475559673581,0,0,0,0,0,0,0,0.28166898040462,0,0,0,0,0,0.0879363564061165,0.197888045532363,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155348083521985,0,0,0,0,0,0,0,0,0,0.10585493984364,0,0,0,0,0,0,0,0.0225319359328076,0.091438703791084,0,0,0,0,0,0.112296387381232,0,0,0,0.0607324292797433,0,0,0.0570988418483101,0,-0.0244510118025271,0,0,0,0.168349974948828,0.244330936547122,0,0,0,0,0,0,0,0.0196671584107871,0,0,0
