,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.402517093486568,0,0.127570189073807,0.0467675560134193,0,0,-0.0313506262883425,0,0,0,0,0,0,0,0.0821553289106381,0,0,-0.0366019742077871,0,-0.0097310016047778,0,0,0.033609827480958,0.00517569247077255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882528047007842,0,0.0229259721674828,0.233453220485025,0,0,0,0,0,0,0.0496782934662591,-0.0607449611611964
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0144765532237291,0,0,0,0,0,0.160917184953082,0,0,0,0.347250063900352,0,0,0,0,0,0,0,0.0219331414746861,0,0,0,0,0,0,0,0.206043709295666,0,0.0816847819579702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160471497086664
X601939.CH.EQUITY,0,0.0756076000440255,0,0.781949333880796,0,0,0,0,0,0.0384812186103509,0.0585349624427965,0,-0.0433267458113483,0.00710625014478114,0,0.0733654316139717,0,0,0,-3.46944695195361e-18,0,0.00279926315181903,0,0,0,0,0.0427034773139693,0,0,0,0,0,0,0,0,0.077077346836712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0846330133111296,0,0.95338661501703,0,0,0.00648298702443687,0,-0.0529669576475857,0,0.0184114290796155,0,0,-0.0377539689500584,0,0,0,0,0,0,0,0.017212455567449,0,0,0,0,0,0,0,0,0,0,0,0.0322349256613094,0,0,0,0,0.00500851097768872,0,0,0,0,-0.0667097725613923,0,0,0.0511823536680926,0,0,0,0,-0.133743680827411,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0,0.0409655882568789,0,0,0,0,0,-0.0830627142666704,0,0,0,0,0,0,0,0,0,0,0.0149036956643044,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338792166477417,0,0,0,0,0,0,0,0,-0.0303870278034716,0,0,0,-0.0254350570221675,0,1.00703727788978,0,0,0,0
X1299.HK.EQUITY,0,0.0283551645375079,0,0,0,0,0,0,0,0.191290822823763,0,0,0.178101352235058,0,0,0,0,0,0,0,0,0,0.316541060353905,0,0,0,0,0,0,-0.0553625682871333,0.0478729750741137,0,0,0,0,0,0.0729022498818728,0.07184246956309,0,0,0,0.163825494709006,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12471224247296,0,0,0,0,-0.191397106387716,0,0,0,0,0,0,0,0.0743237316192455,0,0.360631858014586,0.0907808618511057,0,0,0,0,-0.0727644210495487,0,0,0.207591627595594,0,0,0.0623488906316957,0,0,0.162350098504884,0.214779742378816,0.117404945347911,0,0,0,0.412589393314903,0,0,0
X388.HK.EQUITY,0,0.244471989986296,0,0,0.198883119341959,0,0,0,-0.0622166437686707,0,0,0,0,0,0,0,0,-0.0278277375721472,0,0,0.0436076231867781,0,0.114038676738282,0,0.100313342577716,0,0,0,0,0,0,0,0,0,0,0,0,0.241500481270042,0,0,0,0,-0.0409718360954432,0,-0.151011611059004,0.162685669046188,0,0,0,-0.0785782559561498,0,0,0.222266417960391
