,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0959748167319887,0,0.421797354756154,0,0.0461210498265739,0,0,0.236537835333365,0,5.55111512312578e-17,0.151847677066794,0,0,0,0,0,0.0143863912674607,0,0.0112473706278729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058095648760129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526514345562705,0,0,0,0,0,-0.111428117580148,0,0,0.035236266740689,0,0,0.380744005911103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167700678224964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729220488117435,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0,0
X601288.CH.EQUITY,0.335453043935682,0.0827253842447387,0,0,0.396706532333722,0,0,-0.0481451852077293,0,0,0.0426035437564057,8.67361737988404e-19,0,0,0,0.0985926299898608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205017311178636,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0325648413565985,0,0,0,0,0,0,0,0,0,0,0,-0.0188787731223879
X601988.CH.EQUITY,0,0.0529639686504985,0,0.319535598949216,0,0,0,0,0,0,0.183366769723952,0,0,0.0833204492669252,0,0,0,0.202486858075976,0,0,0,0,0,0,0,0,-0.00828123516743014,0.0411554449850485,0,0,0.0791390764625358,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0644181193247253,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171655247924829,0,0,0.00834646890412564,0,0.551752689391075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108880374299,0,0.052940180152417,0,0.0791902432763946,0,0,0,0,0.108987387727962,0,0,0,0,0.0567934539182795,0,0,0,0,0,0,0.10428650180919,0,0,0,0.0654316682706733
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349432770163102,0.0943553154375807,0,0,0,0,0.163977528499481,0,0,0.0716509716729151,0,0.118624906969787,0,0,0,0,0,0,0.0528937708575201,0,0.139749722237715,0,0,0,0,0,0,0.0563206257160338,0,0,0,0,0,0,0.196943721344446,0,0,0,0
X5.HK.EQUITY,0,-0.206293618124055,0,-0.0321683140912108,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265114754233196,0,0,0,0,0,1.41168909422136,-0.821086560613548,0,0.174725976948904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194734614882404,0,0,0,0,0,0,0,0,0.392817666629463,0,-0.134747129234711,-0.234901691950856
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0,0
X601658.CH.Equity,0,0,0,0.343475285445728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394306344132763,0,0,0,0.327634691693318,0.625699111524413,0,0,0,0,0,0.029390046296447,0,0,0,0,0,-0.107386270720251,0,0,0,0,0,0.124971191268071,0,0,-0.531754412725113,0,0,0
