,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.334898945209674,0.318226489096593,0,0.0738332202150429,0,-0.0907063222453137,0,0,0.183736205402685,0,0,0,-0.04053664973393,0,-0.0819769641879686,0,0,0,0,0,0.0330412009648577,0,0,0,0,0.0111959320583569,-0.0382146648213011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701296061929029,0,-0.102534385587403,0,-0.0739710584472136
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.193435416759,0,0,0.298910490657755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06886537558765,0,0,0,0,0,0,-0.248745358709617,0.276186979005912,0,0,0.180879177624001,0,0,0,0,0.060392718866711,0,0,0,0
X601939.CH.EQUITY,0.436677636535979,0,0,0.0892510386234661,0.114497527748495,0,0,0,0,0,0,0,0.140310460183868,0,0,0,0,0,0,-1.38777878078145e-17,0.132080921122214,0,0.011421767477857,0.0319484722809607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328095936772994,0,0,0,0,0.00722433084412155,0,-0.174741343478694,0,0,0,0,0,0
X601288.CH.EQUITY,0.413444495755481,0,0.189517729651758,0,0.151932093797709,0.0575372839388021,0,0.037998418596067,0,0,0,0,0,0.0100797955864084,0,0,0,0,0,0,0,0,0,0,0,0,0.0554585808128039,0,0,0,0,0,0,0.0619935613582209,0,0,0,0.0894027982566168,0.14205897139513,0,0,0,0,0.0602805097881484,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.274833183553976,0,0.0780176695977275,0,0,0,0,-0.278433831446174,0,0.251879740662696,0,0,0,0,0,0,0.093320992096294,0,0.0428112725517466,0,0,0,0.519504773891339,0,0,-0.0403477905321126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777766474943306,0,0,0,0,0,0,0,0,0,-0.313987289751394,0
X601988.CH.EQUITY,0.0758508368050886,0,0.189453581830494,0.141013209074888,0,0,0,0.0829039744683496,0,0.119631055326636,0.256501489488898,0,0,-0.318419149016964,0,0,0,0,0,0,0.0248689425566337,0,0,0,0,0,0.075093199490486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043731181627979,0,0,0,0.139444060936467,0,0,0,0,0.00865940455200862,0,0.0834286663874932
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0,0
X601628.CH.EQUITY,0,0,0,0.184612698110127,0,0,0,0,0,0.0806178864177018,0,0,0,0,0,0,0,0,0,0.232091840114954,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0825594254953042,0,0,0,0,0,0,0.157475896544304,0,0,0,0,0,0,-0.0813971845224629,0.00564572727192721,0.155689231881324,0,0.0812991494287198
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638760344365036,0,0,0,0.19984343680864,0.0167820774181798,0,0,0.112075325501755,0.187534623755734,0,-8.67361737988404e-19,0,0,0,0,0.346723358453441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697497899645761,0,0,0.0199257833371129,0.0228489724981464,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.185400967912706,0.0895716991018048,0.0718278362796687,0,0,0,0,0,0,0.157035903053466,0,0,0,0,0,0,0,0,0,0,0,0.0547521534802887,0,0,0,0,0.401902078908602,0,0.137283649397815,0,0,0,0,0,0.0719915726580852,-0.00222314345835594,0,0,0,0,0,0,0,0,0,0,-0.119655246232171
