,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240179772331086,0,0,0,0,0.422830160349994,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.072951701862275,0,-0.210394600666012,0.504023495120998,0,0,0,0,0,0,0,0,0,0.104160156787989,0,0.0159675169225258
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.253734068195679,0,0,0,0,0,0,0,0,0.0352518000094934,0,0,0,0,0,-0.0128642214004674,0,0,0,0,0,0,0.0563753141632167,0,0,0,-0.141861375555225,0,0,0,0,0,-0.000300046368008048,0,0,0,0,0.0472911738925428,0,0.0481419170919077,0.511931010852777,0,0,0,0,0,0,0,0,0,0,0.116909501746304
X601288.CH.EQUITY,0,0,0,0,-0.169118956346774,0,-0.00961552303502524,0,0,0,0.432443121936701,0,0,0,0.359288596672886,-0.118730744554088,0,0,0,-0.15271684758161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169390997329962,0,0,0.0463985534935881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135540901301661,0.403620650971198,0,0,0,0,0,0,0,0.182256954809548,0,0,0,0,0,0,0,0.0608195727850942,0,0,0,0.0351151309977593,-0.133452087132532,0,0,0,0,0,0,0,0,0,0.0692490662944123,0,0.158508066790753,0,0,0,0,0,-0.171523644357128,0,0,0.118245530401091,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.273229266080592,0,0.0429947008147127,0,0.0430342025715214,0,0.109110417022222,0,0,0,0.130654824607277,0,0,0.0968098884203291,0,-0.0307354940470357,0,0,0,0,0.0495640889294888,0,0,0,0,0,-0.270044575772159,0,0.10727032836396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880604971847725,0,0
X1299.HK.EQUITY,0,0,0,0,0.284783909285547,0,0,0,0,0,0,0,0,0,0,0,0,0.129032272850192,3.46944695195361e-18,0,0.0602275139730962,0,0,0,0,0.0682585826343086,0,0.120631127562525,0,0.0946053488865328,0,0,0,0,0,0,0,0.311343192184316,0,0,0,0,0,-0.202515338015054,1.73472347597681e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.755856026199193,0,0,0,0,0,0,0,0,0,0,0,0.147910190324911,0,0,0,0,0,0,0.0386979789163089,0,0,0,0,0,0,0,0,0,0,0,-0.00949188628975922,0,0,0.0207250613214227,0,0.00343385041454366,0,-0.204212701525157,0,0,0,0.0517780967460608,0,0
X601166.CH.EQUITY,0.135156279830342,0,0,0.262413503319621,0,0,0,0.0965627226980469,0.00216352694916833,0,0,0,0.307753424158106,0,0,0,0,0,0.0342313791193666,-0.0148000953888072,0.025352739183911,0,0,0,0.0532528822032299,0,0,0,0,0,0,0,0.117085588977242,0,0,0,0,0,-0.164437331896377,0,0,0,0,0,0,0,0,0,0,0.062491111933708,0,0
X601319.CH.EQUITY,0,0,-0.0104040364622479,0,0,0,0,0,0,-0.0230444261352327,0,0,0,0,0,0,0,0,-0.196044777689518,0.0586625726958728,0,0,0,0,0,0,0,0.00575447342402548,0,0,0,0,0,0,0,0.199277047307768,0,0,0,0,0,0,0.470482031128901,0,0,0.0750445565979975,0,0,-0.0271886696232957,0,0,0.0596863599930999
X600000.CH.EQUITY,0.00958886199227484,0,0,0,0,0,0,0.0280742132877052,0,0.208817413162838,0.470361394648253,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0405723728985672,0,0,0,0,0,0.332844051713875,0,0,0,0,0,0,0,-0.0776815856790125,0,-0.195511507534456,0,0,0,0,0,0,0,0,-0.0728959211135186,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-0.085412304103908,0,0,0,0.0577053111633739,0,-0.0292035713407749,0,0,0,0.144373818637658,-0.191281939796004,0,0,0,0,0,0,0,0,0,0,0,0,0.342570974926835,0.156221867919349,0,0.222109542687799,0,0,-0.0357250622875812,0,0.561507093046427,0,0,0,0,0,0,0,0,0,0,-0.0266805867201333,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0961844303085399,0,0,0,0,0,0,0,0,0.0191077983348347,0,0,0.0822359324468909,0,0,0,0,0,0,0,0,0.234228185741723,0,0,0,0,0,0,0.265549525454714,0.450177415722816,0,0,0,0,0,0,0,0,0,0.146996782448311,0.0752831469055018,0,0,0,0,0.100666885869773,0,0.0327815972754139
X11.HK.EQUITY,0.0190879596437247,0,0,0,0.0548582844110782,0.131825679913026,0,0,0,0,0,0,0,0,0,0,0,0,0.312664841581713,0,0,0,0,0,0,0,0,0,0,0,0.579051544075585,0,0,0,0,0,0,0,-0.232979563541957,0.048477229759204,0.0644009653671489,0,0.396477761580373,0,0,0,0.0144504705793348,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.104650783581694,0.157232643739842,0,0,0,0,0,0.110959868769819,0,0,0,0,-0.109719741626693,0,0,0,0,0,0.134770225779343,0.0841871538185162,0,0,0,0,0,0,0.120475811333209,0,0.0439070959124422,0,0,0,0,0,0,0,0,0,0,0,0,0.0629099824174306,0,0.00545372180169234,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151221745341882,0.0232490706578526,0,0.571983809345292,0.0402529966439769,0,0,0.00880226208012928,0,0,0,0,0.148906000920774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.221488903682241,0,-0.187886237479573,0.214328794493847,-0.466867763447419,0,0,0,0,0,-0.154374868586191,0,0,0,0,0,0.591948048679436,0,0,0.300512111305106,0,-0.311434127204125,0,0,0,0.121940199535727,-0.15660393077808,0,0,-0.240863671523561,0,0.305251056715753,-0.113611711565091,0,0,0,0,-0.0411656839727569,0,0.0363444848946669,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.024346841793155,0,0.00146790349122232,0,0,0,0.141223359651427,0,0,0,0.0845414590849899,0,0,0,0.356952784693132,0,0,0,0.0169996657875847,0,0,0,0,0,0,0,0,0,0,0,0,0.064483839971285,0.0671058015992734,-0.423072892904571,0,0,0,0,-0.235914622403042,0,0,0,0,0,0
X688.HK.EQUITY,0,0.0490944826788791,0,0,0,0,0.17876546847186,0,0,0,0,0,0,0,0,0.0269285837900166,0,0,0,0.0580956255547351,0,0,0.126808659852659,0,0,0,0.201189979738741,0,0,0,0,0,0,0,0,0,0,0,0,-0.066258192149225,0.318362459633314,0,0,-0.11596068869454,-0.24630265455466,0,0,0,0,0,0,0.0147118298246224
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409572461005038,0,0,0,0,0,0,0.292179036837204,0,0,0.281158580196285,0,0.35109585308834,0,0,0,0,0,0.0340480565409856,0.0010656987149767,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0242297171967475,0,0,0,0,0,0,0,0.0589907888541716,0,0,0.0994529919591343,0,0,0.155926169772412,0,0,0.130107451441345,0,0.0775592790988432,0,0,0.226356059336332,0,0,0,0,0,0,0,0,0,0,0,0,0.0628663277883472,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.218316747304366,0,0,0,0.0605697930067064,0,0,0,0,0,0,0,0,0,0,0,0.148025398096238,0,-0.029089320714242,0,0.0259406722590916,0,0.0381212813208065,0,0,0,0,0,0,0,0,0.261804112923139,0,0,0,0,0,0,0,0
