,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.113014871440378,0,0.0508406111915538,0,0,0,-0.0755892367015299,0,0,0,0.49600707592355,0,0,0,-0.07222961345856,0,0,0,0,0,0,0,0,0,0,0,0,0.0561555500248538,0,0,0,0,0,0,0,0.0887723258408876,0,0,0,0,0,0.216239127675412,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0,0,0
X601939.CH.EQUITY,0.337111938770915,0,0,0.288729697545358,0,0.0969801565493421,0,-0.0381397332050982,0,0,0,0,0,0,0.140823904661804,0.0375652431950981,0,0,0,0,0,0,0,0.069665632167673,0,-0.074157124465185,0,0,0,0,0,0,0,0,0,0,-0.0981949652582905,0,0,0.320403161124109,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0
X601288.CH.EQUITY,0.419702471132355,0,0.104723172311884,0,0,0.208576897988174,0,0,0.0736814581668002,0,0,0,0,0,0,-0.0472098955650734,0.0573845985313241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159996395253286,0,0,1.73472347597681e-18,0,0,0,0,0,0.176760975102585,0,0,0,0
X5.HK.EQUITY,8.67361737988404e-19,0,0,0.250743730920545,0,0.109641515288514,0,-0.334997937141874,0,0,0,0,0.0549194938995677,0,0,0,0,0,0,0,0.471330967068013,0,0,0,0,0.39919742338143,0,0,0,0,0,0,0,0.0353769923994308,0,0,0,0,0,0,0,0,0,0,0,0,0.203952934239411,0,-0.106653049433525,0,0,0,0
X601988.CH.EQUITY,0.164532012321092,0,0.258544742259649,0.0372730968380899,0,0,0,0,0.111847530831506,0,0.125785287152771,0,0,-0.222790586003778,0,0,0,0,0,0,0,0,0.0482832991223212,0.197337569098888,0,0,0,0.0316123651480228,0,0,-0.0513303155008038,0,0,0,-8.67361737988404e-19,0,0.0325907702837933,0,0,0,0,0,0,0.114894435128106,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.144016683916196,0,0,0,0,0.162448634944407,0,0.33841199470485,0.100901506571125,0,0,0,0,0.142802645516287,0,0,0,0,0,0,0,0,0,0,0.0976477270074495,0,0,0.0311545139034937,0,0,0,0.0897527066541781,0,0.0108923953487418,0,0,0,0,0,0,0.00943792003254576,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0282730811486619,0,0,0,0.179918990824132,0,0,0,-0.144994667005528,0,0,0,0,0.295989971956865,0.304614841113343,-0.060875422846676,0,0,0,0,0,0.146130570885853,0,0,0.0865011529603452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797586429900939,0,0.0863300774162558,0,0,0,0,0,0.0253799355086768
X601628.CH.EQUITY,0.25781003014281,0.225085073539884,0,0,0.0199044656808688,0,0,0,0,0,0.0208312811729367,0,0,0,0,0,0,0.00292281416376626,0,0,0,0,0,0,0,0,0,0.0426417080940539,0,0,-0.00395545790726516,0,0,0,0,0,-0.026060514389933,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0313971322727746,0,0,-0.164582649653937,0,0,0.152942736584182
X601658.CH.Equity,0,0,0,0,0,0,-0.0528926821059379,0,0.0773948909591707,0,0,0,0,0,0,-0.190250533314672,0,0.0420689620315086,0,0,0,0,0,0,0,0,0,0,0,0,0.118824551302094,0,0,0,0,0,0,0.0611102354852571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517774808725598,0,0
