,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236935242872679,0,0.215749307471765,0,0,0,0,0,0,0,0.013513278035413,0.256301405096583,0,0,0,0,0.0976980067166064,-0.0786086269682976,0,0,0,0,0,0,0,-0.13790836476232,0,0,0,0,0,0,0,0,0,0.0437941431753936,0,0,0.110533344898661,0,0,0,0,0,0,0,0.0671701017532989,0,-0.0157632302060005,0,0,0.0439547756712087
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659584545724386,0,0,0,0,0,0,0,0,0,0.083376519577714,3.46944695195361e-18,0.0332881198630845,0,0,0,0,0,0,0,0,0,0,0,0.00166225852870735,0,0,0,0,0,0.0561435402847269,0,0,0.241399796880617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292732698219255,0,0.0903919944887314,0,0,0.401065873381773,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0263150105767206,0.12178167031341,0,0,0,-0.048113109498418,0,0,0,0,-0.0445149688721947,0,0,0,0,0,0,0,-0.0460598755852778,0,0,0,0,0,0,0.141960408118204,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.209990458976219,0,0.242769441722529,0,0,0,-0.0531617550741187,0,0,0,0,0.196492849746404,0,0,0,0,0,0,0,0.489124530540372,0,0,0,0,0,0,0,0,0,0.308397904341916,0,0.0388381065909097,0,0,0,0,0,0,0,0,0.0476164673241496,0,0,0,0,0,0.2123768833631,0,-0.0736228630943943,0,-0.0783361139096342,0
X601988.CH.EQUITY,0.184991763318387,0.0381255498823093,0.209924850067006,0,0,0,0,0,0.143296166285436,0,8.67361737988404e-19,0.0171157095823667,0,-0.20246573867535,0,0,0,0,0,0,0.0785840038433694,0,0.154293219281045,0,0,0,0,0,0,0,0,0,0,0.0527111335806364,-3.46944695195361e-18,0,0.0295655279528003,0,0,0.19485728520026,0,0,0,0.0828906578553455,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135277585620288,0,0,0,0.120739533967125,0,0,-0.0793501027724085,0,0,0,0.23124086967459,0,0,0.0624426275967829,0,0,0.0307411209870166,0,0.0316513287829603,0,0.0585817633477954,0,0,0,0,0.0187274439550467,0.25062990903346,0,0.00377225640955515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.172585677767442,-0.448775612907545,0,0,0,-0.109884809043434,0,0,0,0,0,0,0.642718650723106,0,0,0,0,0.182599525437813,0,0,0,0,0,0,0.0268220612238301,0,0,0,0,-0.568186054918589,0,0,0,0,0,0.0174852943873112,0.526536723163871,-0.222446489415945,-0.0467011033640489,0,0,0,0.0647410155747122
X601166.CH.EQUITY,0,0,0,0,0,0,0.462004410063393,0.021291730842634,0,0,0,0,0,0,0,0,0,0.00149313132280379,0,0,0,0,0,0,0.0543117760127161,0.0958519914607193,0,0,0.355084008526559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708806783619156
X601328.CH.EQUITY,0,0,0.0665031714299881,0,0.0125218497988362,0,0.0183581886717938,0,0,0,0,0,0.545094089672413,0,0,0,0,0,0,0,0,0,0,0,0,-0.00947215866479474,0,0,0,0,0,0,0,0.151258436945795,0,0,0,0,0,0,0,0.0761735752633202,-0.047590638475011,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-6.93889390390723e-18,-2.16840434497101e-19,0.0919935393026968,0.0332655397166215,0.0710179294215094,0,0,0,0,0.243479404160478,0,-0.0371228437447926,0.409946939983171,0,-0.0964498075695552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526283122674618,0,0,0,0,0,0,0,-0.0317326491914205,0.0751076197203352,0.309540257819387,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0345452770043586,0,0.0566634427358702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011527179153146,0,0,0,0.117919368013956,0,0,0,0,0,0,0,0.48646539820848,0.0193403348672477,0,0,0,0,0,0.24273098672561,0,0,0,0,0,0,0,-0.154596137554288,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.296550675088097,0,-0.133317617141967,0,0,0,0.011382637662044,0,0,0,0,0,0,0.137134099209571,0,0,0,0,0.160308278159014,0,0.178157884328328,0,0.291495027441775,0,0,0,0,0,0.295792539121033,0,-0.134424270361348,2.16840434497101e-19,0,0,0,0,0,0,0,0.143779523584754,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0624066503849391,0,0,0,0,0,-0.134508213931319,-0.0696908170230118,0,0,0,0,0,0,0.0695355087705202,0.019460093005328,0,0,0,0,0.375266709679324,0,0,0,0,0,0,0,0.185145973155545,0,0.0929878891233971,8.67361737988404e-19,0,0,0,0,0,0.0199925781450069,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.114962800479998,0.371615708943551,0,0.157134343420846,0,0,0,0,0,0,0.0298452586546741,0,0,0,0,0,0,0,0.0189919570265174,0.0748102314874302,0,0,0,0,0,0.0643144662530679,0,0,0.094208336304072,0,0.216031044214486,0,0,0,0,0.0827828275059562,0.142001005719433,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0505142218778735,0,0,0,0.027189654431002,0.0926203026621526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468753682271244,0,0,0,0.0615680547724416,0,0,0,0.057526350859432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734966067940409,0,0,0
X688.HK.EQUITY,0,0,0,0.00938217038042181,0,-0.170551562194909,0,0,0.193431635134307,0,0,0,0,0.29924486173866,0,0.282347198969993,0,0,0,0,0,0,0,0,0,0,0,0.395379657065205,0,0,0,0,0,0,0,0,-0.223751457230518,0,0,0,0,0,0.101121733715174,0,0,0,0,-0.00983345824277821,0,0,0,0,-0.198872904874664
