,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.22283887751481,0,0,0,0,0.372391064252194,0,0,0,0,0,0.0285624488405967,0,0,0,0,0,0,0,0,0,0,0,0.25458198908083,0,0,0,0.0173510963758425,0.0257080523347236,0,0,0.0729569356219686,0,0.0608127511327821,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898799066982416,0,0,0,0
X601318.CH.EQUITY,0,0,0.0902245793271708,0,0,0,0,0.0210897028233495,0.259592395505462,0,0,0,0,0.0388612585874016,0.318320523146713,0,0,0,0,0.07878421377674,0,0.0469440185845727,0,0,0,0,0,0.29583876516609,0,0,0,0.0408371324391044,0,0,0,0,0,0,0.0397648029255942,0,0,0,0,0,-0.116094925475593,0.0191596649769381,0,0,0,0,0.0633226532940251,0,0
X601939.CH.EQUITY,0.285370175106173,0.19199678787601,0,0,0,0,0,0.499598526703214,0.0863438936436537,0,0,0,0,0,0,0,0.014580403729924,0,0,0,0,0,0,0,0,0,0,0.0635547763689285,0,-0.0184009427392026,0,0,0,0.0457490466982414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182827340242881,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931163,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,2.16840434497101e-19,0.476679996846726,0,-0.0797997756975403,0,0.0436305999413615,0,0,0,0,0,0,0,0.0403033634254577,-0.00340780807556182,0,0.0584579091962607,0,0,0.173853683665985,0,0.0947355610162364,0,0,0,0,0,0.0996848055290837,0,0,0,0,0,0,0,0,0,0,0,0,0.026102678258602,0,0,0,0.0773707342402945,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.100171209192704,0,0.223754477543284,0,-0.029781230673459,-0.0259988739076787,0,0,0,0,0,0,0,0,0,0.190086858893334,0,0,0,0,-0.00122528232577043,0,0,0,0,0,0.145871737418474,0,0.0640639708471846,0,0,0.169551538137232,0,0,0,0.186217183843624,0,0,0,0,0,0.217723918241852,0,-0.0896127119166734,0,0
X601628.CH.EQUITY,0,0,0,-0.0135873277177561,0,0,0,0,0,0,0,0,0,0,0,-0.0236580676698792,0,0,0.107303907218435,0,0,0,0,-0.148065798426594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467457334268346,0.00455621330331365,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0295086353109273,0
X601988.CH.EQUITY,0,0,0,0,0.525072393327879,0,0,0,-0.00801061617902502,0,0,0,0,0,0,0,0.286920616146204,0.135143732424634,0,0.0435065410003621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418248895721539,0,0,0,0,0,0,0,0,0,0,-0.0982322049347013,0.00136774975521979,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0209234862694996,0.0846682073026398,0,0,0,0,0,0,0,0.163242980591295,0,0,0,0,0,0,0,0,0,0,0,0.0815561053349584,0,0.100921684032381,0,0,0,0,0,0,0,0,0.105617296489796,0,0.0850747770180642,0,0,0,0,0.376687531032735,0,0,0,0,0,0.0849465682656866,0,0,0,0,0,-0.0571634330839431
X388.HK.EQUITY,0,0,0,-0.21157542213938,0,0.300495994416485,0,0,-0.0209676167249863,0,0,0,0,0,0,0,0,0,0.0814477636784888,0,-0.136225872021913,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513584036537931,0,0,0,0,0,0.0460673965403518,0,0,0,0.261549536450783,0,0,0,0.10822875739976,0,0,0.157645635487487,0,-0.134245215339568
