,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0594368498386147,0,0.131850312624512,0.170346894835999,0,0.348042052964847,0,0,0,0.00236321545936193,6.93889390390723e-18,0.13331803032766,0,0,0,0,0,0,0,0,0,0.0110533233364916,0,0.00474986600237405,0,0,0.112235261490212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.168833274003739,0,0,0,0,0,0,0,0.295345846189369,0,0,0,0,0,0,0.328782318344486,0,0,0,0.0252135459124464,0.0741106683095835,0,0,0,0,0.0767293795040344,0.0176216698217996,0,0,0,-0.0944308784032318,0,0,0,0,0,0.0661305399589311,0,0,0.0280446377691398,0,0,0,0,0,0.0330801045693707,0,0,0,0,0,0,-0.0131563047058555
X601939.CH.EQUITY,0.267984988036899,0,0,0,0,0,0,0,0,0,0,0,0,0.414933461841393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194533979746891,0,0.108783801023729,0,0,0.00680108396203393,0,0,0,0,0,0,0.00387809922118631,0,0,0,0
X601288.CH.EQUITY,0.343779498492018,0,0.0424138826599468,0,0,0.468780705911739,0,0,0,0,0,0,0,0,0.0357187844058452,0,0,0,2.77555756156289e-17,-0.010950089215216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112853394346839,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.00515407075416667,0,0,0,0.168843352380731,0,0.155713929769074,0,0,0.358568853455692,0,0,0,0,0,0,0,0,0.041462176619995,0.68771895164805,0,0,0,0.0233488599473317,0,0,0,0,0,0,0.0870192717364931,0,0,0,0,0,-0.0387577965950457,-0.253743360485899,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.134448531410317,0.0556996334634996,0,0,0,0,0,0,0.113633834397927,0,0.0705221339474081,0,0,0.115549819632334,0,0,0,0,0.0684082575705222,0,0.15838660399392,0,0,0.11505209531995,0,0,0,0,0,0.0231103659821429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111017452890579,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146693267727798,0,0,0,0,0,0,0,0.358920587892508,0.0238551478626464,0,0,0,0,0.180206586291821,0.266887655367199,0,0,0,0,0,0,0.268724401707625,0,0,0,0,0,0,0,0.00966705463092873,0,0,0,0,0,0,0,0,0,0,0,0.0744841335115266,0,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.144912215046166,0,0,0,0,0,0.202765194123025,0,-0.0846164356599159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204714731562624,0,0,0,0,0,0,0,0,0.677133748673756,0,0,0,0,0,0.520813643970844,-0.138400122881075,0,0,0,0
