,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0396375956036092,0.546639611424013,0,0,0,0,0,0,0.0134127991456679,0.150979787929845,0,0.0875509644961554,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0367674428922732,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0837920458564465,0,0,0,0,0,0,0,-0.0426998855005453,0,0,0,0,0.000297005813683382
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0,0,0
X601939.CH.EQUITY,0.153622011382332,0,0,0.609787883573467,0,0.0159903913298668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133562625665239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726887427007531,0,0.0118001666373534
X601288.CH.EQUITY,0.0485206444781346,0.0433239443615806,0.194821942733711,0,0,0,0,0,0,0.123597959545055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168417279055626,0,0,0.207686004134358,0.116605644553132,0,0,0.0106134792080863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0674692032587965,0,0.35895865118516,0,0,0,0,0,0,0,0.209287500171391,0,0,-0.066857335937585,0,0,0,0,0,0,0.100646868843,0,0,0.318757827593505,0,0,0,-0.172511272111653,0,0,0,0,0,0,0,0,0.216398472562697,0,0,-0.0721426269752886,-0.370878039647276,-0.0380345531678916,0,0,0,-0.252391623898636,0
X601988.CH.EQUITY,0.11311381527481,0,0.0129904480976803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584517316824054,0.0340864459865609,0,0,0,0,0.149633125367538,0.0115778892410698,0,0,0,0,0,0,0,0,0.0618323432451916,0,0,0,0,0.00168930183620042,0,0,0,0,0,0.0883543901536534,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.0211480598276291,0.0375948959012555,1.73472347597681e-18,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065732728139966,0,0.072193142896422,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255436305147411,0,0,0,0,0,0,0,0.208588387760454,0,0,0,0,0,0.0577512315765367,0,0,0,0,0,0,0,0.0460972764157567,0,-0.0724590969830406,0.115057454227153,0,0.332852208857305,0,0,0.190452205333889,0,0,0,0,0,0,0,0,0,-0.0765729603383569,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170976617890842,0,0,0,0.115073880587633,0,0,0,0,0,0,0.259994212448169,0,0,0,0,0,0,0,0.227993783730257,0,0,0,0,0,0.0668128903002848,0,0,0,0.00596175363848142,0,0,-0.00594259681872745,0,0,0,0.202500015524585,0,0,0,0,0,0.00227628850616397,0,0,0,0.0287865920943383,0,0,0
