,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.481921232816247,0.133252262008678,0.0196605910187329,0,0,0,0,0,0,0,0,0,0,0.0574637185704967,0,0,0,0,0,0,0,0,0,0.0536529008097478,0,0,0,0,0,0,0.106257706787479,0,0,0,0,0,0,0.0167597305518568,0,0,0,0,0.0876686682071862,0.150571372665512,0,0.169503509701568,-0.188485462455756,0.0486515824454015,0.0651892109918785
X601318.CH.EQUITY,0,0,0.0482032379344688,0.154569169215588,0,0,0,0,0.126923857838788,0,0,0.0649979262316963,0.0223179744598292,0,0,0.019271328061618,0,0.123807543822672,0,0,0.181854638447437,0,0,0.119931772232731,0,0,0,0,0,0,0.0572494518028187,0,0,0,0.00564923223542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120332628307926
X601939.CH.EQUITY,0,0,0,0,0.215814797882375,0,3.46944695195361e-18,0,0,-0.0372225217638631,0,0.151457794565721,0,0.0518348366922797,0,0,0,0,0.127624144299484,0.00836419770940751,0,0,-0.0205619619067161,-0.147748541014308,0.484076010673141,0,0.142662751169348,0,0,0.0283849733420341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437712305249229,0
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0901653325173177,0,0.088189039548874,0,0,0.132357702639044,0,0.354849143573055,0,0,0,0.0674704228004872,0,-0.0182978372469084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124444680529648,0,0,0,0,0,0,0,-0.0060596911503505,0,0,0,0,0.0642383864821993,0,0,0.114888028259693,0,0,0,0,0,0,-0.0689155207742189,-0.0770759038563366
X601628.CH.EQUITY,0.133456738452366,0,0,-0.0328239168237088,0.0337648540080019,0,0,0,0,0.13699150989758,0,0,0,-0.110725702338533,0,0,0,0,0,-0.0526025335235574,0,0,0,0.0721933876263293,0,0,0,0,0,0,0,0,0,0,0,0.656171864906926,0,0,0,0,0,0,0,0,0,0,0,0.107887396858017,0,0,0,0,0.144046744279314
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145264264829272,0,0,0,0,0,0,0,0,0,0,0,0,0.103741039949873,0,0,0,0,0,-0.267779979314765,0,0,0.00125864179741156,0,0,0,0,0,0,0.0780130089743088,0.301272889748074,0,0.160632038634663,0.068970161629343,0.106963528031134,0,0.0521510741762107,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0339890937699305,0,0,0.197260148009758,0.450745061735547,0,0,0,0,0,0,0,0.106723426814212,0,0,0,0,0,0,0.0995528868318511,0,-0.0583077936973477,0.169058170860825,0,1.73472347597681e-18,0.249394871822735,0,-0.0864461287344311,0,-0.0747242836811345,0.127973447605882,0,-0.105742823438005,0,0.085647319498167,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0217419574887201,0,0,0,0.186090775357629,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158797866765827,0,0.0406629201414659,0,0.0184193426026613,0,0,0,0,0,0,0,0,0,0,0.203887106637988,0.107842351873767,0.157789418601071,0,0,0,0,0,0,0.0311314044046178,0,0,0,0,0.00374923863887209,0,0,0,0.245031004496367,0,-0.0700356956820537,0,0,0.189360008963828,0,0,2.16840434497101e-19,0.0594240040476349,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.127678458119084,0,-0.106107777545491,0.169332836621752,0,0,0,0,0,0.00812543083726401,0,0.425725292309863,-0.109554234046214,0,0,0,-0.116481837829138,0,0,0.170603462729886,0.221048051433556,0,0,0,0,0,0.023622805543479,0,0,0.1706663610815,0,0,0,0,0,0,-0.0165482785546644,0.00614238586141468,0,0,0,0,0,-0.143801131339067,-0.0413498231487849,0,0,0.151259798829902,0,0
