,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.13760270125255,0,0,0,0,0,0,0,0,0,0,-0.0977136176377169,0.43473196252438,0,0.688277536182101,0,0.0393186754685358,0,-0.127706630487936,0,0,-0.08226785775547,0,0.103751025107459,0,0,0,0,-0.135509830082369,0,-0.339563046153587,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255
X601939.CH.EQUITY,0,0,0,0.803163467177986,0.00227222653934661,0.001508606978029,0.0154946461021684,0,0,0,0,0,0.0107541988510457,0,0,0,0,0,0.0520832430048436,0,0,0,0,0,0,0,0,0,0,0,0,0.0897103779909985,0.0418553893990942,0,0,0,0,0,0,0,0,0,0,0,0.0320709844548668,0,0,0.0379133109411292,0,0,0,0,0.0145010772105857
X601288.CH.EQUITY,0,0,0.920375938180637,0,0,0,-0.0678046652183604,0,0,0,0,0,0,0,0,0,0,0.11612232375115,0,0,0,0,0,0,0,-0.0148002952734014,0.0589218088501621,0,0,0,0,0,0,0,0,0,0,-0.10399124711241,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484028927699793,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152633954031175,0,0,0,0,0,0.966808149866946,0,0,0,0,-0.010382794519927,0,-0.148570754949926,-0.0439443542821597,0,0,0.277235372468286,0,0,0,0,0,0,0,0,-0.162161188979336,0,0,-0.151201678415683,0,0,0,0,0,0.0576653074206808,0,0.0659153627295161,0,0,0,0,0,0,0,0.0302543050061104,0.223990259954015
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109473830774503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248687556712909,0,0,0.220992617939478,0,0.138651063520341,0,0.332218301329907,0,0,0.0198720959942962,0,0,0,0,0,0,0,0,0,0,0,0.357786015466686,0,0,0,0.124409759532286,0.0799810205891251,-0.0585427088524568,0.106717327211863
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0247422360754928,0,0,0,0,0.402805493783492,0,0,0,0,0,0,0,0,0,0.461948873210825,0,0.0890412758808109,0,0.017207468694505,0.311223815568583,0,0.0172433142157136,0,0,0,0,0,0,-0.378444893701718,0,0,0.139953069453222,0,0,-0.0592509008719884,-0.103760724668668,0,0,0,0,0.1749582166269,0,-0.0983477503145438
X388.HK.EQUITY,0,0,0,0,0,0,0.249939654117448,0,0,0,0,0,0,0,0,0,0,0,-0.235428385102532,0,0,0,0,0,0,0.390723149178399,0,0,0,0.0633756504454416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221952988826502,0.0367045494604303,0,0.0837208529358871,0,-0.220980129972772,-0.0714020814675924,0,0.0280439861398853
