,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.60060876096043,0,0.0146298225488388,0,0,0,0,0.0172798499067063,0,0.0968120411091016,0,0,0,0,0,0,0.101302615833798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108206707106382,0,0,0,0.0709803084922709,0,0.0415568250464937,0,0,0,0,0,0.0421394539896669,-0.0369983034961944,0,-0.0119186201886764,3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0,0
X601939.CH.EQUITY,0.110551078532923,0,0,0.336311292755913,0,0.242902031568896,0,0,0,0,0,0,0,0,0,0,0,0.0226904170693381,0,0.0158797172209423,0,0,0,0,0,0,0,0,0.0534667925464018,0,0,0,0.11684361421039,0,0,0,0,0.0165385543937893,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0452985014206269
X601288.CH.EQUITY,0.013492104558081,0,0.290124442473545,0,0,0,0,0,0,0.213808673113622,0,0,0,0,0,0,0,0,0.0506402962193376,0,0,0,0,0,0.0126964556446432,0.223364615508373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730880250822692,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276262914337326,0,0,0,0,0,0.442181327105923,0,0,0,0,0,0.0320473897323535,0.111085235244068,0,0.160954734599974,0.0918684437248525,0,0,0,0,0,0,0.159644214679815,0,0,0,0,0.120049753149945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675352662317587,0,0,-0.135647848214185,0,-0.174127132359826,0
X601988.CH.EQUITY,0,0,0.103935685101107,0,0.0358961532029236,0,0,0,0,0,0,0.0602244713439519,0,0.0493633096836606,0,0,0,0,0,0,0,0,0.62107705614743,0.0185394176949165,0,0,0,0,0,0.108197033802458,0,0,0,0,0,0,0,0,0,0.0519601887913433,0,0,0,0,0,0,0,0,0,0.0903888965137938,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264125649832229,0,0,0.186335408384769,0,0,0,0,0.0846045549641749,0,0,0.0714207614317457,0,0,0,0,0,0,0,0.016127805463017,0,0,0,0,0,0,-0.0347526198062209,0,0,0,0,0,0.0259850905638045,0,0,0.0281007573355444
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676132228494712,0,0,0,0.140842255589095,0,0,0,0,0,0,0.206913493087182,0,0,0,0,0,0,0,0.240684745994179,0,0,0,0,0,0,0.0772758132963106,0,0,0.00353553355464843,0.0355477776698329,-0.00736920109897321,0,0,0.0116188285134791,0,0,0.237368906085164,0,0,0,0,0.0335458616516788,0,0,0.0140380871196735,0,0,0,0
X601166.CH.EQUITY,0.00483789529847731,0,0.219520433058874,0,0,0,0.167274021484459,0,0,0.0928216706347647,0,0,0,0.201383365183609,0,0,0,0,0,0,0,0,0,0,0,0.0915197376043801,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0899297371585409,0,0,0,0,0,0,0.00397430021933264,-0.0436290698046875,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.181213293816574,0,0,0,0,0,0,-0.0286646016257215,-0.0125381644755291,0.168569727946341,0.255252471761281,0,0,0.109325528283578,0,0,0,0,0,0.171181682970185,0,-0.0501333726419232,0,0,0,0,0.245975370773921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942321529033262,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0492887280206626,-0.12758661336984,0,-0.00114852830373778,-0.113985950153996,0,0,0,0,0,0,0,0,0,-0.138405032386969,0,0,0,0,0.162067647595875,0,0,0.130231225088779,0.156053795554089,0.28361148814582,0,0.333295232090528,0,-0.0878305942171128,0,0,0.0747008270960295,0,0,0,0,0,0,0.187094487307258,0,0,-0.0227761079604026,0.0622003650872421,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0143910369796922,0.179088208875384,0.071786231165916,0,0,0.243798052309963,0.0910811510722354,0,0,0,0,0.0508262741098152,0.0265614213055185,0,0,0,0,0.045473864315126,0,0,0,0,0,0,0,0,0,0,0.016210092622387,0,0,0,0,0,0.21344340534725,0,0,0.0612378649113368,0,0.0103644374408485,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0.0195307075442489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704788113704078,0.027927777098849,0,0.122598567146542,0,0,0,0,0,0.623179984161148,0,0,0.0111529584612592,0,0,0.054298928461014,0,0,0,0,0,0,0,0,0,0,0,-0.0814242487824021,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.310671403210947,0,0,0,0,0.114943595515531,0.0895810876260278,0,0,0,0.0184973664739311,0,0,0,0,0,0.313513483532883,0,0,-0.267105939480649,0,0,0.201424272053996,0,0,0,0.163103201870108,0,0.54152045015331,0,0,0,0,0,0,0,0,0,0,0,0.0177509831885106,0,0,0,0.0423067423743517
X2388.HK.EQUITY,0,0,0,0,0.0608056110103692,0,0,0,0,0,0,0.28020488163808,0,0,0,0,0,0,0,0.187299346563469,0.163776255087053,0,0,0,0.00543485776353194,0,0,0,0,0,0.175764996845634,0,0,0,0,0,0,0,0,0,0,0,0.0690491769592722,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.184386565737827,0,-0.267998227933133,-0.0184554368188196,0,0,0,0,0.110588964793322,0,0,0,0.473068640957911,0,-0.168653529554563,0,0.44404349707428,0,0,0,-0.0103192461084085,0,0,0,0,0.302429821343361,0,0,0,0,0,0.0645298406545831,-0.248621684452714,0,0,0,0,0,0,0,0.0764348044134526,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.131503229255869,0,0,0,0,0.0966023316951072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176725507678095,0,0,0,0,0.105118787344412,0,0,0,0,0,3.46944695195361e-18,0.0886866488982344,0,0,0,0,0,0.00773874619066955,0,0,0,0.017136383007548,0,0,0,0.189111488208835,0,0,0.0281281419764311,0,0
X688.HK.EQUITY,0,0,0,0,0.0842524959824608,0,0,0,0,0.1977434891043,0,0,0,0,0,0,0,0,-0.0719557275839647,0,0,0,0,0,0,0,0,0.322994129775983,0,-0.00733483108866302,0,0,0.0476891752971982,0,0,0,-0.0282509499447494,0,0,0,1.38777878078145e-17,0,0,0,0,0.20506269398751,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0393301748778212,0,0,0.0527562824785104,0.285369529852059,0,0.183913203348317,0,-0.00299129841207633,0.00351715808847707,0,0.133641852934383,0,0,0,0,0,0.0347632986836511,0,0,0.266010759312845,0,0,0.0822838377800852,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929459437060671,0,0,0,0,0,0
