,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0342725877395746,0,0,0.126098685136358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268851014543921,0,0.67512786391225,-0.0937226875043254,0,0.142682643728566,0,0,0,0,0,0,0.0691694449129725,0,-0.226579426066856,0,0,0,0,0,0,0,0,0,0,-0.368649160984023,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849033293951151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077339192936277,0,0,0,0,0,0.0172830386248829,0,0,0,0,0,0.122500768650516,-0.0929770805651839,0,0,0,0,0,0,-0.00673100111227677,0,0,0,0.0151358594353967,0,-0.0676107098175525,0,0.00422735061121259,0,0,0.0328570764293728,0,0,0,0
X601288.CH.EQUITY,0,0,0.84597113571226,0,0.0952557512964325,-0.0738726153809407,0,0,0,0,0,0,0,0.0134588862648779,0,0,0.0575009162618709,0.115088785532928,0,0,-0.00568120241443086,0,0,0,0,0,-0.0903573753557971,0.00967955105306613,0,0,0,0,0,0,0,-0.0210156598726833,0,0,-0.116622961145002,0,0,0,0,0,0,0,0,0,0,0,-0.00482246143982893,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0721473909675847,0,0,0.303734609881141,0,0,0,0,0,0,0,0,0,0,0.244840794074816,0,0,0,0.0433624763512171,0,0,0,0,0,0,0,0,0,0,-0.126401006746368,0,0,0,0,0,0.117661277431688,0,0,0,0,0,-0.0161031907358445,0,0.231769024113933
X601628.CH.EQUITY,0,0,0,0,0,0,0.285568989627353,0,0,0,-0.0193853598947309,0,0,0,0,0,0,0,0,0,0,0,0.0363922351409413,0,0,0.0484597410384238,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.202983733831077,0.121119982606795,0,0,0,0,0.0799646820133694,0.0757558717324036,0.0805530375994675,0,0.0496439410870528,0,0
X600036.CH.EQUITY,0,0,0.159978981147689,0.228515942369534,0,0,0,0.0390783541692365,0.0138263592387553,0,0,0,0,0,0,0.117407296289669,0,0,0,0.0329152706457798,0,0,0,0,-0.0298564394290024,0,0,0.169197108860144,0,0,0,0,0,0.243631470690958,0,0,0,0,0,0,0,-0.0395740367730164,0,0,0,0,0,0.0305914124535714,0,0,0.109423182699978,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0120104478514279,0,0,0,0,0,0,0,0,0,0,0,0.167204541902288,0.0502868267930992,0,-0.0598321131228211,0,0,0,0,0,0,0.23146682455354,0,0,0,0,0,0.0665255312258735,0.0877672310431691,0,0,0,0.129754074378069,0,0,0,0,0,0.44805348046022,0,0,0.14263375110439,0,0.0706305569416784
X5.HK.EQUITY,0,0,0,0,0,-0.162970268287904,0,0,0,0,0.0784092735626648,0,0,0,0,0,0.363258786577649,0,0,0,0,0.137066696829645,0,0,0,0.304833765322744,0.048451744018213,0.0395658645636826,0,0.0949623701842683,0.0832969674072859,0.0466871948061039,0,0,0,0,-0.192842640969813,0,0,0,0,0,0,0.211388958120123,0,0,0,0,0,0,0.211105804718501,0.0545224983559914,0
X601658.CH.Equity,0,0,0,0.225237236649792,0,0,0,0,0,0,0,0,0.0345265314273634,0,0,0,0,0.168043022210816,0.1383776811129,0,-0.222768426466824,0,0,0,0,0,-0.141708282615854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467197871696343,0,0,0,0.0491348811434779,0,8.67361737988404e-19,0,0,0,0
X388.HK.EQUITY,0,0.23570061316163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124969238172755,0,0,0,0,0.467545711197439,0.179717013459715,0.0125269692183619,0,0,0,0,0.18075184937804,-0.17788497489829,0,0,0,0,0,0,0,0,0.0800730307186426,0.0300690296418728,0,0,0,-0.455374558988,-0.000115310567083047,-0.168215320573208,0,0,0,0,0,0,-0.103862560418669,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00134436177840526,0,0,0,0,0,0.0639708400621804,0.230204571415743,0,0,0,0,0,0,0,0,0,0.0474920614663488,0,0,0,0,0,0,0,0.333544427748477,0,0.0579373104824269,0,-1.73472347597681e-18,0,0,0,0.0656438008849325,0,0,0,0,0.0895540953829264,0.00357807853026997,0,0.00753778068087718,0,0.0230031605885317,0,0
X601166.CH.EQUITY,0,0.175631001298029,0,0.165936983152348,0,0,0,0,0,0,0,0,0,0,0,0.331853654241385,0,0,0,0,0,0,0,0,0,0,0,0.0072221657058683,0,0.0392695777724914,0,0,0,0,0,0,0,0,0,0,0,0,0.0295946377148233,0,0,0,0,0,0,0,-0.0161142270771232,0,0
X601328.CH.EQUITY,0.0969744565995151,0,0,0.206936661367473,0,0,0,0,0,0,0,0,0,0,0,0.0329365233816083,0,0,0,0,0,0,0.295796054820823,0,0,0,0,0.0145314386457914,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808012844125693,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0928441200352869,0,0,0.380703257326811,0,0,0,0,0,0,0,0,0,0,0,0,0.205301241704071,0,0,0,0,0,0,0,0,-0.0554710745170555,0.196268337004887,0.00636866645230568,0,0.00246181072942364,-0.00723954254324019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-4.33680868994202e-19,0.000942692083311994,0.131952582780608,0,0.01903659587435,0.0155860351214881,0,0,0,0,0.43935328759493,0.179952775447998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523211687814072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0545551396359648,0,0,0,0,0,0.0440215110333244,0,0,0,0,0,0,0,0,0.134563375929538,0,0,0,0,0,0,0.138879797334911,0,0.0374511309522469,0,0,0.0111232454805959,0.105251299225918,0.186488748003301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407454081774404,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.241238894765592,0,0,0,0,0,0,0,0,0,0.026935037291637,0,0,0.187887663575269,0,0,0.0386133270387374,0,-0.134151430524474,-0.0168005542926217,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.000955911908675375,-0.0159095085288592,0,0,0,0,0,0.287814420825732,0,0,0,0.0187123869102563,0,0,-0.0711752979429099,0,0,0.305660035397258,-0.0586174441604796,-0.0494398613090945,0
X000001.CH.EQUITY,0,0.0911781589889024,0,0,0.161120211571742,0,0.0482535025931424,0,0.0937956462473439,0,0,0,0,0,0,0,0,0,0,0.101847996239257,0,0,0,0,0,0.0243127887249443,0,0,0,0,0,0,0,0.132739947873298,0,0,0,0,0,0,0.149911381204923,0,0,0,0,0,0,0,0,0,0,-0.0387812277625433,0
X601601.CH.EQUITY,0,0.444945210886364,0,0,0,0,0,0,0,0,0.192396542099371,0,0,0,0,0,0,0,0,0,0,0.00775237192728995,0,0,0,0.105230159847853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434375853667468,-0.0999357549140739,0,0.221995594231184,0,0,0,0,0,0,-0.0278962739287163,0,0
X16.HK.EQUITY,0,0,0,0,0.030623270109037,0,0,0.283170082756779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436252691616312,0,0,0.0466103507565597,0.0827699226698165,0,0,0,0,0,0,0.0999180939822474,0,0,0,0,0.365615284803454,0,0,0,0.043575902883284,0.0656184218390313,0,0,-0.0949880317765872,0.116984997592732,0
X688.HK.EQUITY,0.161667087635545,0,0,0,0,0,0,0,0.00212894757849054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.136895555775825,0,0,0.6479925045876,0.03096417450366,0,0,0,0,0,0,0,0,0,0,0,0,0.103786098432219,0,0,0,0,0,0,0,-0.0250335692040439,0
X600016.CH.EQUITY,0,0,0.0536877042661731,0,0,0,0,0,-0.179859920193035,0,0.0343205757424476,0,0.0200025566522286,0.167998970193331,0,0,0,0,0,0,0.15907411359832,0,0,0,0,0,0.0068873762862513,0,0.109592575521223,0,0.0503767320476766,0,0,0.0978141188907817,0,0,0,0,0,0,0,0,0,0,0,-0.466999142552124,0,0,0,0.482644299055911,0,0,0
