,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.586936092085051,0,0.180504001832376,0.025856974666468,0,0,0,0,0,0,0,0.0627584259028045,0,0,0,0,0.0275308572274753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00157142907350781,0,0,0,0,0.0255162133112095,0,-0.0438346159631805,0.110199641038295,0,-0.010044869401133,-0.0216934426279747,0,0,0,0,0,0.0431848522496258
X601939.CH.EQUITY,0.129510244652753,0,0,0.576700869711006,0,0.0560644765957902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134971889148514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.00732283689505451,0,0.0116716668746486
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0,0
X601288.CH.EQUITY,0.11649996258623,0,0.00657279349264462,0,0,0.064061722641245,0,0,0,0.0824865488676912,0,0.0366158269233397,0,0,0,0,0,0,0,0,0,0,0,0,0.15041252116309,0,0.296872873036554,0,0,0.153345586440373,0,0.0582004830912215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.263648287140968,0,0.388983569535458,0,0,0.094124188680995,0,0,0,0,0,0.160709529889296,0,0,-0.279534462341544,0,0,0,0,0,0.380070764402222,0,0,0,0.164451691770452,0,0,0,0,-0.132459012102054,0,0,0,0,0,0,0.0642953588400835,0,0,0,-0.401826607548162,0,0,-0.138204753081989,0,-0.187915554207673,0
X601988.CH.EQUITY,0.116192286363447,0.0104221863487083,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584122552416693,0.0364942576672203,0,0,0,0,0.0119294391224949,0.14934729077691,0,0,0,0,0,0,0,0,0,0.0616076434777172,0,0,0,0,0,0,0,0,0,0.0870809869336729,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234477602505691,0,0,0,0,0,0,0,0.171682693932901,0,0,0,0,0,0,0.12476344687731,0.00711014767727157,0,0,0,0,0,0,0.184745972841431,0.126576914276777,0,0,0,0,0.135957082272715,0,0,0,0,0,0,0,0,0,-0.112188060692442,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171817236032102,0,0,0,0,0.115083270957539,0,0,0,0,0,0,0.256720159420769,0,0,0,0,0,0,0,0.22486208381774,0,0,0,0,0.0656276601976278,0,0,0,0,0.00607694150152618,0,-0.00585918108858574,0,0,0,0,0,0.198593042800578,0,0,0,0.0022183678463286,0,0,0,0.0278533385403246,0,0,0,0
