,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.127339106114152,0.0123106756554506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947422949928241,0,0.481664186820337,0.326630105757492,0.0403796797612174,0,0.164890400500398,0,-0.25271519451318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363294054362947,0,0.00341063321260853,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.112465561169049,0,0,0,-0.0129400080776954,0,0,0.0666368944264156,0.144649207346766,0,0,0,0,0.142755607853516,0,0,0,0,0,0,0,0,0,0,0.0513885761596887,0.00501167846657156,0.0507395183020863,0,0,0,0,0.223388795333934,0,0,0,0,0,0,0,0,0,0,0,0.0724844796155025,0,0,0,0.142302935326586
X601939.CH.EQUITY,0,0.0642903450715987,0,0.814591476332801,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0308705626965142,0.0140200103110506,0,0,0.0778861504910617,0.0430688149995679,0.0213874522200001,0,0,0,0,0,0,0.0177624639153207,0.0271200452793285,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240600874152482,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0486075564205921,0,0.926511878308882,0,-0.00712758693851319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314303259074108,0,0,0,0,0,0,0.0756646081800565,0,0,0,0,0,-0.0434089011157609,0,0,-0.0913508997626746,0,0,0,-0.00872435125959747,0,0,0,0,-0.105712210715952,-0.039442226706926,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.105510288816201,-0.0968768029879372,0.39958243524858,0,0,0,0,0,0,0,0,0,0.00275329004631141,0,0,0,0,0,0,0.00441772128047863,0,0,0,0,0,0,0,0.590167538074999,0,0,0,0,0,0,0,0,0.271380248111527,0,0,0,-0.0474545415160041,0,0,0.066734340350618
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,-0.159615491960958,0.0816848678340499,0,0.0269812169646188,0,0,0,-0.000829777846732454,0,0.0384842914705387,0,0,0,0,0,0,-0.0725957555243267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105751368045937,0,0.0108060301355975,0,0,0,0,1.0177359886319,0,0,0.0348252303049677,0
X1299.HK.EQUITY,0,0,0,0,0.157271878349251,0,0,0,0,0.128046381278327,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205875739450851,0,0.417838538129509,0,0,0.0890958194679173,0.385132748020931,0.164598499079173,0.0943048984859177,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.176596894755681,0,0,0,0,0,0.0893963366033501,0,0
X5.HK.EQUITY,0,0,0,0,-0.0201265338684075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094414579862204,0,0,0,0.0153411511859202,0,0,0.243300613129164,0,0.472610786767493,-0.146878670705357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0463968616960328,0,0,0,0,0.134381796389751,0.0649556885778947,0,0
X388.HK.EQUITY,0,0,0,0,0.23638298569369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330080606832555,0,0,0,0.180366377013042,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.154585266584154,0,0,0,-0.00606242037756906,0.11060874505423,0.152123874063947,0,0,-0.213010672701872,0,0,0.0560128438616262
X601658.CH.Equity,0,0,0.0517775378700694,0.181165586502054,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.301156145958567,0,-0.0564070317023304,0,0,0,-0.0479401843842948,0,0,0,0,0,0.0606060073033789,0,0,0,0,0,0,0,0,-0.0187313574144883,0,0,0.272462114433484,0,0,0,0,0,0,0,0,-0.00618149511579451,0
X600030.CH.EQUITY,0,0,0,0,0.0426202528113348,0,0,0,-0.0585727623542925,0.053297413422384,0,0,0.263794356018344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384058251286748,0,0.0532905249935051,0,0,0,0,0,-3.46944695195361e-18,0.227215425686292,0,0,0.2376584752947,0,0.089227016982369,0,0,0.100501518129936,0,0.0543016633227993,0,0,0,0.0402327142325234,0,0.0694413090557389,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.657181414466691,0,0,0,0.0652102610731122,0,0,0,0,0,0,-0.0556180556847969,0,0,0,0,0.0100419182954304,0.139343693622948,0,0,0,0,0,0,0,0,-0.0650101890174937,0,0.0493319088169815,0,0,0,0.0888199742394496,0,0.0337160095808329,0,0,0,0,-0.085631653449192,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.132124840438951,0.215788449727246,0,0,0,0.0500646080265213,0,0,0,0,0,0.0262820333988342,0,0,0,0,0.0710738634610905,0,0,0,0,0,0,0,0,0,0.0311222905828812,0.0998915274858974,0.00762500041774848,0,0,0.0472768993834409,0,0,0.00153153424671905,0,0,0,0,0,-0.0192527801250542,0,0,0.415932994844181,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0462876877369752,0,0.113098264922778,0.0205447278110648,0,0,0,0,0,0,0,0,0,0.0291175029573492,0,0,0,0,0.373414185286554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.248232136711615,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.174343816980201,0.091041487220252,-0.129633946979577,0,0,0,0.0960192615731035,0,0,0,0.200105389693094,0.00119785195005556,0,0,0,0,0,0,0,0,0,0,0.155056034191449,0,-0.0497617947365748,-0.160654465562509,0.0776422850102818,0,0.111974010695386,0,0,0,0,0.0406127001407949,0,0,0,0,0,0,0,0.0293194339568943,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0860124821577208,0.263427636728996,0,0.154056500176677,0,0,0,-0.047011009568294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337714702978364,0,0,0,0,-0.0983678446167496,0,0,0,0.309110092853835,-8.67361737988404e-19,0,0,0,0,0,0,0.691624309186183,0,0,0,0,0,0,0,0.0784853978568412,0,0,0.0407438443588552
X000001.CH.EQUITY,0,0.158279548027499,0,0,0,0,0,0,0,0,0,0,0,0.111750048655959,0,0,0.145684760670162,0,0,0.147340535289594,0.0223595662979995,0,0,0,0,0,0.173061629663995,0,0,0,0.00146030614603268,-0.0173790527258038,0.0917842604533754,0,0,0,0,0,0,0,0,0.0222400735395324,0,0.0241445781285367,0,0,0.0620787756142227,0,0,0.0342421763652553,0,0,0
X601319.CH.EQUITY,0,0.0364711194067349,0,0.165365845063873,0,0,0,0,0,-0.00271787891444638,0,0,0,0,0,0.104614778640092,0.0173603136347666,0,0,0.198790520185985,0,0,0,0,-0.0546893113811679,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.21438977922779,0,0,0,0,0,0,0.192377335349842,0,0,-0.0568709592806783,-0.020814914907675,0
X601601.CH.EQUITY,0,0.188479207679991,0,0,0.362091951024747,0,0,0,0.0366803224213753,0,0,0,0,0,0,0,0,0.0763175219663778,0.159624730176031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372440160005587,0,-0.206424905227176,0,0,0,0,0,0,0
