,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.347790667788573,0.0821885246675458,0,0,0,0.128463260205216,0,0,0,0,0,0,0.26323885132057,0,0,0,-0.0310729333908698,0,0,0,0,0.0367120478903545,0,0,0,0.0763841467094123,0,0,0,0,0,0,0,0.0132146453662266,0,0,0,0,0,0,0,0,0,0,0.0199877613748854,0.035831539459035,0,0,0,0
X601939.CH.EQUITY,0.0414961512020813,0,0,0.054615557054444,0,0,0,0,0,0,0,0.0473844893962204,0,0.19301740810519,0,0.405982519378658,0,0,0,0,0,0,0,0,0,0,0,0,0.000814805395563622,0,0,0,0,0.1068906462739,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.13690069074934,0,0,0,0,0,0
X601318.CH.EQUITY,0.0177545263416957,0,0,0,0,0,0.187283139055509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108891609891059,0,0,0,0,0,0,0,0,0.153821510720285,0,0.104311727383616,0.0181798576683118,0,0,0,0,0.106221727744446,0,0.256308362711705,0,0.0266486857412509,0,0,0,0,0,0,0,0,0,-0.0351335584690572
X601288.CH.EQUITY,0.376351783264791,0,0,0,0.402411556651462,0,0,0,0,0,0.0635691629715107,0,0,0,0,0.00349662682459253,0.0712825266022523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360166542360753,0,0,0,0,0,0,0,0,0,0,0,0.000161404722909085,0,0,0,0,0,0,0.0232555318062283,0,0,0
X601988.CH.EQUITY,0,0,0,0.22675471456872,0,0,0,0,0,0,0.0919309034321385,0,0,0.187747908687225,0,0,0,0,0,0,0.104208281900003,0,0,0,0,0.0231975937062493,0,0,0,0.0954763094309373,0,0,0,0,0.108261974960348,0,0,0.0936996199359654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.202228714479483,0,0,0,0,0,0,0.147491028275762,0,0,0,0,0.103651826245244,0.58665680436241,-0.328079041058422,0,0,0,0,0,0,0,0,0.219312969101507,0,0,0,0,0,0,0.453286516794341,0,0,0,0,0,0,-0.23241738291151,0,-0.167377848996511,-0.0136804469060117
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.145648350129767,0.174129802851698,0,0.0029940723071601,0,0,0,0,0,0,0,0.279498580275762,0,0,0.266627686556164,0,0,0.217152645574483,0,0,0,0,0,0,0.143507419629948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.118563338957692,0,0,0,0,0,0.112471168603995,0,0,0,-0.14216771943043,0,0,0,0,0,0,0,0,0,0,0,0.0825255645197569,0,0,0,0,0.103340533745215,0,-0.385116651499058,0,0,-0.107373480820813,0,0.305880145653258,-0.0776338874928151,-0.0785686355537656,0,0,0,1.2363216540707,0,0,0,0,0,-0.0555837545989547
