,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177407153285285,0,0,0,0,0.407931179869096,0,0,0,0,0,0,0,0,-0.0878400250664814,0,0,0,0,0,0,0,0,0,0,0,0.657344574375539,0,0,0,0,0,0,0,0,-0.00518063108282046,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110974607987232,0,0,0,0,0,0,0,0.0700228780896935,0,0.0833504404444293,0.0273180544733444,0.0545987040113604,0,0,0,0,0,0.0944421966961518,0.0402360172192635,0,0,0,0,0,0,0,0.277749094933633,0,0,0,0,0.212671425160689,0.0164075003084852,0,0,0.0373447539612465,0,0,0,0,0,0,-0.0301516890279591
X601939.CH.EQUITY,0.283272701862323,0,0,0,0,0,0,0,0,0.0389888866637058,0,0,0,0,0,-0.0166921293665283,0,0,0,0,0,0,0.075607874642345,0,0,-0.0847259770483105,-0.0642565617391083,0,0,0,0,0,0,0,0,0,0,0.0257085219317643,0,0.546320737630456,0,0,0,0,0,0,0,0,0,0,0,0.116584171558573
X601288.CH.EQUITY,0,0,0,0,-0.282981204608858,0,-0.257148885175131,0,0,0,0.840205810837455,0,0,0,0,0,0,0,0,-0.155383523318448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.113640687409631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133394153065066,0.374189461879415,0,0,0,0.0471870523015382,0,0,0.187884009139583,0,0,0,0,0,0,0,0,0.0259040819565676,0,0,0.0343942104592668,0,-0.122561562752173,0,0,0,0,0,0,0,0,0,0.078536934831471,0,0,0.131268729059725,0,0,0,0,-0.184124958291503,0,0,0.135648756614678,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.373754931033663,0,0,0,0,0,0,0,0,0.113645016060562,0,0,0,0.142896823085041,0,-0.0695497297223461,-0.024917203414414,0,0,0,0.217659316698348,0,0,0,0,0,-0.334731306459686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357773922606106,0,0,0,0,0,-0.0415727348284703,0
X1299.HK.EQUITY,0,0,0,0,0.260544647224407,0,0,0,0,0,0,0,0,0,0,0,0,0.140101207118731,0,0,0.0212854908406147,0,0,0,0,0,0.0887539252039102,0.130747544079784,0,0.0897583347767822,0,0,0,0,0,0,0,0.321441315557553,0,0,0,0,0,-0.133633878279719,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,0,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902722,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,-6.93889390390723e-18,0,-0.00861266201371846,0,0,0.211356714026608,0,-0.0260022884266731,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.264905334560667,0.0140786435406473,0.0537445293285697,-0.0873929146856502,0,0,0,0,0,0,0,-0.00959728098163481,0,0,0,0.234337844833672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156625348651078,0.0774310942344895,0,0,0,0,0,0.150036621615482,0,0.0796760532692825,0.105626765140547,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0135874522701501,0,0,0,0.680488186399383,0,0,0,0,0,0,0,0,0,0,0,0.227667578965521,0,0,0,0,0,0.10497621187924,0,0,0,0,0,0,0,0,0,0,0,-0.0898935075149078,0,0,0,0,0,0.131035411271287,0,-0.1355622453721,0,-0.12977254549301,0,0,-0.0254454201573136,-0.0399128809464627
X601166.CH.EQUITY,0.195030305047085,0,0,0.270013317185732,0,0.00888986701615728,0,0,0,0,0,0,0.304330877368734,0,0,0,0,0,0.0967948689062781,0,0,0,0,0,0,0.00292919134886612,0,0,0,0,0,0,0.0611064007978816,0,0,0,0,0,-0.0193055415476324,0,0,0,0,0,0,0,0,0,0,0,0,0
