,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.690734025957058,0,0,0,0,0,0,0,0.00908966302674972,0,0.0812396277150503,0,0,0,0,0,0,0.0629514389311693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220002932821743,0,0.0430451650629511,0,0,0.0301532233370022,0,0,-0.0101452069722475,0,0,0,0,-0.0166975321146843,0.00994488015485197
X601939.CH.EQUITY,0.107918399587576,0,0.0142124620597499,0.296145678881024,0,0.320754808289168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577490912690451,0,0,0,0,0,0,0,0.0358878419394529,0,0,0,0,0.0899209902876623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215482427733533
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190885314061619,0.0496219468542684,0,0,0,0.0318140406837265,0,0,0,0.162476003460638,0,0,0,0,0,0,0,0,0.0924620353882158,0,0,0,0,0,0.0233087423414187,0.259835008351016,0,0,0,0.0553465700839026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059960077414017,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.105776108909571,0.301330501510706,0,0,0,0,0,0.00551049964283019,0,0.303570846106968,-1.38777878078145e-17,0,-0.0818413512629317,0,0,0,0,0,0,0.531124228432403,0,0,0,0,0.0122725071829636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619327357168553,0.0753808812263919,0,-0.151524907841892,0,-0.204944207728079,0
X601988.CH.EQUITY,0,0.174915533405745,0,0,0.0451591675477901,0,0,0,0.0735819289897065,0,0,0.0841088438621665,0.126222007780393,0,0,0,0,0,0.0586857769644601,0,0,0,0.519377950727101,0,0,0,0,0,0,0.0304524820708618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324438405372818,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403473120554056,0,0,0,0,0,0,0.201245583013511,0,0,0,0,0,0.288191303064331,0,0,0,0.0422261456477995,0,0,0,0,0,0,0,0,0,0,0,0,0.0939381824384123,0,0,0,0,0,0,0,0,0,0,0.0107503859461131,0,0,0.0886974325820712
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140901670576464,0.0723332371316549,0,0,0,0,0,0,0,0,0,0,0,0.0306037107665147,0,0,0,0,0,0,0,0,0,0.0626763821302379,0,0,0,0,0,0,0,0,0,0.325121406416423,0,0,3.46944695195361e-18,0,0,0,0.207976249906102,0.071245815454189,0,-0.026188161211446,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162127272642815,3.46944695195361e-18,1.0842021724855e-19,0,0,0,0,0.171621660605483,0,0,0.038379871059959,0,0.14956220901276,0,0,0,0,0,0,0,0,0.252399211701811,0,0,0,0,0,0,0.0314268686688128,0,0,0,-0.00883523091174912,0.0403152999985352,0,0.000775597772675995,0,0,0.0689041773815939,0.256253841810897,0,0.0395407277744371,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.120175239918057,0.136351184022433,0,0,0,0.0145477656743951,0,0.149227681151002,0,0.110610743967865,0,0,0.125867025194989,0,0,0.000685289975132411,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.072304094118269,0,0,0,0,0,0,0,0,0,0.108186165636782,0,0,0,0,0,0.0456576519921215,0,0
X11.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0.142608354663463,0,0,0,0,0,0,0,0,0,-0.0077154511293946,0.0742673616511826,0.0790195651052364,0.217034052674748,0,0,0,0,0,0,0.205009996214488,0,0,0,0,0,0.29810109963523,0,0,0,0,0,0,0,0,0.0841543057665888,0,-0.0277113514824328,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.00744109886073408,0.123405324341489,0,0.171667937835255,0.0780523975102559,0.0861706559645456,0.0720151774244059,0,0,0,0,0,0.0366927113196474,0,0,0.0530069278431201,0,0,0.097323312487006,0,0,0,0,0,0,0,0,0,0.0530727632895385,0,0,0,0,0.00202581035564803,0,0.210555310667948,0,0,0,0.00887906074836982,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.13893351186488,0,0,0,0,0,0,0,0,0,0,0,0,-0.200807368243383,0,0,0,0,0.139146808405087,0,0,0.114069989275499,0.121431768565625,0.322419614538578,0.220197872495032,0,0,0,0,-0.0234932142372936,0,0,0.0493033905880793,0,0,0.0668370340238693,0,0.18992664083205,0,0,0,0,-0.0204185509862447,0
X2388.HK.EQUITY,0,0,0,0,0.073066008379961,0,0.0203861032010735,0,0,0,0,0.0489382754160984,0,0,0,0,0,0.0584159133622853,0,0,0,0,0,0,0.175216300912926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447297965538982,0,0,0,0,0
