,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.135062351745091,6.93889390390723e-18,0.0166011375564921,0,0,0,0,0,0,0.275764634745732,0.24472371938548,0,0,0,-0.0878570822184765,0,0,0,0,0,0,0.0202175545541139,0,0,0,0,0,0,0,0,0.0222735214067518,0,0.261114314467507,0,0,0,0,0.0409135131569872,0,0,0.0551917906731956,0,0,0,0.0199067759453325,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0,0
X601939.CH.EQUITY,0.492555339513784,0,0,0,0,0.182865230820147,0,0,0,0,0,0,0,0.0691617578920732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372935615268554,-0.113400875811926,0,0,0.0443412232176361,0,0,-0.0482303032176393,0,0,0,0,0,0
X601288.CH.EQUITY,0.612816953178476,0.0831382693414478,0.11454574230693,0,0.0467518550412087,0.0199062488464748,0,0,0,0,0,0,0,0,0.00619794316047074,0,0,0,0,0,0,0,-0.038846136396165,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.117982208631608,0,0.0353734469869094,0,0,0.0529708419712589,0.180787676390959,0,0,0.0314440929913341,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X5.HK.EQUITY,0.0141204986571721,-0.0440017425226536,0.115474215980753,0.0382647691452733,0,0.0698625541404291,0,-0.131281719142506,0,0,0.0515259101436659,0.284565140216011,0,0,0,0,0,0.709278381828415,0,0,0,0,0,0,0,0,-0.16712067111355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933633872464786,0,0,0,0,0,0
X601988.CH.EQUITY,0.13328428412076,0,0.203843203905839,0.0664024118554286,0,0,0,0,0.0773821871472664,0.105198884521678,0.103754180648301,0,-0.277171591739054,0,0,0,0,0,-0.0164976399596157,0,0,0.211775052376535,0,0,0,0,0.163268116043916,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0100950682466798,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0668067553802954,0,0,0,0,0,0.225779217677597,0,0.15867743943564,0,0,0,0,0,0,0,0.105061496398742,0,0,0,0,0,0,0,0.14120772750831,0,0,0,0.0336159820381198,0.0957691771721065,0,0,0,0.0381764321460164,0,0,0,0,0,0.0406833540987355,0,0,0.0159180801322073,0,0
X1299.HK.EQUITY,0,0,0,0,0,8.67361737988404e-19,0.183431244972229,0,0,0.0346682803347552,0,-0.0996774287682866,0,-0.049859063382073,0,0,0.272196637940448,0.262994315894862,0,0,0,0,0.121475847530663,0,0,0,0.137264939730901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178518969139104,0,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0342330155289323,0,0,0.0490931236145463,0.0846466051809844,0,0,0,0,0,0.249388690674872,0,0,0,0,0,0,0.0405619091273535,0.185482353169444,0,0.124959437584372,-0.132494645001175,0.0634038033682636,0.0646233576445461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130191696879251,0,0.139734147237673,0,0,0,0,0,0,0,-0.0425224425932268,0
X600000.CH.EQUITY,0,0.0421569091147288,0,0,0,0.0465200595118165,0.164268169481698,0,0,0,0.331494541890498,0,0,0.110198589104345,0,-0.0778880533523761,0,0,0,0,0,0.0435318768492662,0,0,0,0,0,0.169007487267548,0.0254590457982149,-0.0293519540575809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238052379899441,0.216644030888638,0,0,0,0
